h2_um,eta2_Pas,T_abs
47.5253,0.403702,0.00000000
48.0202,0.403702,0.00000000
48.5152,0.403702,0.00000000
49.0101,0.403702,0.00000000
49.5051,0.403702,0.00000000
50.0000,0.403702,0.00000000
1.0000,0.432876,0.17954775
1.4949,0.432876,0.12243030
1.9899,0.432876,0.09264659
2.4848,0.432876,0.07404308
2.9798,0.432876,0.06097864
3.4747,0.432876,0.05099586
3.9697,0.432876,0.04289880
4.4646,0.432876,0.03608568
4.9596,0.432876,0.03025714
5.4545,0.432876,0.02526119
5.9495,0.432876,0.02100540
6.4444,0.432876,0.01741260
6.9394,0.432876,0.01440511
7.4343,0.432876,0.01190383
7.9293,0.432876,0.00983235
8.4242,0.432876,0.00812081
8.9192,0.432876,0.00670808
9.4141,0.432876,0.00554221
9.9091,0.432876,0.00457982
10.4040,0.432876,0.00378511
10.8990,0.432876,0.00312860
11.3939,0.432876,0.00258611
11.8889,0.432876,0.00213774
12.3838,0.432876,0.00176711
12.8788,0.432876,0.00146074
13.3737,0.432876,0.00120747
13.8687,0.432876,0.00099811
14.3636,0.432876,0.00082504
14.8586,0.432876,0.00068198
15.3535,0.432876,0.00056372
15.8485,0.432876,0.00046597
16.3434,0.432876,0.00038517
16.8384,0.432876,0.00031838
17.3333,0.432876,0.00026317
17.8283,0.432876,0.00021754
18.3232,0.432876,0.00017982
18.8182,0.432876,0.00014864
19.3131,0.432876,0.00012286
19.8081,0.432876,0.00010156
20.3030,0.432876,0.00008395
20.7980,0.432876,0.00006939
21.2929,0.432876,0.00005736
21.7879,0.432876,0.00004741
22.2828,0.432876,0.00003919
22.7778,0.432876,0.00003240
23.2727,0.432876,0.00002678
23.7677,0.432876,0.00002213
24.2626,0.432876,0.00001830
24.7576,0.432876,0.00001512
25.2525,0.432876,0.00001250
25.7475,0.432876,0.00001033
26.2424,0.432876,0.00000854
26.7374,0.432876,0.00000706
27.2323,0.432876,0.00000584
27.7273,0.432876,0.00000482
28.2222,0.432876,0.00000399
28.7172,0.432876,0.00000330
29.2121,0.432876,0.00000272
29.7071,0.432876,0.00000225
30.2020,0.432876,0.00000186
30.6970,0.432876,0.00000154
31.1919,0.432876,0.00000127
31.6869,0.432876,0.00000105
32.1818,0.432876,0.00000087
32.6768,0.432876,0.00000072
33.1717,0.432876,0.00000059
33.6667,0.432876,0.00000049
34.1616,0.432876,0.00000041
34.6566,0.432876,0.00000034
35.1515,0.432876,0.00000028
35.6465,0.432876,0.00000023
36.1414,0.432876,0.00000019
36.6364,0.432876,0.00000016
37.1313,0.432876,0.00000013
37.6263,0.432876,0.00000011
38.1212,0.432876,0.00000009
38.6162,0.432876,0.00000007
39.1111,0.432876,0.00000006
39.6061,0.432876,0.00000005
40.1010,0.432876,0.00000004
40.5960,0.432876,0.00000003
41.0909,0.432876,0.00000003
41.5859,0.432876,0.00000002
42.0808,0.432876,0.00000002
42.5758,0.432876,0.00000002
43.0707,0.432876,0.00000001
43.5657,0.432876,0.00000001
44.0606,0.432876,0.00000001
44.5556,0.432876,0.00000001
45.0505,0.432876,0.00000001
45.5455,0.432876,0.00000001
46.0404,0.432876,0.00000000
46.5354,0.432876,0.00000000
47.0303,0.432876,0.00000000
47.5253,0.432876,0.00000000
48.0202,0.432876,0.00000000
48.5152,0.432876,0.00000000
49.0101,0.432876,0.00000000
49.5051,0.432876,0.00000000
50.0000,0.432876,0.00000000
1.0000,0.464159,0.19182139
1.4949,0.464159,0.13100726
1.9899,0.464159,0.09926975
2.4848,0.464159,0.07948029
2.9798,0.464159,0.06563587
3.4747,0.464159,0.05510826
3.9697,0.464159,0.04660341
4.4646,0.464159,0.03945580
4.9596,0.464159,0.03332527
5.4545,0.464159,0.02803842
5.9495,0.464159,0.02349666
6.4444,0.464159,0.01962586
6.9394,0.464159,0.01635457
7.4343,0.464159,0.01360926
7.9293,0.464159,0.01131679
8.4242,0.464159,0.00940829
8.9192,0.464159,0.00782195
9.4141,0.464159,0.00650411
9.9091,0.464159,0.00540932
10.4040,0.464159,0.00449954
10.8990,0.464159,0.00374325
11.3939,0.464159,0.00311432
11.8889,0.464159,0.00259119
12.3838,0.464159,0.00215597
12.8788,0.464159,0.00179385
13.3737,0.464159,0.00149255
13.8687,0.464159,0.00124185
14.3636,0.464159,0.00103325
14.8586,0.464159,0.00085968
15.3535,0.464159,0.00071527
15.8485,0.464159,0.00059511
16.3434,0.464159,0.00049514
16.8384,0.464159,0.00041196
17.3333,0.464159,0.00034276
17.8283,0.464159,0.00028518
18.3232,0.464159,0.00023727
18.8182,0.464159,0.00019741
19.3131,0.464159,0.00016425
19.8081,0.464159,0.00013666
20.3030,0.464159,0.00011370
20.7980,0.464159,0.00009460
21.2929,0.464159,0.00007871
21.7879,0.464159,0.00006549
22.2828,0.464159,0.00005449
22.7778,0.464159,0.00004533
23.2727,0.464159,0.00003772
23.7677,0.464159,0.00003138
24.2626,0.464159,0.00002611
24.7576,0.464159,0.00002172
25.2525,0.464159,0.00001807
25.7475,0.464159,0.00001504
26.2424,0.464159,0.00001251
26.7374,0.464159,0.00001041
27.2323,0.464159,0.00000866
27.7273,0.464159,0.00000721
28.2222,0.464159,0.00000600
28.7172,0.464159,0.00000499
29.2121,0.464159,0.00000415
29.7071,0.464159,0.00000345
30.2020,0.464159,0.00000287
30.6970,0.464159,0.00000239
31.1919,0.464159,0.00000199
31.6869,0.464159,0.00000165
32.1818,0.464159,0.00000138
32.6768,0.464159,0.00000115
33.1717,0.464159,0.00000095
33.6667,0.464159,0.00000079
34.1616,0.464159,0.00000066
34.6566,0.464159,0.00000055
35.1515,0.464159,0.00000046
35.6465,0.464159,0.00000038
36.1414,0.464159,0.00000032
36.6364,0.464159,0.00000026
37.1313,0.464159,0.00000022
37.6263,0.464159,0.00000018
38.1212,0.464159,0.00000015
38.6162,0.464159,0.00000013
39.1111,0.464159,0.00000010
39.6061,0.464159,0.00000009
40.1010,0.464159,0.00000007
40.5960,0.464159,0.00000006
41.0909,0.464159,0.00000005
41.5859,0.464159,0.00000004
42.0808,0.464159,0.00000003
42.5758,0.464159,0.00000003
43.0707,0.464159,0.00000002
43.5657,0.464159,0.00000002
44.0606,0.464159,0.00000002
44.5556,0.464159,0.00000001
45.0505,0.464159,0.00000001
45.5455,0.464159,0.00000001
46.0404,0.464159,0.00000001
46.5354,0.464159,0.00000001
47.0303,0.464159,0.00000001
47.5253,0.464159,0.00000000
48.0202,0.464159,0.00000000
48.5152,0.464159,0.00000000
49.0101,0.464159,0.00000000
49.5051,0.464159,0.00000000
50.0000,0.464159,0.00000000
1.0000,0.497702,0.20487066
1.4949,0.497702,0.14015245
1.9899,0.497702,0.10633767
2.4848,0.497702,0.08528104
2.9798,0.497702,0.07059971
3.4747,0.497702,0.05948700
3.9697,0.497702,0.05054754
4.4646,0.497702,0.04305000
4.9596,0.497702,0.03661050
5.4545,0.497702,0.03103020
5.9495,0.497702,0.02620035
6.4444,0.497702,0.02204714
6.9394,0.497702,0.01850435
7.4343,0.497702,0.01550429
7.9293,0.497702,0.01297804
8.4242,0.497702,0.01085875
8.9192,0.497702,0.00908473
9.4141,0.497702,0.00760126
9.9091,0.497702,0.00636109
10.4040,0.497702,0.00532417
10.8990,0.497702,0.00445693
11.3939,0.497702,0.00373134
11.8889,0.497702,0.00312409
12.3838,0.497702,0.00261577
12.8788,0.497702,0.00219018
13.3737,0.497702,0.00183385
13.8687,0.497702,0.00153548
14.3636,0.497702,0.00128565
14.8586,0.497702,0.00107645
15.3535,0.497702,0.00090129
15.8485,0.497702,0.00075463
16.3434,0.497702,0.00063184
16.8384,0.497702,0.00052902
17.3333,0.497702,0.00044294
17.8283,0.497702,0.00037086
18.3232,0.497702,0.00031051
18.8182,0.497702,0.00025998
19.3131,0.497702,0.00021768
19.8081,0.497702,0.00018226
20.3030,0.497702,0.00015260
20.7980,0.497702,0.00012777
21.2929,0.497702,0.00010698
21.7879,0.497702,0.00008957
22.2828,0.497702,0.00007499
22.7778,0.497702,0.00006279
23.2727,0.497702,0.00005257
23.7677,0.497702,0.00004402
24.2626,0.497702,0.00003685
24.7576,0.497702,0.00003086
25.2525,0.497702,0.00002584
25.7475,0.497702,0.00002163
26.2424,0.497702,0.00001811
26.7374,0.497702,0.00001516
27.2323,0.497702,0.00001270
27.7273,0.497702,0.00001063
28.2222,0.497702,0.00000890
28.7172,0.497702,0.00000745
29.2121,0.497702,0.00000624
29.7071,0.497702,0.00000522
30.2020,0.497702,0.00000437
30.6970,0.497702,0.00000366
31.1919,0.497702,0.00000307
31.6869,0.497702,0.00000257
32.1818,0.497702,0.00000215
32.6768,0.497702,0.00000180
33.1717,0.497702,0.00000151
33.6667,0.497702,0.00000126
34.1616,0.497702,0.00000106
34.6566,0.497702,0.00000088
35.1515,0.497702,0.00000074
35.6465,0.497702,0.00000062
36.1414,0.497702,0.00000052
36.6364,0.497702,0.00000043
37.1313,0.497702,0.00000036
37.6263,0.497702,0.00000030
38.1212,0.497702,0.00000026
38.6162,0.497702,0.00000021
39.1111,0.497702,0.00000018
39.6061,0.497702,0.00000015
40.1010,0.497702,0.00000013
40.5960,0.497702,0.00000010
41.0909,0.497702,0.00000009
41.5859,0.497702,0.00000007
42.0808,0.497702,0.00000006
42.5758,0.497702,0.00000005
43.0707,0.497702,0.00000004
43.5657,0.497702,0.00000004
44.0606,0.497702,0.00000003
44.5556,0.497702,0.00000003
45.0505,0.497702,0.00000002
45.5455,0.497702,0.00000002
46.0404,0.497702,0.00000001
46.5354,0.497702,0.00000001
47.0303,0.497702,0.00000001
47.5253,0.497702,0.00000001
48.0202,0.497702,0.00000001
48.5152,0.497702,0.00000001
49.0101,0.497702,0.00000001
49.5051,0.497702,0.00000000
50.0000,0.497702,0.00000000
1.0000,0.533670,0.21873468
1.4949,0.533670,0.14989955
1.9899,0.533670,0.11387865
2.4848,0.533670,0.09146951
2.9798,0.533670,0.07589100
3.4747,0.533670,0.06414983
3.9697,0.533670,0.05474587
4.4646,0.533670,0.04688004
4.9596,0.533670,0.04012238
5.4545,0.533670,0.03424509
5.9495,0.533670,0.02912536
6.4444,0.533670,0.02468656
6.9394,0.533670,0.02086611
7.4343,0.533670,0.01760197
7.9293,0.533670,0.01483009
8.4242,0.533670,0.01248661
8.9192,0.533670,0.01051089
9.4141,0.533670,0.00884779
9.9091,0.533670,0.00744875
10.4040,0.533670,0.00627195
10.8990,0.533670,0.00528190
11.3939,0.533670,0.00444870
11.8889,0.533670,0.00374727
12.3838,0.533670,0.00315662
12.8788,0.533670,0.00265915
13.3737,0.533670,0.00224010
13.8687,0.533670,0.00188710
14.3636,0.533670,0.00158972
14.8586,0.533670,0.00133919
15.3535,0.533670,0.00112813
15.8485,0.533670,0.00095033
16.3434,0.533670,0.00080055
16.8384,0.533670,0.00067438
17.3333,0.533670,0.00056809
17.8283,0.533670,0.00047855
18.3232,0.533670,0.00040312
18.8182,0.533670,0.00033959
19.3131,0.533670,0.00028606
19.8081,0.533670,0.00024098
20.3030,0.533670,0.00020300
20.7980,0.533670,0.00017100
21.2929,0.533670,0.00014405
21.7879,0.533670,0.00012135
22.2828,0.533670,0.00010222
22.7778,0.533670,0.00008611
23.2727,0.533670,0.00007254
23.7677,0.533670,0.00006110
24.2626,0.533670,0.00005147
24.7576,0.533670,0.00004336
25.2525,0.533670,0.00003653
25.7475,0.533670,0.00003077
26.2424,0.533670,0.00002592
26.7374,0.533670,0.00002183
27.2323,0.533670,0.00001839
27.7273,0.533670,0.00001549
28.2222,0.533670,0.00001305
28.7172,0.533670,0.00001100
29.2121,0.533670,0.00000926
29.7071,0.533670,0.00000780
30.2020,0.533670,0.00000657
30.6970,0.533670,0.00000554
31.1919,0.533670,0.00000466
31.6869,0.533670,0.00000393
32.1818,0.533670,0.00000331
32.6768,0.533670,0.00000279
33.1717,0.533670,0.00000235
33.6667,0.533670,0.00000198
34.1616,0.533670,0.00000167
34.6566,0.533670,0.00000140
35.1515,0.533670,0.00000118
35.6465,0.533670,0.00000100
36.1414,0.533670,0.00000084
36.6364,0.533670,0.00000071
37.1313,0.533670,0.00000060
37.6263,0.533670,0.00000050
38.1212,0.533670,0.00000042
38.6162,0.533670,0.00000036
39.1111,0.533670,0.00000030
39.6061,0.533670,0.00000025
40.1010,0.533670,0.00000021
40.5960,0.533670,0.00000018
41.0909,0.533670,0.00000015
41.5859,0.533670,0.00000013
42.0808,0.533670,0.00000011
42.5758,0.533670,0.00000009
43.0707,0.533670,0.00000008
43.5657,0.533670,0.00000006
44.0606,0.533670,0.00000005
44.5556,0.533670,0.00000005
45.0505,0.533670,0.00000004
45.5455,0.533670,0.00000003
46.0404,0.533670,0.00000003
46.5354,0.533670,0.00000002
47.0303,0.533670,0.00000002
47.5253,0.533670,0.00000002
48.0202,0.533670,0.00000001
48.5152,0.533670,0.00000001
49.0101,0.533670,0.00000001
49.5051,0.533670,0.00000001
50.0000,0.533670,0.00000001
1.0000,0.572237,0.23345285
1.4949,0.572237,0.16028353
1.9899,0.572237,0.12192238
2.4848,0.572237,0.09807119
2.9798,0.572237,0.08153186
3.4747,0.572237,0.06911582
3.9697,0.572237,0.05921442
4.4646,0.572237,0.05095897
4.9596,0.572237,0.04387146
5.4545,0.572237,0.03769218
5.9495,0.572237,0.03228060
6.4444,0.572237,0.02755397
6.9394,0.572237,0.02345120
7.4343,0.572237,0.01991517
7.9293,0.572237,0.01688702
8.4242,0.572237,0.01430667
8.9192,0.572237,0.01211545
9.4141,0.572237,0.01025860
9.9091,0.572237,0.00868681
10.4040,0.572237,0.00735683
10.8990,0.572237,0.00623144
11.3939,0.572237,0.00527895
11.8889,0.572237,0.00447255
12.3838,0.572237,0.00378963
12.8788,0.572237,0.00321114
13.3737,0.572237,0.00272104
13.8687,0.572237,0.00230576
14.3636,0.572237,0.00195386
14.8586,0.572237,0.00165566
15.3535,0.572237,0.00140297
15.8485,0.572237,0.00118883
16.3434,0.572237,0.00100737
16.8384,0.572237,0.00085360
17.3333,0.572237,0.00072331
17.8283,0.572237,0.00061290
18.3232,0.572237,0.00051934
18.8182,0.572237,0.00044007
19.3131,0.572237,0.00037290
19.8081,0.572237,0.00031598
20.3030,0.572237,0.00026774
20.7980,0.572237,0.00022687
21.2929,0.572237,0.00019224
21.7879,0.572237,0.00016290
22.2828,0.572237,0.00013803
22.7778,0.572237,0.00011696
23.2727,0.572237,0.00009911
23.7677,0.572237,0.00008398
24.2626,0.572237,0.00007116
24.7576,0.572237,0.00006030
25.2525,0.572237,0.00005110
25.7475,0.572237,0.00004330
26.2424,0.572237,0.00003669
26.7374,0.572237,0.00003109
27.2323,0.572237,0.00002634
27.7273,0.572237,0.00002232
28.2222,0.572237,0.00001891
28.7172,0.572237,0.00001603
29.2121,0.572237,0.00001358
29.7071,0.572237,0.00001151
30.2020,0.572237,0.00000975
30.6970,0.572237,0.00000826
31.1919,0.572237,0.00000700
31.6869,0.572237,0.00000593
32.1818,0.572237,0.00000503
32.6768,0.572237,0.00000426
33.1717,0.572237,0.00000361
33.6667,0.572237,0.00000306
34.1616,0.572237,0.00000259
34.6566,0.572237,0.00000220
35.1515,0.572237,0.00000186
35.6465,0.572237,0.00000158
36.1414,0.572237,0.00000134
36.6364,0.572237,0.00000113
37.1313,0.572237,0.00000096
37.6263,0.572237,0.00000081
38.1212,0.572237,0.00000069
38.6162,0.572237,0.00000058
39.1111,0.572237,0.00000049
39.6061,0.572237,0.00000042
40.1010,0.572237,0.00000036
40.5960,0.572237,0.00000030
41.0909,0.572237,0.00000025
41.5859,0.572237,0.00000022
42.0808,0.572237,0.00000018
42.5758,0.572237,0.00000016
43.0707,0.572237,0.00000013
43.5657,0.572237,0.00000011
44.0606,0.572237,0.00000009
44.5556,0.572237,0.00000008
45.0505,0.572237,0.00000007
45.5455,0.572237,0.00000006
46.0404,0.572237,0.00000005
46.5354,0.572237,0.00000004
47.0303,0.572237,0.00000003
47.5253,0.572237,0.00000003
48.0202,0.572237,0.00000003
48.5152,0.572237,0.00000002
49.0101,0.572237,0.00000002
49.5051,0.572237,0.00000002
50.0000,0.572237,0.00000001
1.0000,0.613591,0.24906451
1.4949,0.613591,0.17134051
1.9899,0.613591,0.13049991
2.4848,0.613591,0.10511294
2.9798,0.613591,0.08754571
3.4747,0.613591,0.07440536
3.9697,0.613591,0.06397057
4.4646,0.613591,0.05530113
4.9596,0.613591,0.04786936
5.4545,0.613591,0.04138123
5.9495,0.613591,0.03567520
6.4444,0.613591,0.03065903
6.9394,0.613591,0.02627061
7.4343,0.613591,0.02245646
7.9293,0.613591,0.01916279
8.4242,0.613591,0.01633389
8.9192,0.613591,0.01391393
9.4141,0.613591,0.01184931
9.9091,0.613591,0.01009063
10.4040,0.613591,0.00859370
10.8990,0.613591,0.00731984
11.3939,0.613591,0.00623570
11.8889,0.613591,0.00531281
12.3838,0.613591,0.00452696
12.8788,0.613591,0.00385761
13.3737,0.613591,0.00328738
13.8687,0.613591,0.00280150
14.3636,0.613591,0.00238746
14.8586,0.613591,0.00203461
15.3535,0.613591,0.00173391
15.8485,0.613591,0.00147763
16.3434,0.613591,0.00125923
16.8384,0.613591,0.00107310
17.3333,0.613591,0.00091448
17.8283,0.613591,0.00077931
18.3232,0.613591,0.00066411
18.8182,0.613591,0.00056594
19.3131,0.613591,0.00048229
19.8081,0.613591,0.00041100
20.3030,0.613591,0.00035024
20.7980,0.613591,0.00029847
21.2929,0.613591,0.00025435
21.7879,0.613591,0.00021675
22.2828,0.613591,0.00018471
22.7778,0.613591,0.00015741
23.2727,0.613591,0.00013414
23.7677,0.613591,0.00011431
24.2626,0.613591,0.00009742
24.7576,0.613591,0.00008302
25.2525,0.613591,0.00007074
25.7475,0.613591,0.00006029
26.2424,0.613591,0.00005138
26.7374,0.613591,0.00004378
27.2323,0.613591,0.00003731
27.7273,0.613591,0.00003179
28.2222,0.613591,0.00002709
28.7172,0.613591,0.00002309
29.2121,0.613591,0.00001968
29.7071,0.613591,0.00001677
30.2020,0.613591,0.00001429
30.6970,0.613591,0.00001218
31.1919,0.613591,0.00001038
31.6869,0.613591,0.00000884
32.1818,0.613591,0.00000754
32.6768,0.613591,0.00000642
33.1717,0.613591,0.00000547
33.6667,0.613591,0.00000466
34.1616,0.613591,0.00000397
34.6566,0.613591,0.00000339
35.1515,0.613591,0.00000289
35.6465,0.613591,0.00000246
36.1414,0.613591,0.00000210
36.6364,0.613591,0.00000179
37.1313,0.613591,0.00000152
37.6263,0.613591,0.00000130
38.1212,0.613591,0.00000111
38.6162,0.613591,0.00000094
39.1111,0.613591,0.00000080
39.6061,0.613591,0.00000068
40.1010,0.613591,0.00000058
40.5960,0.613591,0.00000050
41.0909,0.613591,0.00000042
41.5859,0.613591,0.00000036
42.0808,0.613591,0.00000031
42.5758,0.613591,0.00000026
43.0707,0.613591,0.00000022
43.5657,0.613591,0.00000019
44.0606,0.613591,0.00000016
44.5556,0.613591,0.00000014
45.0505,0.613591,0.00000012
45.5455,0.613591,0.00000010
46.0404,0.613591,0.00000009
46.5354,0.613591,0.00000007
47.0303,0.613591,0.00000006
47.5253,0.613591,0.00000005
48.0202,0.613591,0.00000005
48.5152,0.613591,0.00000004
49.0101,0.613591,0.00000003
49.5051,0.613591,0.00000003
50.0000,0.613591,0.00000002
1.0000,0.657933,0.26560851
1.4949,0.657933,0.18310769
1.9899,0.657933,0.13964366
2.4848,0.657933,0.11262297
2.9798,0.657933,0.09395732
3.4747,0.657933,0.08004017
3.9697,0.657933,0.06903308
4.4646,0.657933,0.05992226
4.9596,0.657933,0.05212898
5.4545,0.657933,0.04532292
5.9495,0.657933,0.03931870
6.4444,0.657933,0.03401137
6.9394,0.657933,0.02933499
7.4343,0.657933,0.02523803
7.9293,0.657933,0.02167114
8.4242,0.657933,0.01858328
8.9192,0.657933,0.01592211
9.4141,0.657933,0.01363607
9.9091,0.657933,0.01167637
10.4040,0.657933,0.00999839
10.8990,0.657933,0.00856241
11.3939,0.657933,0.00733364
11.8889,0.657933,0.00628205
12.3838,0.657933,0.00538187
12.8788,0.657933,0.00461108
13.3737,0.657933,0.00395094
13.8687,0.657933,0.00338543
14.3636,0.657933,0.00290093
14.8586,0.657933,0.00248578
15.3535,0.657933,0.00213005
15.8485,0.657933,0.00182522
16.3434,0.657933,0.00156400
16.8384,0.657933,0.00134017
17.3333,0.657933,0.00114836
17.8283,0.657933,0.00098399
18.3232,0.657933,0.00084316
18.8182,0.657933,0.00072247
19.3131,0.657933,0.00061906
19.8081,0.657933,0.00053046
20.3030,0.657933,0.00045453
20.7980,0.657933,0.00038947
21.2929,0.657933,0.00033373
21.7879,0.657933,0.00028596
22.2828,0.657933,0.00024503
22.7778,0.657933,0.00020996
23.2727,0.657933,0.00017991
23.7677,0.657933,0.00015416
24.2626,0.657933,0.00013209
24.7576,0.657933,0.00011318
25.2525,0.657933,0.00009698
25.7475,0.657933,0.00008310
26.2424,0.657933,0.00007121
26.7374,0.657933,0.00006102
27.2323,0.657933,0.00005228
27.7273,0.657933,0.00004480
28.2222,0.657933,0.00003839
28.7172,0.657933,0.00003289
29.2121,0.657933,0.00002818
29.7071,0.657933,0.00002415
30.2020,0.657933,0.00002069
30.6970,0.657933,0.00001773
31.1919,0.657933,0.00001519
31.6869,0.657933,0.00001302
32.1818,0.657933,0.00001116
32.6768,0.657933,0.00000956
33.1717,0.657933,0.00000819
33.6667,0.657933,0.00000702
34.1616,0.657933,0.00000601
34.6566,0.657933,0.00000515
35.1515,0.657933,0.00000442
35.6465,0.657933,0.00000378
36.1414,0.657933,0.00000324
36.6364,0.657933,0.00000278
37.1313,0.657933,0.00000238
37.6263,0.657933,0.00000204
38.1212,0.657933,0.00000175
38.6162,0.657933,0.00000150
39.1111,0.657933,0.00000128
39.6061,0.657933,0.00000110
40.1010,0.657933,0.00000094
40.5960,0.657933,0.00000081
41.0909,0.657933,0.00000069
41.5859,0.657933,0.00000059
42.0808,0.657933,0.00000051
42.5758,0.657933,0.00000044
43.0707,0.657933,0.00000037
43.5657,0.657933,0.00000032
44.0606,0.657933,0.00000027
44.5556,0.657933,0.00000023
45.0505,0.657933,0.00000020
45.5455,0.657933,0.00000017
46.0404,0.657933,0.00000015
46.5354,0.657933,0.00000013
47.0303,0.657933,0.00000011
47.5253,0.657933,0.00000009
48.0202,0.657933,0.00000008
48.5152,0.657933,0.00000007
49.0101,0.657933,0.00000006
49.5051,0.657933,0.00000005
50.0000,0.657933,0.00000004
1.0000,0.705480,0.28312281
1.4949,0.705480,0.19562316
1.9899,0.705480,0.14938735
2.4848,0.705480,0.12063088
2.9798,0.705480,0.10079282
3.4747,0.705480,0.08604334
3.9697,0.705480,0.07442212
4.4646,0.705480,0.06483956
4.9596,0.705480,0.05666457
5.4545,0.705480,0.04952901
5.9495,0.705480,0.04322128
6.4444,0.705480,0.03762075
6.9394,0.705480,0.03265479
7.4343,0.705480,0.02827168
7.9293,0.705480,0.02442548
8.4242,0.705480,0.02106969
8.9192,0.705480,0.01815596
9.4141,0.705480,0.01563548
9.9091,0.705480,0.01346082
10.4040,0.705480,0.01158759
10.8990,0.705480,0.00997545
11.3939,0.705480,0.00858852
11.8889,0.705480,0.00739536
12.3838,0.705480,0.00636875
12.8788,0.705480,0.00548522
13.3737,0.705480,0.00472464
13.8687,0.705480,0.00406975
14.3636,0.705480,0.00350576
14.8586,0.705480,0.00301998
15.3535,0.705480,0.00260154
15.8485,0.705480,0.00224108
16.3434,0.705480,0.00193056
16.8384,0.705480,0.00166305
17.3333,0.705480,0.00143260
17.8283,0.705480,0.00123408
18.3232,0.705480,0.00106307
18.8182,0.705480,0.00091575
19.3131,0.705480,0.00078884
19.8081,0.705480,0.00067952
20.3030,0.705480,0.00058535
20.7980,0.705480,0.00050423
21.2929,0.705480,0.00043435
21.7879,0.705480,0.00037416
22.2828,0.705480,0.00032231
22.7778,0.705480,0.00027764
23.2727,0.705480,0.00023917
23.7677,0.705480,0.00020602
24.2626,0.705480,0.00017747
24.7576,0.705480,0.00015288
25.2525,0.705480,0.00013169
25.7475,0.705480,0.00011344
26.2424,0.705480,0.00009772
26.7374,0.705480,0.00008418
27.2323,0.705480,0.00007251
27.7273,0.705480,0.00006246
28.2222,0.705480,0.00005381
28.7172,0.705480,0.00004635
29.2121,0.705480,0.00003993
29.7071,0.705480,0.00003439
30.2020,0.705480,0.00002963
30.6970,0.705480,0.00002552
31.1919,0.705480,0.00002198
31.6869,0.705480,0.00001894
32.1818,0.705480,0.00001631
32.6768,0.705480,0.00001405
33.1717,0.705480,0.00001211
33.6667,0.705480,0.00001043
34.1616,0.705480,0.00000898
34.6566,0.705480,0.00000774
35.1515,0.705480,0.00000667
35.6465,0.705480,0.00000574
36.1414,0.705480,0.00000495
36.6364,0.705480,0.00000426
37.1313,0.705480,0.00000367
37.6263,0.705480,0.00000316
38.1212,0.705480,0.00000272
38.6162,0.705480,0.00000235
39.1111,0.705480,0.00000202
39.6061,0.705480,0.00000174
40.1010,0.705480,0.00000150
40.5960,0.705480,0.00000129
41.0909,0.705480,0.00000111
41.5859,0.705480,0.00000096
42.0808,0.705480,0.00000083
42.5758,0.705480,0.00000071
43.0707,0.705480,0.00000061
43.5657,0.705480,0.00000053
44.0606,0.705480,0.00000045
44.5556,0.705480,0.00000039
45.0505,0.705480,0.00000034
45.5455,0.705480,0.00000029
46.0404,0.705480,0.00000025
46.5354,0.705480,0.00000022
47.0303,0.705480,0.00000019
47.5253,0.705480,0.00000016
48.0202,0.705480,0.00000014
48.5152,0.705480,0.00000012
49.0101,0.705480,0.00000010
49.5051,0.705480,0.00000009
50.0000,0.705480,0.00000008
1.0000,0.756463,0.30164385
1.4949,0.756463,0.20892571
1.9899,0.756463,0.15976597
2.4848,0.756463,0.12916763
2.9798,0.756463,0.10807972
3.4747,0.756463,0.09243935
3.9697,0.756463,0.08015928
4.4646,0.756463,0.07007169
4.9596,0.756463,0.06149183
5.4545,0.756463,0.05401250
5.9495,0.756463,0.04739398
6.4444,0.756463,0.04149731
6.9394,0.756463,0.03624036
7.4343,0.756463,0.03156885
7.9293,0.756463,0.02743882
8.4242,0.756463,0.02380771
8.9192,0.756463,0.02063139
9.4141,0.756463,0.01786436
9.9091,0.756463,0.01546131
10.4040,0.756463,0.01337873
10.8990,0.756463,0.01157621
11.3939,0.756463,0.01001714
11.8889,0.756463,0.00866898
12.3838,0.756463,0.00750317
12.8788,0.756463,0.00649487
13.3737,0.756463,0.00562261
13.8687,0.756463,0.00486784
14.3636,0.756463,0.00421461
14.8586,0.756463,0.00364916
15.3535,0.756463,0.00315963
15.8485,0.756463,0.00273579
16.3434,0.756463,0.00236881
16.8384,0.756463,0.00205105
17.3333,0.756463,0.00177591
17.8283,0.756463,0.00153767
18.3232,0.756463,0.00133138
18.8182,0.756463,0.00115277
19.3131,0.756463,0.00099811
19.8081,0.756463,0.00086420
20.3030,0.756463,0.00074825
20.7980,0.756463,0.00064786
21.2929,0.756463,0.00056094
21.7879,0.756463,0.00048568
22.2828,0.756463,0.00042052
22.7778,0.756463,0.00036410
23.2727,0.756463,0.00031525
23.7677,0.756463,0.00027296
24.2626,0.756463,0.00023633
24.7576,0.756463,0.00020463
25.2525,0.756463,0.00017717
25.7475,0.756463,0.00015340
26.2424,0.756463,0.00013282
26.7374,0.756463,0.00011500
27.2323,0.756463,0.00009957
27.7273,0.756463,0.00008621
28.2222,0.756463,0.00007465
28.7172,0.756463,0.00006463
29.2121,0.756463,0.00005596
29.7071,0.756463,0.00004845
30.2020,0.756463,0.00004195
30.6970,0.756463,0.00003632
31.1919,0.756463,0.00003145
31.6869,0.756463,0.00002723
32.1818,0.756463,0.00002358
32.6768,0.756463,0.00002041
33.1717,0.756463,0.00001768
33.6667,0.756463,0.00001530
