h2_um,E2_Pa,T_abs
44.5556,849.75,0.00015634
45.0505,849.75,0.00014308
45.5455,849.75,0.00013095
46.0404,849.75,0.00011985
46.5354,849.75,0.00010969
47.0303,849.75,0.00010039
47.5253,849.75,0.00009188
48.0202,849.75,0.00008409
48.5152,849.75,0.00007696
49.0101,849.75,0.00007043
49.5051,849.75,0.00006446
50.0000,849.75,0.00005899
1.0000,932.60,0.67451281
1.4949,932.60,0.49611359
1.9899,932.60,0.39128103
2.4848,932.60,0.32287057
2.9798,932.60,0.27481055
3.4747,932.60,0.23916718
3.9697,932.60,0.21160453
4.4646,932.60,0.18956079
4.9596,932.60,0.17142773
5.4545,932.60,0.15614649
5.9495,932.60,0.14299359
6.4444,932.60,0.13146080
6.9394,932.60,0.12118420
7.4343,932.60,0.11190043
7.9293,932.60,0.10341842
8.4242,932.60,0.09560021
8.9192,932.60,0.08834729
9.4141,932.60,0.08159029
9.9091,932.60,0.07528089
10.4040,932.60,0.06938552
10.8990,932.60,0.06388018
11.3939,932.60,0.05874665
11.8889,932.60,0.05396958
12.3838,932.60,0.04953459
12.8788,932.60,0.04542714
13.3737,932.60,0.04163192
13.8687,932.60,0.03813274
14.3636,932.60,0.03491265
14.8586,932.60,0.03195419
15.3535,932.60,0.02923974
15.8485,932.60,0.02675185
16.3434,932.60,0.02447349
16.8384,932.60,0.02238827
17.3333,932.60,0.02048064
17.8283,932.60,0.01873596
18.3232,932.60,0.01714055
18.8182,932.60,0.01568174
19.3131,932.60,0.01434783
19.8081,932.60,0.01312807
20.3030,932.60,0.01201260
20.7980,932.60,0.01099240
21.2929,932.60,0.01005924
21.7879,932.60,0.00920561
22.2828,932.60,0.00842465
22.7778,932.60,0.00771012
23.2727,932.60,0.00705630
23.7677,932.60,0.00645802
24.2626,932.60,0.00591051
24.7576,932.60,0.00540945
25.2525,932.60,0.00495088
25.7475,932.60,0.00453119
26.2424,932.60,0.00414708
26.7374,932.60,0.00379552
27.2323,932.60,0.00347376
27.7273,932.60,0.00317927
28.2222,932.60,0.00290974
28.7172,932.60,0.00266305
29.2121,932.60,0.00243728
29.7071,932.60,0.00223064
30.2020,932.60,0.00204151
30.6970,932.60,0.00186842
31.1919,932.60,0.00171000
31.6869,932.60,0.00156502
32.1818,932.60,0.00143232
32.6768,932.60,0.00131088
33.1717,932.60,0.00119973
33.6667,932.60,0.00109800
34.1616,932.60,0.00100491
34.6566,932.60,0.00091970
35.1515,932.60,0.00084172
35.6465,932.60,0.00077035
36.1414,932.60,0.00070503
36.6364,932.60,0.00064525
37.1313,932.60,0.00059054
37.6263,932.60,0.00054047
38.1212,932.60,0.00049465
38.6162,932.60,0.00045271
39.1111,932.60,0.00041432
39.6061,932.60,0.00037919
40.1010,932.60,0.00034704
40.5960,932.60,0.00031761
41.0909,932.60,0.00029068
41.5859,932.60,0.00026604
42.0808,932.60,0.00024348
42.5758,932.60,0.00022284
43.0707,932.60,0.00020394
43.5657,932.60,0.00018665
44.0606,932.60,0.00017082
44.5556,932.60,0.00015634
45.0505,932.60,0.00014308
45.5455,932.60,0.00013095
46.0404,932.60,0.00011985
46.5354,932.60,0.00010969
47.0303,932.60,0.00010039
47.5253,932.60,0.00009188
48.0202,932.60,0.00008409
48.5152,932.60,0.00007696
49.0101,932.60,0.00007043
49.5051,932.60,0.00006446
50.0000,932.60,0.00005899
1.0000,1023.53,0.67451274
1.4949,1023.53,0.49611356
1.9899,1023.53,0.39128101
2.4848,1023.53,0.32287056
2.9798,1023.53,0.27481055
3.4747,1023.53,0.23916718
3.9697,1023.53,0.21160453
4.4646,1023.53,0.18956080
4.9596,1023.53,0.17142774
5.4545,1023.53,0.15614650
5.9495,1023.53,0.14299361
6.4444,1023.53,0.13146082
6.9394,1023.53,0.12118422
7.4343,1023.53,0.11190045
7.9293,1023.53,0.10341844
8.4242,1023.53,0.09560023
8.9192,1023.53,0.08834732
9.4141,1023.53,0.08159031
9.9091,1023.53,0.07528091
10.4040,1023.53,0.06938554
10.8990,1023.53,0.06388020
11.3939,1023.53,0.05874667
11.8889,1023.53,0.05396960
12.3838,1023.53,0.04953461
12.8788,1023.53,0.04542716
13.3737,1023.53,0.04163194
13.8687,1023.53,0.03813276
14.3636,1023.53,0.03491266
14.8586,1023.53,0.03195420
15.3535,1023.53,0.02923976
15.8485,1023.53,0.02675187
16.3434,1023.53,0.02447350
16.8384,1023.53,0.02238828
17.3333,1023.53,0.02048065
17.8283,1023.53,0.01873597
18.3232,1023.53,0.01714056
18.8182,1023.53,0.01568175
19.3131,1023.53,0.01434784
19.8081,1023.53,0.01312808
20.3030,1023.53,0.01201261
20.7980,1023.53,0.01099241
21.2929,1023.53,0.01005925
21.7879,1023.53,0.00920562
22.2828,1023.53,0.00842466
22.7778,1023.53,0.00771012
23.2727,1023.53,0.00705631
23.7677,1023.53,0.00645802
24.2626,1023.53,0.00591051
24.7576,1023.53,0.00540945
25.2525,1023.53,0.00495088
25.7475,1023.53,0.00453119
26.2424,1023.53,0.00414708
26.7374,1023.53,0.00379552
27.2323,1023.53,0.00347376
27.7273,1023.53,0.00317927
28.2222,1023.53,0.00290974
28.7172,1023.53,0.00266306
29.2121,1023.53,0.00243728
29.7071,1023.53,0.00223064
30.2020,1023.53,0.00204152
30.6970,1023.53,0.00186842
31.1919,1023.53,0.00171001
31.6869,1023.53,0.00156502
32.1818,1023.53,0.00143232
32.6768,1023.53,0.00131088
33.1717,1023.53,0.00119973
33.6667,1023.53,0.00109801
34.1616,1023.53,0.00100491
34.6566,1023.53,0.00091970
35.1515,1023.53,0.00084172
35.6465,1023.53,0.00077035
36.1414,1023.53,0.00070503
36.6364,1023.53,0.00064525
37.1313,1023.53,0.00059054
37.6263,1023.53,0.00054047
38.1212,1023.53,0.00049465
38.6162,1023.53,0.00045271
39.1111,1023.53,0.00041432
39.6061,1023.53,0.00037919
40.1010,1023.53,0.00034704
40.5960,1023.53,0.00031762
41.0909,1023.53,0.00029069
41.5859,1023.53,0.00026604
42.0808,1023.53,0.00024348
42.5758,1023.53,0.00022284
43.0707,1023.53,0.00020394
43.5657,1023.53,0.00018665
44.0606,1023.53,0.00017082
44.5556,1023.53,0.00015634
45.0505,1023.53,0.00014308
45.5455,1023.53,0.00013095
46.0404,1023.53,0.00011985
46.5354,1023.53,0.00010969
47.0303,1023.53,0.00010039
47.5253,1023.53,0.00009188
48.0202,1023.53,0.00008409
48.5152,1023.53,0.00007696
49.0101,1023.53,0.00007043
49.5051,1023.53,0.00006446
50.0000,1023.53,0.00005899
1.0000,1123.32,0.67451267
1.4949,1123.32,0.49611352
1.9899,1123.32,0.39128099
2.4848,1123.32,0.32287055
2.9798,1123.32,0.27481055
3.4747,1123.32,0.23916719
3.9697,1123.32,0.21160454
4.4646,1123.32,0.18956081
4.9596,1123.32,0.17142776
5.4545,1123.32,0.15614652
5.9495,1123.32,0.14299362
6.4444,1123.32,0.13146083
6.9394,1123.32,0.12118424
7.4343,1123.32,0.11190047
7.9293,1123.32,0.10341846
8.4242,1123.32,0.09560026
8.9192,1123.32,0.08834734
9.4141,1123.32,0.08159033
9.9091,1123.32,0.07528094
10.4040,1123.32,0.06938556
10.8990,1123.32,0.06388023
11.3939,1123.32,0.05874669
11.8889,1123.32,0.05396962
12.3838,1123.32,0.04953463
12.8788,1123.32,0.04542718
13.3737,1123.32,0.04163196
13.8687,1123.32,0.03813278
14.3636,1123.32,0.03491268
14.8586,1123.32,0.03195422
15.3535,1123.32,0.02923977
15.8485,1123.32,0.02675188
16.3434,1123.32,0.02447351
16.8384,1123.32,0.02238830
17.3333,1123.32,0.02048066
17.8283,1123.32,0.01873598
18.3232,1123.32,0.01714057
18.8182,1123.32,0.01568176
19.3131,1123.32,0.01434785
19.8081,1123.32,0.01312809
20.3030,1123.32,0.01201261
20.7980,1123.32,0.01099242
21.2929,1123.32,0.01005926
21.7879,1123.32,0.00920562
22.2828,1123.32,0.00842466
22.7778,1123.32,0.00771013
23.2727,1123.32,0.00705632
23.7677,1123.32,0.00645803
24.2626,1123.32,0.00591052
24.7576,1123.32,0.00540945
25.2525,1123.32,0.00495089
25.7475,1123.32,0.00453120
26.2424,1123.32,0.00414708
26.7374,1123.32,0.00379553
27.2323,1123.32,0.00347377
27.7273,1123.32,0.00317928
28.2222,1123.32,0.00290975
28.7172,1123.32,0.00266306
29.2121,1123.32,0.00243728
29.7071,1123.32,0.00223064
30.2020,1123.32,0.00204152
30.6970,1123.32,0.00186843
31.1919,1123.32,0.00171001
31.6869,1123.32,0.00156502
32.1818,1123.32,0.00143232
32.6768,1123.32,0.00131088
33.1717,1123.32,0.00119973
33.6667,1123.32,0.00109801
34.1616,1123.32,0.00100491
34.6566,1123.32,0.00091970
35.1515,1123.32,0.00084172
35.6465,1123.32,0.00077035
36.1414,1123.32,0.00070503
36.6364,1123.32,0.00064526
37.1313,1123.32,0.00059054
37.6263,1123.32,0.00054047
38.1212,1123.32,0.00049465
38.6162,1123.32,0.00045271
39.1111,1123.32,0.00041432
39.6061,1123.32,0.00037919
40.1010,1123.32,0.00034704
40.5960,1123.32,0.00031762
41.0909,1123.32,0.00029069
41.5859,1123.32,0.00026604
42.0808,1123.32,0.00024348
42.5758,1123.32,0.00022284
43.0707,1123.32,0.00020394
43.5657,1123.32,0.00018665
44.0606,1123.32,0.00017083
44.5556,1123.32,0.00015634
45.0505,1123.32,0.00014309
45.5455,1123.32,0.00013095
46.0404,1123.32,0.00011985
46.5354,1123.32,0.00010969
47.0303,1123.32,0.00010039
47.5253,1123.32,0.00009188
48.0202,1123.32,0.00008409
48.5152,1123.32,0.00007696
49.0101,1123.32,0.00007043
49.5051,1123.32,0.00006446
50.0000,1123.32,0.00005899
1.0000,1232.85,0.67451259
1.4949,1232.85,0.49611347
1.9899,1232.85,0.39128097
2.4848,1232.85,0.32287054
2.9798,1232.85,0.27481054
3.4747,1232.85,0.23916719
3.9697,1232.85,0.21160454
4.4646,1232.85,0.18956082
4.9596,1232.85,0.17142777
5.4545,1232.85,0.15614653
5.9495,1232.85,0.14299364
6.4444,1232.85,0.13146086
6.9394,1232.85,0.12118426
7.4343,1232.85,0.11190049
7.9293,1232.85,0.10341848
8.4242,1232.85,0.09560028
8.9192,1232.85,0.08834737
9.4141,1232.85,0.08159036
9.9091,1232.85,0.07528097
10.4040,1232.85,0.06938559
10.8990,1232.85,0.06388025
11.3939,1232.85,0.05874672
11.8889,1232.85,0.05396964
12.3838,1232.85,0.04953465
12.8788,1232.85,0.04542720
13.3737,1232.85,0.04163198
13.8687,1232.85,0.03813280
14.3636,1232.85,0.03491270
14.8586,1232.85,0.03195423
15.3535,1232.85,0.02923979
15.8485,1232.85,0.02675190
16.3434,1232.85,0.02447353
16.8384,1232.85,0.02238831
17.3333,1232.85,0.02048068
17.8283,1232.85,0.01873599
18.3232,1232.85,0.01714058
18.8182,1232.85,0.01568177
19.3131,1232.85,0.01434786
19.8081,1232.85,0.01312810
20.3030,1232.85,0.01201262
20.7980,1232.85,0.01099242
21.2929,1232.85,0.01005926
21.7879,1232.85,0.00920563
22.2828,1232.85,0.00842467
22.7778,1232.85,0.00771014
23.2727,1232.85,0.00705632
23.7677,1232.85,0.00645803
24.2626,1232.85,0.00591052
24.7576,1232.85,0.00540946
25.2525,1232.85,0.00495089
25.7475,1232.85,0.00453120
26.2424,1232.85,0.00414709
26.7374,1232.85,0.00379553
27.2323,1232.85,0.00347377
27.7273,1232.85,0.00317928
28.2222,1232.85,0.00290975
28.7172,1232.85,0.00266306
29.2121,1232.85,0.00243728
29.7071,1232.85,0.00223064
30.2020,1232.85,0.00204152
30.6970,1232.85,0.00186843
31.1919,1232.85,0.00171001
31.6869,1232.85,0.00156502
32.1818,1232.85,0.00143233
32.6768,1232.85,0.00131088
33.1717,1232.85,0.00119973
33.6667,1232.85,0.00109801
34.1616,1232.85,0.00100491
34.6566,1232.85,0.00091970
35.1515,1232.85,0.00084172
35.6465,1232.85,0.00077035
36.1414,1232.85,0.00070504
36.6364,1232.85,0.00064526
37.1313,1232.85,0.00059055
37.6263,1232.85,0.00054047
38.1212,1232.85,0.00049465
38.6162,1232.85,0.00045271
39.1111,1232.85,0.00041432
39.6061,1232.85,0.00037919
40.1010,1232.85,0.00034704
40.5960,1232.85,0.00031762
41.0909,1232.85,0.00029069
41.5859,1232.85,0.00026604
42.0808,1232.85,0.00024348
42.5758,1232.85,0.00022284
43.0707,1232.85,0.00020394
43.5657,1232.85,0.00018665
44.0606,1232.85,0.00017083
44.5556,1232.85,0.00015634
45.0505,1232.85,0.00014309
45.5455,1232.85,0.00013095
46.0404,1232.85,0.00011985
46.5354,1232.85,0.00010969
47.0303,1232.85,0.00010039
47.5253,1232.85,0.00009188
48.0202,1232.85,0.00008409
48.5152,1232.85,0.00007696
49.0101,1232.85,0.00007043
49.5051,1232.85,0.00006446
50.0000,1232.85,0.00005899
1.0000,1353.05,0.67451251
1.4949,1353.05,0.49611343
1.9899,1353.05,0.39128094
2.4848,1353.05,0.32287053
2.9798,1353.05,0.27481054
3.4747,1353.05,0.23916719
3.9697,1353.05,0.21160455
4.4646,1353.05,0.18956083
4.9596,1353.05,0.17142778
5.4545,1353.05,0.15614655
5.9495,1353.05,0.14299366
6.4444,1353.05,0.13146088
6.9394,1353.05,0.12118428
7.4343,1353.05,0.11190052
7.9293,1353.05,0.10341851
8.4242,1353.05,0.09560031
8.9192,1353.05,0.08834740
9.4141,1353.05,0.08159039
9.9091,1353.05,0.07528100
10.4040,1353.05,0.06938562
10.8990,1353.05,0.06388028
11.3939,1353.05,0.05874675
11.8889,1353.05,0.05396967
12.3838,1353.05,0.04953468
12.8788,1353.05,0.04542722
13.3737,1353.05,0.04163200
13.8687,1353.05,0.03813282
14.3636,1353.05,0.03491272
14.8586,1353.05,0.03195425
15.3535,1353.05,0.02923981
15.8485,1353.05,0.02675191
16.3434,1353.05,0.02447355
16.8384,1353.05,0.02238833
17.3333,1353.05,0.02048069
17.8283,1353.05,0.01873601
18.3232,1353.05,0.01714059
18.8182,1353.05,0.01568178
19.3131,1353.05,0.01434787
19.8081,1353.05,0.01312811
20.3030,1353.05,0.01201263
20.7980,1353.05,0.01099243
21.2929,1353.05,0.01005927
21.7879,1353.05,0.00920564
22.2828,1353.05,0.00842468
22.7778,1353.05,0.00771014
23.2727,1353.05,0.00705633
23.7677,1353.05,0.00645804
24.2626,1353.05,0.00591053
24.7576,1353.05,0.00540946
25.2525,1353.05,0.00495090
25.7475,1353.05,0.00453121
26.2424,1353.05,0.00414709
26.7374,1353.05,0.00379554
27.2323,1353.05,0.00347377
27.7273,1353.05,0.00317928
28.2222,1353.05,0.00290975
28.7172,1353.05,0.00266307
29.2121,1353.05,0.00243729
29.7071,1353.05,0.00223065
30.2020,1353.05,0.00204152
30.6970,1353.05,0.00186843
31.1919,1353.05,0.00171001
31.6869,1353.05,0.00156502
32.1818,1353.05,0.00143233
32.6768,1353.05,0.00131088
33.1717,1353.05,0.00119973
33.6667,1353.05,0.00109801
34.1616,1353.05,0.00100491
34.6566,1353.05,0.00091970
35.1515,1353.05,0.00084172
35.6465,1353.05,0.00077035
36.1414,1353.05,0.00070504
36.6364,1353.05,0.00064526
37.1313,1353.05,0.00059055
37.6263,1353.05,0.00054047
38.1212,1353.05,0.00049465
38.6162,1353.05,0.00045271
39.1111,1353.05,0.00041432
39.6061,1353.05,0.00037919
40.1010,1353.05,0.00034704
40.5960,1353.05,0.00031762
41.0909,1353.05,0.00029069
41.5859,1353.05,0.00026604
42.0808,1353.05,0.00024348
42.5758,1353.05,0.00022284
43.0707,1353.05,0.00020394
43.5657,1353.05,0.00018665
44.0606,1353.05,0.00017083
44.5556,1353.05,0.00015634
45.0505,1353.05,0.00014309
45.5455,1353.05,0.00013095
46.0404,1353.05,0.00011985
46.5354,1353.05,0.00010969
47.0303,1353.05,0.00010039
47.5253,1353.05,0.00009188
48.0202,1353.05,0.00008409
48.5152,1353.05,0.00007696
49.0101,1353.05,0.00007043
49.5051,1353.05,0.00006446
50.0000,1353.05,0.00005899
1.0000,1484.97,0.67451241
1.4949,1484.97,0.49611338
1.9899,1484.97,0.39128091
2.4848,1484.97,0.32287051
2.9798,1484.97,0.27481053
3.4747,1484.97,0.23916719
3.9697,1484.97,0.21160456
4.4646,1484.97,0.18956084
4.9596,1484.97,0.17142780
5.4545,1484.97,0.15614657
5.9495,1484.97,0.14299368
6.4444,1484.97,0.13146090
6.9394,1484.97,0.12118431
7.4343,1484.97,0.11190055
7.9293,1484.97,0.10341854
8.4242,1484.97,0.09560034
8.9192,1484.97,0.08834743
9.4141,1484.97,0.08159042
9.9091,1484.97,0.07528103
10.4040,1484.97,0.06938565
10.8990,1484.97,0.06388031
11.3939,1484.97,0.05874678
11.8889,1484.97,0.05396970
12.3838,1484.97,0.04953471
12.8788,1484.97,0.04542725
13.3737,1484.97,0.04163203
13.8687,1484.97,0.03813284
14.3636,1484.97,0.03491274
14.8586,1484.97,0.03195428
15.3535,1484.97,0.02923983
15.8485,1484.97,0.02675193
16.3434,1484.97,0.02447356
16.8384,1484.97,0.02238834
17.3333,1484.97,0.02048071
17.8283,1484.97,0.01873602
18.3232,1484.97,0.01714061
18.8182,1484.97,0.01568180
19.3131,1484.97,0.01434788
19.8081,1484.97,0.01312812
20.3030,1484.97,0.01201264
20.7980,1484.97,0.01099244
21.2929,1484.97,0.01005928
21.7879,1484.97,0.00920565
22.2828,1484.97,0.00842469
22.7778,1484.97,0.00771015
23.2727,1484.97,0.00705634
23.7677,1484.97,0.00645805
24.2626,1484.97,0.00591053
24.7576,1484.97,0.00540947
25.2525,1484.97,0.00495090
25.7475,1484.97,0.00453121
26.2424,1484.97,0.00414710
26.7374,1484.97,0.00379554
27.2323,1484.97,0.00347378
27.7273,1484.97,0.00317929
28.2222,1484.97,0.00290976
28.7172,1484.97,0.00266307
29.2121,1484.97,0.00243729
29.7071,1484.97,0.00223065
30.2020,1484.97,0.00204153
30.6970,1484.97,0.00186843
31.1919,1484.97,0.00171001
31.6869,1484.97,0.00156503
32.1818,1484.97,0.00143233
32.6768,1484.97,0.00131088
33.1717,1484.97,0.00119974
33.6667,1484.97,0.00109801
34.1616,1484.97,0.00100491
34.6566,1484.97,0.00091971
35.1515,1484.97,0.00084172
35.6465,1484.97,0.00077036
36.1414,1484.97,0.00070504
36.6364,1484.97,0.00064526
37.1313,1484.97,0.00059055
37.6263,1484.97,0.00054048
38.1212,1484.97,0.00049465
38.6162,1484.97,0.00045271
39.1111,1484.97,0.00041432
39.6061,1484.97,0.00037919
40.1010,1484.97,0.00034704
40.5960,1484.97,0.00031762
41.0909,1484.97,0.00029069
41.5859,1484.97,0.00026604
42.0808,1484.97,0.00024348
42.5758,1484.97,0.00022284
43.0707,1484.97,0.00020394
43.5657,1484.97,0.00018665
44.0606,1484.97,0.00017083
44.5556,1484.97,0.00015634
45.0505,1484.97,0.00014309
45.5455,1484.97,0.00013095
46.0404,1484.97,0.00011985
46.5354,1484.97,0.00010969
47.0303,1484.97,0.00010039
47.5253,1484.97,0.00009188
48.0202,1484.97,0.00008409
48.5152,1484.97,0.00007696
49.0101,1484.97,0.00007043
49.5051,1484.97,0.00006446
50.0000,1484.97,0.00005899
1.0000,1629.75,0.67451231
1.4949,1629.75,0.49611332
1.9899,1629.75,0.39128088
2.4848,1629.75,0.32287049
2.9798,1629.75,0.27481052
3.4747,1629.75,0.23916719
3.9697,1629.75,0.21160456
4.4646,1629.75,0.18956085
4.9596,1629.75,0.17142782
5.4545,1629.75,0.15614659
5.9495,1629.75,0.14299371
6.4444,1629.75,0.13146093
6.9394,1629.75,0.12118434
7.4343,1629.75,0.11190058
7.9293,1629.75,0.10341858
8.4242,1629.75,0.09560038
8.9192,1629.75,0.08834746
9.4141,1629.75,0.08159046
9.9091,1629.75,0.07528106
10.4040,1629.75,0.06938568
10.8990,1629.75,0.06388034
11.3939,1629.75,0.05874681
11.8889,1629.75,0.05396973
12.3838,1629.75,0.04953474
12.8788,1629.75,0.04542728
13.3737,1629.75,0.04163206
13.8687,1629.75,0.03813287
14.3636,1629.75,0.03491277
14.8586,1629.75,0.03195430
15.3535,1629.75,0.02923985
15.8485,1629.75,0.02675195
16.3434,1629.75,0.02447358
16.8384,1629.75,0.02238836
17.3333,1629.75,0.02048073
17.8283,1629.75,0.01873604
18.3232,1629.75,0.01714062
18.8182,1629.75,0.01568181
19.3131,1629.75,0.01434790
19.8081,1629.75,0.01312813
20.3030,1629.75,0.01201266
20.7980,1629.75,0.01099245
21.2929,1629.75,0.01005929
21.7879,1629.75,0.00920566
22.2828,1629.75,0.00842470
22.7778,1629.75,0.00771016
23.2727,1629.75,0.00705634
23.7677,1629.75,0.00645805
24.2626,1629.75,0.00591054
24.7576,1629.75,0.00540948
25.2525,1629.75,0.00495091
25.7475,1629.75,0.00453122
26.2424,1629.75,0.00414710
26.7374,1629.75,0.00379554
27.2323,1629.75,0.00347378
27.7273,1629.75,0.00317929
28.2222,1629.75,0.00290976
28.7172,1629.75,0.00266307
29.2121,1629.75,0.00243729
29.7071,1629.75,0.00223065
30.2020,1629.75,0.00204153
30.6970,1629.75,0.00186844
31.1919,1629.75,0.00171002
31.6869,1629.75,0.00156503
32.1818,1629.75,0.00143233
32.6768,1629.75,0.00131089
33.1717,1629.75,0.00119974
33.6667,1629.75,0.00109801
34.1616,1629.75,0.00100491
34.6566,1629.75,0.00091971
35.1515,1629.75,0.00084173
35.6465,1629.75,0.00077036
36.1414,1629.75,0.00070504
36.6364,1629.75,0.00064526
37.1313,1629.75,0.00059055
37.6263,1629.75,0.00054048
38.1212,1629.75,0.00049465
38.6162,1629.75,0.00045271
39.1111,1629.75,0.00041432
39.6061,1629.75,0.00037919
40.1010,1629.75,0.00034704
40.5960,1629.75,0.00031762
41.0909,1629.75,0.00029069
41.5859,1629.75,0.00026604
42.0808,1629.75,0.00024348
42.5758,1629.75,0.00022284
43.0707,1629.75,0.00020394
43.5657,1629.75,0.00018665
44.0606,1629.75,0.00017083
44.5556,1629.75,0.00015634
45.0505,1629.75,0.00014309
45.5455,1629.75,0.00013095
46.0404,1629.75,0.00011985
46.5354,1629.75,0.00010969
47.0303,1629.75,0.00010039
47.5253,1629.75,0.00009188
48.0202,1629.75,0.00008409
48.5152,1629.75,0.00007696
49.0101,1629.75,0.00007043
49.5051,1629.75,0.00006446
50.0000,1629.75,0.00005899
1.0000,1788.65,0.67451219
1.4949,1788.65,0.49611326
1.9899,1788.65,0.39128084
2.4848,1788.65,0.32287048
2.9798,1788.65,0.27481052
3.4747,1788.65,0.23916719
3.9697,1788.65,0.21160457
4.4646,1788.65,0.18956087
4.9596,1788.65,0.17142783
5.4545,1788.65,0.15614661
5.9495,1788.65,0.14299374
6.4444,1788.65,0.13146096
6.9394,1788.65,0.12118437
7.4343,1788.65,0.11190062
7.9293,1788.65,0.10341861
8.4242,1788.65,0.09560041
8.9192,1788.65,0.08834750
9.4141,1788.65,0.08159049
9.9091,1788.65,0.07528110
10.4040,1788.65,0.06938572
10.8990,1788.65,0.06388038
11.3939,1788.65,0.05874684
11.8889,1788.65,0.05396976
12.3838,1788.65,0.04953477
12.8788,1788.65,0.04542731
13.3737,1788.65,0.04163209
13.8687,1788.65,0.03813290
14.3636,1788.65,0.03491280
14.8586,1788.65,0.03195433
15.3535,1788.65,0.02923987
15.8485,1788.65,0.02675198
16.3434,1788.65,0.02447360
16.8384,1788.65,0.02238838
17.3333,1788.65,0.02048075
17.8283,1788.65,0.01873606
18.3232,1788.65,0.01714064
18.8182,1788.65,0.01568183
19.3131,1788.65,0.01434791
19.8081,1788.65,0.01312815
20.3030,1788.65,0.01201267
20.7980,1788.65,0.01099247
21.2929,1788.65,0.01005931
21.7879,1788.65,0.00920567
22.2828,1788.65,0.00842471
22.7778,1788.65,0.00771017
23.2727,1788.65,0.00705635
23.7677,1788.65,0.00645806
24.2626,1788.65,0.00591055
24.7576,1788.65,0.00540949
25.2525,1788.65,0.00495091
25.7475,1788.65,0.00453122
26.2424,1788.65,0.00414711
26.7374,1788.65,0.00379555
27.2323,1788.65,0.00347379
27.7273,1788.65,0.00317930
28.2222,1788.65,0.00290977
28.7172,1788.65,0.00266308
29.2121,1788.65,0.00243730
29.7071,1788.65,0.00223066
30.2020,1788.65,0.00204153
30.6970,1788.65,0.00186844
31.1919,1788.65,0.00171002
31.6869,1788.65,0.00156503
32.1818,1788.65,0.00143234
32.6768,1788.65,0.00131089
33.1717,1788.65,0.00119974
33.6667,1788.65,0.00109802
34.1616,1788.65,0.00100492
34.6566,1788.65,0.00091971
35.1515,1788.65,0.00084173
35.6465,1788.65,0.00077036
36.1414,1788.65,0.00070504
36.6364,1788.65,0.00064526
37.1313,1788.65,0.00059055
37.6263,1788.65,0.00054048
38.1212,1788.65,0.00049465
38.6162,1788.65,0.00045271
39.1111,1788.65,0.00041433
39.6061,1788.65,0.00037920
40.1010,1788.65,0.00034704
40.5960,1788.65,0.00031762
41.0909,1788.65,0.00029069
41.5859,1788.65,0.00026604
42.0808,1788.65,0.00024348
42.5758,1788.65,0.00022284
43.0707,1788.65,0.00020395
43.5657,1788.65,0.00018665
44.0606,1788.65,0.00017083
44.5556,1788.65,0.00015634
45.0505,1788.65,0.00014309
45.5455,1788.65,0.00013095
46.0404,1788.65,0.00011985
46.5354,1788.65,0.00010969
47.0303,1788.65,0.00010039
47.5253,1788.65,0.00009188
48.0202,1788.65,0.00008409
48.5152,1788.65,0.00007696
49.0101,1788.65,0.00007043
49.5051,1788.65,0.00006446
50.0000,1788.65,0.00005899
1.0000,1963.04,0.67451207
1.4949,1963.04,0.49611319
1.9899,1963.04,0.39128081
2.4848,1963.04,0.32287046
2.9798,1963.04,0.27481051
3.4747,1963.04,0.23916719
3.9697,1963.04,0.21160458
4.4646,1963.04,0.18956088
4.9596,1963.04,0.17142786
5.4545,1963.04,0.15614664
5.9495,1963.04,0.14299376
6.4444,1963.04,0.13146099
6.9394,1963.04,0.12118441
7.4343,1963.04,0.11190066
7.9293,1963.04,0.10341865
8.4242,1963.04,0.09560046
8.9192,1963.04,0.08834754
9.4141,1963.04,0.08159054
9.9091,1963.04,0.07528114
10.4040,1963.04,0.06938576
10.8990,1963.04,0.06388042
11.3939,1963.04,0.05874688
11.8889,1963.04,0.05396980
12.3838,1963.04,0.04953481
12.8788,1963.04,0.04542735
13.3737,1963.04,0.04163212
13.8687,1963.04,0.03813293
14.3636,1963.04,0.03491283
14.8586,1963.04,0.03195435
15.3535,1963.04,0.02923990
15.8485,1963.04,0.02675200
16.3434,1963.04,0.02447363
16.8384,1963.04,0.02238840
17.3333,1963.04,0.02048077
17.8283,1963.04,0.01873608
18.3232,1963.04,0.01714066
18.8182,1963.04,0.01568184
19.3131,1963.04,0.01434793
19.8081,1963.04,0.01312816
20.3030,1963.04,0.01201268
20.7980,1963.04,0.01099248
21.2929,1963.04,0.01005932
21.7879,1963.04,0.00920568
22.2828,1963.04,0.00842472
22.7778,1963.04,0.00771018
23.2727,1963.04,0.00705636
23.7677,1963.04,0.00645807
24.2626,1963.04,0.00591056
24.7576,1963.04,0.00540949
25.2525,1963.04,0.00495092
25.7475,1963.04,0.00453123
26.2424,1963.04,0.00414711
26.7374,1963.04,0.00379556
27.2323,1963.04,0.00347379
27.7273,1963.04,0.00317930
28.2222,1963.04,0.00290977
28.7172,1963.04,0.00266308
29.2121,1963.04,0.00243730
29.7071,1963.04,0.00223066
30.2020,1963.04,0.00204154
30.6970,1963.04,0.00186844
31.1919,1963.04,0.00171002
31.6869,1963.04,0.00156503
32.1818,1963.04,0.00143234
32.6768,1963.04,0.00131089
33.1717,1963.04,0.00119974
33.6667,1963.04,0.00109802
34.1616,1963.04,0.00100492
