h2_um,E2_Pa,T_abs
9.9091,18307.38,0.07528513
10.4040,18307.38,0.06938969
10.8990,18307.38,0.06388426
11.3939,18307.38,0.05875061
11.8889,18307.38,0.05397340
12.3838,18307.38,0.04953826
12.8788,18307.38,0.04543065
13.3737,18307.38,0.04163526
13.8687,18307.38,0.03813591
14.3636,18307.38,0.03491565
14.8586,18307.38,0.03195702
15.3535,18307.38,0.02924242
15.8485,18307.38,0.02675438
16.3434,18307.38,0.02447587
16.8384,18307.38,0.02239052
17.3333,18307.38,0.02048275
17.8283,18307.38,0.01873794
18.3232,18307.38,0.01714242
18.8182,18307.38,0.01568350
19.3131,18307.38,0.01434948
19.8081,18307.38,0.01312962
20.3030,18307.38,0.01201405
20.7980,18307.38,0.01099376
21.2929,18307.38,0.01006052
21.7879,18307.38,0.00920681
22.2828,18307.38,0.00842578
22.7778,18307.38,0.00771117
23.2727,18307.38,0.00705729
23.7677,18307.38,0.00645894
24.2626,18307.38,0.00591137
24.7576,18307.38,0.00541025
25.2525,18307.38,0.00495163
25.7475,18307.38,0.00453189
26.2424,18307.38,0.00414773
26.7374,18307.38,0.00379613
27.2323,18307.38,0.00347433
27.7273,18307.38,0.00317980
28.2222,18307.38,0.00291024
28.7172,18307.38,0.00266352
29.2121,18307.38,0.00243771
29.7071,18307.38,0.00223104
30.2020,18307.38,0.00204189
30.6970,18307.38,0.00186877
31.1919,18307.38,0.00171033
31.6869,18307.38,0.00156532
32.1818,18307.38,0.00143260
32.6768,18307.38,0.00131114
33.1717,18307.38,0.00119997
33.6667,18307.38,0.00109823
34.1616,18307.38,0.00100511
34.6566,18307.38,0.00091989
35.1515,18307.38,0.00084190
35.6465,18307.38,0.00077052
36.1414,18307.38,0.00070519
36.6364,18307.38,0.00064540
37.1313,18307.38,0.00059068
37.6263,18307.38,0.00054059
38.1212,18307.38,0.00049476
38.6162,18307.38,0.00045281
39.1111,18307.38,0.00041442
39.6061,18307.38,0.00037928
40.1010,18307.38,0.00034712
40.5960,18307.38,0.00031769
41.0909,18307.38,0.00029076
41.5859,18307.38,0.00026611
42.0808,18307.38,0.00024354
42.5758,18307.38,0.00022289
43.0707,18307.38,0.00020400
43.5657,18307.38,0.00018670
44.0606,18307.38,0.00017087
44.5556,18307.38,0.00015638
45.0505,18307.38,0.00014312
45.5455,18307.38,0.00013099
46.0404,18307.38,0.00011988
46.5354,18307.38,0.00010972
47.0303,18307.38,0.00010042
47.5253,18307.38,0.00009190
48.0202,18307.38,0.00008411
48.5152,18307.38,0.00007698
49.0101,18307.38,0.00007045
49.5051,18307.38,0.00006448
50.0000,18307.38,0.00005901
1.0000,20092.33,0.67449910
1.4949,20092.33,0.49610606
1.9899,20092.33,0.39127682
2.4848,20092.33,0.32286838
2.9798,20092.33,0.27480973
3.4747,20092.33,0.23916739
3.9697,20092.33,0.21160555
4.4646,20092.33,0.18956249
4.9596,20092.33,0.17143002
5.4545,20092.33,0.15614928
5.9495,20092.33,0.14299683
6.4444,20092.33,0.13146442
6.9394,20092.33,0.12118815
7.4343,20092.33,0.11190465
7.9293,20092.33,0.10342284
8.4242,20092.33,0.09560478
8.9192,20092.33,0.08835195
9.4141,20092.33,0.08159497
9.9091,20092.33,0.07528556
10.4040,20092.33,0.06939012
10.8990,20092.33,0.06388468
11.3939,20092.33,0.05875102
11.8889,20092.33,0.05397379
12.3838,20092.33,0.04953864
12.8788,20092.33,0.04543101
13.3737,20092.33,0.04163560
13.8687,20092.33,0.03813624
14.3636,20092.33,0.03491596
14.8586,20092.33,0.03195732
15.3535,20092.33,0.02924270
15.8485,20092.33,0.02675464
16.3434,20092.33,0.02447612
16.8384,20092.33,0.02239075
17.3333,20092.33,0.02048297
17.8283,20092.33,0.01873815
18.3232,20092.33,0.01714261
18.8182,20092.33,0.01568368
19.3131,20092.33,0.01434965
19.8081,20092.33,0.01312978
20.3030,20092.33,0.01201420
20.7980,20092.33,0.01099390
21.2929,20092.33,0.01006065
21.7879,20092.33,0.00920693
22.2828,20092.33,0.00842589
22.7778,20092.33,0.00771128
23.2727,20092.33,0.00705739
23.7677,20092.33,0.00645903
24.2626,20092.33,0.00591146
24.7576,20092.33,0.00541033
25.2525,20092.33,0.00495171
25.7475,20092.33,0.00453196
26.2424,20092.33,0.00414780
26.7374,20092.33,0.00379619
27.2323,20092.33,0.00347439
27.7273,20092.33,0.00317986
28.2222,20092.33,0.00291029
28.7172,20092.33,0.00266356
29.2121,20092.33,0.00243775
29.7071,20092.33,0.00223108
30.2020,20092.33,0.00204192
30.6970,20092.33,0.00186880
31.1919,20092.33,0.00171036
31.6869,20092.33,0.00156535
32.1818,20092.33,0.00143263
32.6768,20092.33,0.00131116
33.1717,20092.33,0.00119999
33.6667,20092.33,0.00109825
34.1616,20092.33,0.00100513
34.6566,20092.33,0.00091991
35.1515,20092.33,0.00084192
35.6465,20092.33,0.00077053
36.1414,20092.33,0.00070520
36.6364,20092.33,0.00064541
37.1313,20092.33,0.00059069
37.6263,20092.33,0.00054061
38.1212,20092.33,0.00049477
38.6162,20092.33,0.00045282
39.1111,20092.33,0.00041443
39.6061,20092.33,0.00037929
40.1010,20092.33,0.00034713
40.5960,20092.33,0.00031770
41.0909,20092.33,0.00029076
41.5859,20092.33,0.00026611
42.0808,20092.33,0.00024355
42.5758,20092.33,0.00022290
43.0707,20092.33,0.00020400
43.5657,20092.33,0.00018671
44.0606,20092.33,0.00017088
44.5556,20092.33,0.00015639
45.0505,20092.33,0.00014313
45.5455,20092.33,0.00013099
46.0404,20092.33,0.00011989
46.5354,20092.33,0.00010972
47.0303,20092.33,0.00010042
47.5253,20092.33,0.00009190
48.0202,20092.33,0.00008411
48.5152,20092.33,0.00007698
49.0101,20092.33,0.00007045
49.5051,20092.33,0.00006448
50.0000,20092.33,0.00005901
1.0000,22051.31,0.67449769
1.4949,22051.31,0.49610529
1.9899,22051.31,0.39127638
2.4848,22051.31,0.32286815
2.9798,22051.31,0.27480965
3.4747,22051.31,0.23916741
3.9697,22051.31,0.21160565
4.4646,22051.31,0.18956266
4.9596,22051.31,0.17143025
5.4545,22051.31,0.15614957
5.9495,22051.31,0.14299716
6.4444,22051.31,0.13146479
6.9394,22051.31,0.12118855
7.4343,22051.31,0.11190508
7.9293,22051.31,0.10342329
8.4242,22051.31,0.09560525
8.9192,22051.31,0.08835243
9.4141,22051.31,0.08159545
9.9091,22051.31,0.07528604
10.4040,22051.31,0.06939059
10.8990,22051.31,0.06388514
11.3939,22051.31,0.05875147
11.8889,22051.31,0.05397422
12.3838,22051.31,0.04953905
12.8788,22051.31,0.04543140
13.3737,22051.31,0.04163598
13.8687,22051.31,0.03813659
14.3636,22051.31,0.03491630
14.8586,22051.31,0.03195764
15.3535,22051.31,0.02924300
15.8485,22051.31,0.02675493
16.3434,22051.31,0.02447638
16.8384,22051.31,0.02239100
17.3333,22051.31,0.02048321
17.8283,22051.31,0.01873837
18.3232,22051.31,0.01714282
18.8182,22051.31,0.01568387
19.3131,22051.31,0.01434984
19.8081,22051.31,0.01312995
20.3030,22051.31,0.01201437
20.7980,22051.31,0.01099406
21.2929,22051.31,0.01006080
21.7879,22051.31,0.00920707
22.2828,22051.31,0.00842602
22.7778,22051.31,0.00771139
23.2727,22051.31,0.00705750
23.7677,22051.31,0.00645913
24.2626,22051.31,0.00591155
24.7576,22051.31,0.00541042
25.2525,22051.31,0.00495179
25.7475,22051.31,0.00453204
26.2424,22051.31,0.00414787
26.7374,22051.31,0.00379626
27.2323,22051.31,0.00347445
27.7273,22051.31,0.00317992
28.2222,22051.31,0.00291034
28.7172,22051.31,0.00266362
29.2121,22051.31,0.00243780
29.7071,22051.31,0.00223112
30.2020,22051.31,0.00204197
30.6970,22051.31,0.00186884
31.1919,22051.31,0.00171040
31.6869,22051.31,0.00156538
32.1818,22051.31,0.00143266
32.6768,22051.31,0.00131119
33.1717,22051.31,0.00120002
33.6667,22051.31,0.00109828
34.1616,22051.31,0.00100516
34.6566,22051.31,0.00091993
35.1515,22051.31,0.00084194
35.6465,22051.31,0.00077055
36.1414,22051.31,0.00070522
36.6364,22051.31,0.00064543
37.1313,22051.31,0.00059070
37.6263,22051.31,0.00054062
38.1212,22051.31,0.00049478
38.6162,22051.31,0.00045283
39.1111,22051.31,0.00041444
39.6061,22051.31,0.00037930
40.1010,22051.31,0.00034714
40.5960,22051.31,0.00031771
41.0909,22051.31,0.00029077
41.5859,22051.31,0.00026612
42.0808,22051.31,0.00024356
42.5758,22051.31,0.00022291
43.0707,22051.31,0.00020401
43.5657,22051.31,0.00018671
44.0606,22051.31,0.00017088
44.5556,22051.31,0.00015639
45.0505,22051.31,0.00014313
45.5455,22051.31,0.00013100
46.0404,22051.31,0.00011989
46.5354,22051.31,0.00010973
47.0303,22051.31,0.00010042
47.5253,22051.31,0.00009191
48.0202,22051.31,0.00008412
48.5152,22051.31,0.00007698
49.0101,22051.31,0.00007046
49.5051,22051.31,0.00006448
50.0000,22051.31,0.00005902
1.0000,24201.28,0.67449616
1.4949,24201.28,0.49610444
1.9899,24201.28,0.39127591
2.4848,24201.28,0.32286791
2.9798,24201.28,0.27480956
3.4747,24201.28,0.23916743
3.9697,24201.28,0.21160576
4.4646,24201.28,0.18956286
4.9596,24201.28,0.17143051
5.4545,24201.28,0.15614988
5.9495,24201.28,0.14299753
6.4444,24201.28,0.13146520
6.9394,24201.28,0.12118900
7.4343,24201.28,0.11190555
7.9293,24201.28,0.10342379
8.4242,24201.28,0.09560576
8.9192,24201.28,0.08835295
9.4141,24201.28,0.08159598
9.9091,24201.28,0.07528656
10.4040,24201.28,0.06939111
10.8990,24201.28,0.06388565
11.3939,24201.28,0.05875196
11.8889,24201.28,0.05397470
12.3838,24201.28,0.04953950
12.8788,24201.28,0.04543183
13.3737,24201.28,0.04163639
13.8687,24201.28,0.03813699
14.3636,24201.28,0.03491667
14.8586,24201.28,0.03195799
15.3535,24201.28,0.02924333
15.8485,24201.28,0.02675524
16.3434,24201.28,0.02447668
16.8384,24201.28,0.02239128
17.3333,24201.28,0.02048347
17.8283,24201.28,0.01873862
18.3232,24201.28,0.01714305
18.8182,24201.28,0.01568409
19.3131,24201.28,0.01435004
19.8081,24201.28,0.01313014
20.3030,24201.28,0.01201454
20.7980,24201.28,0.01099423
21.2929,24201.28,0.01006096
21.7879,24201.28,0.00920722
22.2828,24201.28,0.00842616
22.7778,24201.28,0.00771152
23.2727,24201.28,0.00705762
23.7677,24201.28,0.00645925
24.2626,24201.28,0.00591166
24.7576,24201.28,0.00541052
25.2525,24201.28,0.00495188
25.7475,24201.28,0.00453213
26.2424,24201.28,0.00414795
26.7374,24201.28,0.00379634
27.2323,24201.28,0.00347452
27.7273,24201.28,0.00317998
28.2222,24201.28,0.00291040
28.7172,24201.28,0.00266367
29.2121,24201.28,0.00243785
29.7071,24201.28,0.00223117
30.2020,24201.28,0.00204201
30.6970,24201.28,0.00186889
31.1919,24201.28,0.00171044
31.6869,24201.28,0.00156542
32.1818,24201.28,0.00143269
32.6768,24201.28,0.00131122
33.1717,24201.28,0.00120005
33.6667,24201.28,0.00109830
34.1616,24201.28,0.00100518
34.6566,24201.28,0.00091996
35.1515,24201.28,0.00084196
35.6465,24201.28,0.00077057
36.1414,24201.28,0.00070524
36.6364,24201.28,0.00064545
37.1313,24201.28,0.00059072
37.6263,24201.28,0.00054064
38.1212,24201.28,0.00049480
38.6162,24201.28,0.00045285
39.1111,24201.28,0.00041445
39.6061,24201.28,0.00037931
40.1010,24201.28,0.00034715
40.5960,24201.28,0.00031772
41.0909,24201.28,0.00029078
41.5859,24201.28,0.00026613
42.0808,24201.28,0.00024356
42.5758,24201.28,0.00022291
43.0707,24201.28,0.00020401
43.5657,24201.28,0.00018672
44.0606,24201.28,0.00017089
44.5556,24201.28,0.00015640
45.0505,24201.28,0.00014314
45.5455,24201.28,0.00013100
46.0404,24201.28,0.00011989
46.5354,24201.28,0.00010973
47.0303,24201.28,0.00010043
47.5253,24201.28,0.00009191
48.0202,24201.28,0.00008412
48.5152,24201.28,0.00007699
49.0101,24201.28,0.00007046
49.5051,24201.28,0.00006449
50.0000,24201.28,0.00005902
1.0000,26560.88,0.67449447
1.4949,26560.88,0.49610352
1.9899,26560.88,0.39127539
2.4848,26560.88,0.32286764
2.9798,26560.88,0.27480945
3.4747,26560.88,0.23916745
3.9697,26560.88,0.21160589
4.4646,26560.88,0.18956306
4.9596,26560.88,0.17143079
5.4545,26560.88,0.15615023
5.9495,26560.88,0.14299792
6.4444,26560.88,0.13146565
6.9394,26560.88,0.12118948
7.4343,26560.88,0.11190607
7.9293,26560.88,0.10342433
8.4242,26560.88,0.09560632
8.9192,26560.88,0.08835352
9.4141,26560.88,0.08159656
9.9091,26560.88,0.07528714
10.4040,26560.88,0.06939167
10.8990,26560.88,0.06388620
11.3939,26560.88,0.05875250
11.8889,26560.88,0.05397522
12.3838,26560.88,0.04954000
12.8788,26560.88,0.04543231
13.3737,26560.88,0.04163684
13.8687,26560.88,0.03813742
14.3636,26560.88,0.03491708
14.8586,26560.88,0.03195837
15.3535,26560.88,0.02924370
15.8485,26560.88,0.02675558
16.3434,26560.88,0.02447700
16.8384,26560.88,0.02239158
17.3333,26560.88,0.02048376
17.8283,26560.88,0.01873889
18.3232,26560.88,0.01714331
18.8182,26560.88,0.01568433
19.3131,26560.88,0.01435027
19.8081,26560.88,0.01313035
20.3030,26560.88,0.01201474
20.7980,26560.88,0.01099441
21.2929,26560.88,0.01006113
21.7879,26560.88,0.00920738
22.2828,26560.88,0.00842631
22.7778,26560.88,0.00771167
23.2727,26560.88,0.00705776
23.7677,26560.88,0.00645937
24.2626,26560.88,0.00591178
24.7576,26560.88,0.00541063
25.2525,26560.88,0.00495199
25.7475,26560.88,0.00453222
26.2424,26560.88,0.00414804
26.7374,26560.88,0.00379642
27.2323,26560.88,0.00347460
27.7273,26560.88,0.00318006
28.2222,26560.88,0.00291047
28.7172,26560.88,0.00266374
29.2121,26560.88,0.00243791
29.7071,26560.88,0.00223123
30.2020,26560.88,0.00204206
30.6970,26560.88,0.00186893
31.1919,26560.88,0.00171048
31.6869,26560.88,0.00156546
32.1818,26560.88,0.00143273
32.6768,26560.88,0.00131126
33.1717,26560.88,0.00120008
33.6667,26560.88,0.00109833
34.1616,26560.88,0.00100521
34.6566,26560.88,0.00091998
35.1515,26560.88,0.00084198
35.6465,26560.88,0.00077060
36.1414,26560.88,0.00070526
36.6364,26560.88,0.00064547
37.1313,26560.88,0.00059074
37.6263,26560.88,0.00054065
38.1212,26560.88,0.00049481
38.6162,26560.88,0.00045286
39.1111,26560.88,0.00041447
39.6061,26560.88,0.00037933
40.1010,26560.88,0.00034716
40.5960,26560.88,0.00031773
41.0909,26560.88,0.00029079
41.5859,26560.88,0.00026614
42.0808,26560.88,0.00024357
42.5758,26560.88,0.00022292
43.0707,26560.88,0.00020402
43.5657,26560.88,0.00018672
44.0606,26560.88,0.00017089
44.5556,26560.88,0.00015640
45.0505,26560.88,0.00014314
45.5455,26560.88,0.00013101
46.0404,26560.88,0.00011990
46.5354,26560.88,0.00010973
47.0303,26560.88,0.00010043
47.5253,26560.88,0.00009191
48.0202,26560.88,0.00008412
48.5152,26560.88,0.00007699
49.0101,26560.88,0.00007046
49.5051,26560.88,0.00006449
50.0000,26560.88,0.00005902
1.0000,29150.53,0.67449261
1.4949,29150.53,0.49610250
1.9899,29150.53,0.39127482
2.4848,29150.53,0.32286734
2.9798,29150.53,0.27480934
3.4747,29150.53,0.23916748
3.9697,29150.53,0.21160603
4.4646,29150.53,0.18956329
4.9596,29150.53,0.17143110
5.4545,29150.53,0.15615061
5.9495,29150.53,0.14299836
6.4444,29150.53,0.13146614
6.9394,29150.53,0.12119002
7.4343,29150.53,0.11190664
7.9293,29150.53,0.10342493
8.4242,29150.53,0.09560694
8.9192,29150.53,0.08835415
9.4141,29150.53,0.08159719
9.9091,29150.53,0.07528777
10.4040,29150.53,0.06939230
10.8990,29150.53,0.06388681
11.3939,29150.53,0.05875309
11.8889,29150.53,0.05397579
12.3838,29150.53,0.04954055
12.8788,29150.53,0.04543283
13.3737,29150.53,0.04163734
13.8687,29150.53,0.03813789
14.3636,29150.53,0.03491752
14.8586,29150.53,0.03195880
15.3535,29150.53,0.02924410
15.8485,29150.53,0.02675596
16.3434,29150.53,0.02447736
16.8384,29150.53,0.02239192
17.3333,29150.53,0.02048407
17.8283,29150.53,0.01873918
18.3232,29150.53,0.01714358
18.8182,29150.53,0.01568459
19.3131,29150.53,0.01435051
19.8081,29150.53,0.01313059
20.3030,29150.53,0.01201496
20.7980,29150.53,0.01099462
21.2929,29150.53,0.01006132
21.7879,29150.53,0.00920756
22.2828,29150.53,0.00842648
22.7778,29150.53,0.00771182
23.2727,29150.53,0.00705790
23.7677,29150.53,0.00645951
24.2626,29150.53,0.00591190
24.7576,29150.53,0.00541075
25.2525,29150.53,0.00495210
25.7475,29150.53,0.00453233
26.2424,29150.53,0.00414814
26.7374,29150.53,0.00379651
27.2323,29150.53,0.00347469
27.7273,29150.53,0.00318013
28.2222,29150.53,0.00291055
28.7172,29150.53,0.00266380
29.2121,29150.53,0.00243797
29.7071,29150.53,0.00223129
30.2020,29150.53,0.00204212
30.6970,29150.53,0.00186898
31.1919,29150.53,0.00171053
31.6869,29150.53,0.00156550
32.1818,29150.53,0.00143277
32.6768,29150.53,0.00131130
33.1717,29150.53,0.00120012
33.6667,29150.53,0.00109837
34.1616,29150.53,0.00100524
34.6566,29150.53,0.00092001
35.1515,29150.53,0.00084201
35.6465,29150.53,0.00077062
36.1414,29150.53,0.00070528
36.6364,29150.53,0.00064549
37.1313,29150.53,0.00059076
37.6263,29150.53,0.00054067
38.1212,29150.53,0.00049483
38.6162,29150.53,0.00045288
39.1111,29150.53,0.00041448
39.6061,29150.53,0.00037934
40.1010,29150.53,0.00034718
40.5960,29150.53,0.00031774
41.0909,29150.53,0.00029080
41.5859,29150.53,0.00026615
42.0808,29150.53,0.00024358
42.5758,29150.53,0.00022293
43.0707,29150.53,0.00020403
43.5657,29150.53,0.00018673
44.0606,29150.53,0.00017090
44.5556,29150.53,0.00015641
45.0505,29150.53,0.00014315
45.5455,29150.53,0.00013101
46.0404,29150.53,0.00011990
46.5354,29150.53,0.00010974
47.0303,29150.53,0.00010043
47.5253,29150.53,0.00009192
48.0202,29150.53,0.00008413
48.5152,29150.53,0.00007699
49.0101,29150.53,0.00007047
49.5051,29150.53,0.00006449
50.0000,29150.53,0.00005902
1.0000,31992.67,0.67449058
1.4949,31992.67,0.49610138
1.9899,31992.67,0.39127420
2.4848,31992.67,0.32286701
2.9798,31992.67,0.27480922
3.4747,31992.67,0.23916751
3.9697,31992.67,0.21160618
4.4646,31992.67,0.18956355
4.9596,31992.67,0.17143144
5.4545,31992.67,0.15615102
5.9495,31992.67,0.14299884
6.4444,31992.67,0.13146668
6.9394,31992.67,0.12119061
7.4343,31992.67,0.11190727
7.9293,31992.67,0.10342559
8.4242,31992.67,0.09560762
8.9192,31992.67,0.08835484
9.4141,31992.67,0.08159789
9.9091,31992.67,0.07528846
10.4040,31992.67,0.06939298
10.8990,31992.67,0.06388748
11.3939,31992.67,0.05875373
11.8889,31992.67,0.05397641
12.3838,31992.67,0.04954115
12.8788,31992.67,0.04543341
13.3737,31992.67,0.04163789
13.8687,31992.67,0.03813841
14.3636,31992.67,0.03491801
14.8586,31992.67,0.03195926
15.3535,31992.67,0.02924453
15.8485,31992.67,0.02675637
16.3434,31992.67,0.02447775
16.8384,31992.67,0.02239228
17.3333,31992.67,0.02048442
17.8283,31992.67,0.01873951
18.3232,31992.67,0.01714389
18.8182,31992.67,0.01568488
19.3131,31992.67,0.01435078
19.8081,31992.67,0.01313084
20.3030,31992.67,0.01201520
20.7980,31992.67,0.01099484
21.2929,31992.67,0.01006153
21.7879,31992.67,0.00920775
22.2828,31992.67,0.00842666
22.7778,31992.67,0.00771200
23.2727,31992.67,0.00705806
23.7677,31992.67,0.00645966
24.2626,31992.67,0.00591205
24.7576,31992.67,0.00541088
25.2525,31992.67,0.00495222
25.7475,31992.67,0.00453244
26.2424,31992.67,0.00414825
26.7374,31992.67,0.00379661
27.2323,31992.67,0.00347478
27.7273,31992.67,0.00318022
28.2222,31992.67,0.00291063
28.7172,31992.67,0.00266388
29.2121,31992.67,0.00243805
29.7071,31992.67,0.00223135
30.2020,31992.67,0.00204218
30.6970,31992.67,0.00186904
31.1919,31992.67,0.00171058
31.6869,31992.67,0.00156555
32.1818,31992.67,0.00143282
32.6768,31992.67,0.00131134
33.1717,31992.67,0.00120016
33.6667,31992.67,0.00109840
34.1616,31992.67,0.00100528
34.6566,31992.67,0.00092005
35.1515,31992.67,0.00084204
35.6465,31992.67,0.00077065
36.1414,31992.67,0.00070531
36.6364,31992.67,0.00064551
37.1313,31992.67,0.00059078
37.6263,31992.67,0.00054069
38.1212,31992.67,0.00049485
38.6162,31992.67,0.00045289
39.1111,31992.67,0.00041450
39.6061,31992.67,0.00037935
40.1010,31992.67,0.00034719
40.5960,31992.67,0.00031775
41.0909,31992.67,0.00029081
41.5859,31992.67,0.00026616
42.0808,31992.67,0.00024359
42.5758,31992.67,0.00022294
43.0707,31992.67,0.00020404
43.5657,31992.67,0.00018674
44.0606,31992.67,0.00017091
44.5556,31992.67,0.00015642
45.0505,31992.67,0.00014315
45.5455,31992.67,0.00013102
46.0404,31992.67,0.00011991
46.5354,31992.67,0.00010974
47.0303,31992.67,0.00010044
47.5253,31992.67,0.00009192
48.0202,31992.67,0.00008413
48.5152,31992.67,0.00007700
49.0101,31992.67,0.00007047
49.5051,31992.67,0.00006449
50.0000,31992.67,0.00005903
1.0000,35111.92,0.67448835
1.4949,35111.92,0.49610015
1.9899,35111.92,0.39127351
2.4848,35111.92,0.32286666
2.9798,35111.92,0.27480909
3.4747,35111.92,0.23916755
3.9697,35111.92,0.21160634
4.4646,35111.92,0.18956382
4.9596,35111.92,0.17143181
5.4545,35111.92,0.15615148
5.9495,35111.92,0.14299937
6.4444,35111.92,0.13146727
6.9394,35111.92,0.12119125
7.4343,35111.92,0.11190795
7.9293,35111.92,0.10342631
8.4242,35111.92,0.09560836
8.9192,35111.92,0.08835560
9.4141,35111.92,0.08159865
9.9091,35111.92,0.07528922
10.4040,35111.92,0.06939373
10.8990,35111.92,0.06388821
11.3939,35111.92,0.05875445
11.8889,35111.92,0.05397710
12.3838,35111.92,0.04954181
12.8788,35111.92,0.04543404
13.3737,35111.92,0.04163849
13.8687,35111.92,0.03813898
14.3636,35111.92,0.03491855
14.8586,35111.92,0.03195977
15.3535,35111.92,0.02924502
15.8485,35111.92,0.02675683
16.3434,35111.92,0.02447818
16.8384,35111.92,0.02239269
17.3333,35111.92,0.02048480
17.8283,35111.92,0.01873987
18.3232,35111.92,0.01714423
18.8182,35111.92,0.01568520
19.3131,35111.92,0.01435108
19.8081,35111.92,0.01313112
20.3030,35111.92,0.01201546
20.7980,35111.92,0.01099508
21.2929,35111.92,0.01006176
21.7879,35111.92,0.00920797
22.2828,35111.92,0.00842686
22.7778,35111.92,0.00771219
23.2727,35111.92,0.00705824
23.7677,35111.92,0.00645983
24.2626,35111.92,0.00591220
24.7576,35111.92,0.00541103
25.2525,35111.92,0.00495236
25.7475,35111.92,0.00453257
26.2424,35111.92,0.00414836
26.7374,35111.92,0.00379672
27.2323,35111.92,0.00347488
27.7273,35111.92,0.00318032
28.2222,35111.92,0.00291072
28.7172,35111.92,0.00266396
29.2121,35111.92,0.00243812
29.7071,35111.92,0.00223142
30.2020,35111.92,0.00204225
30.6970,35111.92,0.00186910
31.1919,35111.92,0.00171064
31.6869,35111.92,0.00156561
32.1818,35111.92,0.00143287
32.6768,35111.92,0.00131139
33.1717,35111.92,0.00120020
33.6667,35111.92,0.00109844
34.1616,35111.92,0.00100531
34.6566,35111.92,0.00092008
35.1515,35111.92,0.00084207
35.6465,35111.92,0.00077068
36.1414,35111.92,0.00070534
36.6364,35111.92,0.00064554
37.1313,35111.92,0.00059080
37.6263,35111.92,0.00054071
38.1212,35111.92,0.00049487
38.6162,35111.92,0.00045291
39.1111,35111.92,0.00041451
39.6061,35111.92,0.00037937
40.1010,35111.92,0.00034721
40.5960,35111.92,0.00031777
41.0909,35111.92,0.00029083
41.5859,35111.92,0.00026617
42.0808,35111.92,0.00024360
42.5758,35111.92,0.00022295
43.0707,35111.92,0.00020405
43.5657,35111.92,0.00018675
44.0606,35111.92,0.00017091
44.5556,35111.92,0.00015642
45.0505,35111.92,0.00014316
45.5455,35111.92,0.00013102
46.0404,35111.92,0.00011992
46.5354,35111.92,0.00010975
47.0303,35111.92,0.00010044
47.5253,35111.92,0.00009193
48.0202,35111.92,0.00008413
48.5152,35111.92,0.00007700
49.0101,35111.92,0.00007047
49.5051,35111.92,0.00006450
50.0000,35111.92,0.00005903
1.0000,38535.29,0.67448590
1.4949,38535.29,0.49609881
1.9899,38535.29,0.39127276
2.4848,38535.29,0.32286626
2.9798,38535.29,0.27480894
3.4747,38535.29,0.23916758
3.9697,38535.29,0.21160653
4.4646,38535.29,0.18956413
4.9596,38535.29,0.17143222
5.4545,38535.29,0.15615197
5.9495,38535.29,0.14299995
6.4444,38535.29,0.13146791
6.9394,38535.29,0.12119196
7.4343,38535.29,0.11190871
7.9293,38535.29,0.10342710
8.4242,38535.29,0.09560918
8.9192,38535.29,0.08835643
9.4141,38535.29,0.08159949
9.9091,38535.29,0.07529005
10.4040,38535.29,0.06939455
10.8990,38535.29,0.06388902
11.3939,38535.29,0.05875523
11.8889,38535.29,0.05397785
12.3838,38535.29,0.04954253
12.8788,38535.29,0.04543473
13.3737,38535.29,0.04163915
13.8687,38535.29,0.03813960
14.3636,38535.29,0.03491914
14.8586,38535.29,0.03196033
15.3535,38535.29,0.02924554
15.8485,38535.29,0.02675733
16.3434,38535.29,0.02447865
16.8384,38535.29,0.02239313
17.3333,38535.29,0.02048521
17.8283,38535.29,0.01874026
18.3232,38535.29,0.01714459
18.8182,38535.29,0.01568554
19.3131,38535.29,0.01435140
19.8081,38535.29,0.01313142
20.3030,38535.29,0.01201574
20.7980,38535.29,0.01099535
21.2929,38535.29,0.01006201
21.7879,38535.29,0.00920821
22.2828,38535.29,0.00842708
22.7778,38535.29,0.00771239
23.2727,38535.29,0.00705843
23.7677,38535.29,0.00646001
24.2626,38535.29,0.00591237
24.7576,38535.29,0.00541119
25.2525,38535.29,0.00495250
25.7475,38535.29,0.00453271
26.2424,38535.29,0.00414849
26.7374,38535.29,0.00379684
27.2323,38535.29,0.00347499
27.7273,38535.29,0.00318042
28.2222,38535.29,0.00291081
28.7172,38535.29,0.00266405
29.2121,38535.29,0.00243821
29.7071,38535.29,0.00223150
30.2020,38535.29,0.00204232
30.6970,38535.29,0.00186917
31.1919,38535.29,0.00171070
31.6869,38535.29,0.00156567
32.1818,38535.29,0.00143293
32.6768,38535.29,0.00131144
33.1717,38535.29,0.00120025
33.6667,38535.29,0.00109849
34.1616,38535.29,0.00100536
34.6566,38535.29,0.00092012
35.1515,38535.29,0.00084211
35.6465,38535.29,0.00077071
36.1414,38535.29,0.00070537
36.6364,38535.29,0.00064556
37.1313,38535.29,0.00059083
37.6263,38535.29,0.00054074
38.1212,38535.29,0.00049489
38.6162,38535.29,0.00045293
39.1111,38535.29,0.00041453
39.6061,38535.29,0.00037939
40.1010,38535.29,0.00034722
40.5960,38535.29,0.00031778
41.0909,38535.29,0.00029084
41.5859,38535.29,0.00026618
42.0808,38535.29,0.00024362
42.5758,38535.29,0.00022296
43.0707,38535.29,0.00020406
43.5657,38535.29,0.00018676
44.0606,38535.29,0.00017092
44.5556,38535.29,0.00015643
45.0505,38535.29,0.00014317
45.5455,38535.29,0.00013103
