freq_MHz,T_fresh_h5um,T_deg_h5um,T_fresh_h15um,T_deg_h15um,T_fresh_h30um,T_deg_h30um,T_fresh_h50um,T_deg_h50um
15.000000,0.10087422,0.64928447,0.02286812,0.32886408,0.00223210,0.17628157,0.00010052,0.07126694
15.005003,0.10287117,0.65527017,0.02334085,0.33485053,0.00227724,0.18014752,0.00010250,0.07283284
15.010005,0.10494922,0.66130430,0.02383388,0.34103487,0.00232432,0.18417335,0.00010456,0.07446252
15.015008,0.10711323,0.66738404,0.02434850,0.34742486,0.00237345,0.18836769,0.00010672,0.07615921
15.020010,0.10936839,0.67350630,0.02488610,0.35402845,0.00242477,0.19273966,0.00010897,0.07792628
15.025013,0.11172036,0.67966772,0.02544821,0.36085378,0.00247842,0.19729884,0.00011132,0.07976722
15.030015,0.11417521,0.68586462,0.02603647,0.36790916,0.00253457,0.20205532,0.00011378,0.08168567
15.035018,0.11673956,0.69209300,0.02665269,0.37520298,0.00259338,0.20701966,0.00011636,0.08368533
15.040020,0.11942054,0.69834857,0.02729882,0.38274370,0.00265503,0.21220287,0.00011907,0.08577001
15.045023,0.12222592,0.70462666,0.02797701,0.39053977,0.00271974,0.21761640,0.00012191,0.08794354
15.050025,0.12516415,0.71092227,0.02868961,0.39859954,0.00278772,0.22327206,0.00012489,0.09020975
15.055028,0.12824440,0.71723006,0.02943918,0.40693118,0.00285921,0.22918195,0.00012803,0.09257240
15.060030,0.13147669,0.72354428,0.03022857,0.41554252,0.00293450,0.23535834,0.00013133,0.09503511
15.065033,0.13487195,0.72985882,0.03106088,0.42444094,0.00301385,0.24181354,0.00013481,0.09760125
15.070035,0.13844211,0.73616721,0.03193954,0.43363315,0.00309762,0.24855964,0.00013849,0.10027380
15.075038,0.14220024,0.74246255,0.03286833,0.44312501,0.00318614,0.25560829,0.00014237,0.10305523
15.080040,0.14616065,0.74873758,0.03385145,0.45292124,0.00327983,0.26297028,0.00014648,0.10594723
15.085043,0.15033906,0.75498463,0.03489354,0.46302516,0.00337910,0.27065516,0.00015084,0.10895054
15.090045,0.15475270,0.76119565,0.03599975,0.47343828,0.00348446,0.27867059,0.00015546,0.11206462
15.095048,0.15942054,0.76736219,0.03717582,0.48415993,0.00359645,0.28702163,0.00016037,0.11528728
15.100050,0.16436345,0.77347543,0.03842813,0.49518679,0.00371565,0.29570984,0.00016560,0.11861430
15.105053,0.16960442,0.77952620,0.03976379,0.50651231,0.00384275,0.30473221,0.00017118,0.12203892
15.110055,0.17516877,0.78550495,0.04119077,0.51812614,0.00397849,0.31407978,0.00017714,0.12555131
15.115058,0.18108442,0.79140182,0.04271794,0.53001342,0.00412371,0.32373611,0.00018351,0.12913797
15.120060,0.18738215,0.79720663,0.04435527,0.54215405,0.00427934,0.33367545,0.00019034,0.13278110
15.125063,0.19409585,0.80290892,0.04611389,0.55452185,0.00444643,0.34386074,0.00019767,0.13645797
15.130065,0.20126277,0.80849799,0.04800623,0.56708377,0.00462614,0.35424138,0.00020555,0.14014032
15.135068,0.20892382,0.81396291,0.05004622,0.57979894,0.00481976,0.36475097,0.00021404,0.14379395
15.140070,0.21712372,0.81929259,0.05224932,0.59261785,0.00502876,0.37530514,0.00022321,0.14737842
15.145073,0.22591112,0.82447582,0.05463271,0.60548157,0.00525472,0.38579979,0.00023312,0.15084719
15.150075,0.23533854,0.82950129,0.05721529,0.61832103,0.00549940,0.39610997,0.00024385,0.15414808
15.155078,0.24546205,0.83435769,0.06001761,0.63105660,0.00576471,0.40608994,0.00025548,0.15722442
15.160080,0.25634056,0.83903373,0.06306168,0.64359783,0.00605268,0.41557477,0.00026810,0.16001670
15.165083,0.26803451,0.84351822,0.06637040,0.65584374,0.00636543,0.42438406,0.00028181,0.16246498
15.170085,0.28060363,0.84780013,0.06996661,0.66768342,0.00670505,0.43232794,0.00029669,0.16451174
15.175088,0.29410337,0.85186867,0.07387135,0.67899738,0.00707346,0.43921555,0.00031283,0.16610524
15.180090,0.30857948,0.85571333,0.07810106,0.68965946,0.00747214,0.44486552,0.00033030,0.16720278
15.185093,0.32405997,0.85932397,0.08266321,0.69953949,0.00790173,0.44911774,0.00034910,0.16777381
15.190095,0.34054358,0.86269089,0.08754969,0.70850660,0.00836140,0.45184514,0.00036922,0.16780216
15.195098,0.35798387,0.86580490,0.09272754,0.71643322,0.00884805,0.45296391,0.00039051,0.16728739
15.200100,0.37626818,0.86865739,0.09812647,0.72319943,0.00935512,0.45244063,0.00041267,0.16624475
15.205103,0.39519152,0.87124036,0.10362431,0.72869759,0.00987131,0.45029515,0.00043522,0.16470400
15.210105,0.41442724,0.87354656,0.10903278,0.73283684,0.01037926,0.44659884,0.00045737,0.16270715
15.215108,0.43349903,0.87556947,0.11409000,0.73554721,0.01085484,0.44146829,0.00047808,0.16030548
15.220110,0.45176368,0.87730338,0.11846910,0.73678286,0.01126795,0.43505578,0.00049601,0.15755613
15.225113,0.46841834,0.87874348,0.12181274,0.73652439,0.01158550,0.42753771,0.00050972,0.15451891
15.230115,0.48254801,0.87988583,0.12379599,0.73477970,0.01177710,0.41910278,0.00051788,0.15125328
15.235118,0.49322326,0.88072744,0.12420341,0.73158364,0.01182206,0.40994110,0.00051959,0.14781603
15.240120,0.49964119,0.88126628,0.12298959,0.72699617,0.01171510,0.40023524,0.00051462,0.14425952
15.245123,0.50127785,0.88150130,0.12029282,0.72109951,0.01146792,0.39015367,0.00050350,0.14063055
15.250125,0.49800175,0.88143243,0.11639424,0.71399428,0.01110579,0.37984651,0.00048735,0.13696982
15.255128,0.49010378,0.88106061,0.11164439,0.70579512,0.01066101,0.36944349,0.00046759,0.13331186
15.260130,0.47823061,0.88038772,0.10639061,0.69662616,0.01016611,0.35905354,0.00044566,0.12968520
15.265133,0.46324974,0.87941664,0.10092835,0.68661646,0.00964919,0.34876565,0.00042278,0.12611287
15.270135,0.44609659,0.87815116,0.09548104,0.67589594,0.00913178,0.33865049,0.00039991,0.12261293
15.275138,0.42764849,0.87659596,0.09020122,0.66459180,0.00862880,0.32876249,0.00037769,0.11919913
15.280140,0.40864727,0.87475661,0.08518242,0.65282563,0.00814957,0.31914208,0.00035653,0.11588151
15.285143,0.38966929,0.87263945,0.08047403,0.64071118,0.00769913,0.30981790,0.00033665,0.11266702
15.290145,0.37112957,0.87025161,0.07609501,0.62835292,0.00727958,0.30080885,0.00031815,0.10956006
15.295148,0.35330441,0.86760090,0.07204462,0.61584504,0.00689105,0.29212594,0.00030101,0.10656296
15.300150,0.33636051,0.86469578,0.06831025,0.60327112,0.00653250,0.28377392,0.00028521,0.10367640
15.305153,0.32038323,0.86154525,0.06487284,0.59070419,0.00620222,0.27575263,0.00027065,0.10089974
15.310155,0.30540065,0.85815884,0.06171028,0.57820704,0.00589816,0.26805817,0.00025725,0.09823139
15.315158,0.29140244,0.85454649,0.05879967,0.56583286,0.00561820,0.26068381,0.00024491,0.09566895
15.320160,0.27835390,0.85071852,0.05611861,0.55362596,0.00536022,0.25362078,0.00023355,0.09320952
15.325163,0.26620596,0.84668554,0.05364588,0.54162261,0.00512222,0.24685889,0.00022307,0.09084979
15.330165,0.25490213,0.84245838,0.05136185,0.52985189,0.00490233,0.24038698,0.00021338,0.08858620
15.335168,0.24438309,0.83804802,0.04924860,0.51833654,0.00469885,0.23419334,0.00020442,0.08641502
15.340170,0.23458967,0.83346556,0.04728989,0.50709378,0.00451022,0.22826597,0.00019611,0.08433245
15.345173,0.22546472,0.82872211,0.04547111,0.49613607,0.00433504,0.22259284,0.00018840,0.08233471
15.350175,0.21695418,0.82382879,0.04377919,0.48547182,0.00417208,0.21716204,0.00018123,0.08041802
15.355178,0.20900760,0.81879661,0.04220240,0.47510600,0.00402019,0.21196188,0.00017454,0.07857867
15.360180,0.20157838,0.81363649,0.04073027,0.46504073,0.00387838,0.20698104,0.00016830,0.07681308
15.365183,0.19462375,0.80835917,0.03935344,0.45527572,0.00374574,0.20220858,0.00016246,0.07511776
15.370185,0.18810462,0.80297517,0.03806353,0.44580879,0.00362148,0.19763398,0.00015699,0.07348936
15.375188,0.18198540,0.79749480,0.03685307,0.43663615,0.00350486,0.19324722,0.00015186,0.07192466
15.380190,0.17623374,0.79192808,0.03571534,0.42775278,0.00339526,0.18903871,0.00014703,0.07042058
15.385193,0.17082027,0.78628471,0.03464431,0.41915267,0.00329208,0.18499936,0.00014249,0.06897419
15.390195,0.16571831,0.78057411,0.03363457,0.41082908,0.00319481,0.18112054,0.00013821,0.06758270
15.395198,0.16090368,0.77480532,0.03268126,0.40277468,0.00310297,0.17739408,0.00013417,0.06624345
15.400200,0.15635439,0.76898706,0.03177998,0.39498180,0.00301615,0.17381226,0.00013035,0.06495392
15.405203,0.15205050,0.76312766,0.03092677,0.38744246,0.00293396,0.17036776,0.00012673,0.06371172
15.410205,0.14797385,0.75723508,0.03011803,0.38014855,0.00285605,0.16705371,0.00012330,0.06251459
15.415208,0.14410794,0.75131690,0.02935050,0.37309191,0.00278212,0.16386359,0.00012005,0.06136038
15.420210,0.14043771,0.74538033,0.02862125,0.36626439,0.00271187,0.16079128,0.00011696,0.06024708
15.425213,0.13694944,0.73943219,0.02792757,0.35965790,0.00264505,0.15783098,0.00011402,0.05917275
15.430215,0.13363060,0.73347893,0.02726702,0.35326449,0.00258143,0.15497725,0.00011122,0.05813560
15.435218,0.13046972,0.72752661,0.02663737,0.34707635,0.00252078,0.15222495,0.00010855,0.05713389
15.440220,0.12745630,0.72158094,0.02603656,0.34108586,0.00246291,0.14956922,0.00010601,0.05616602
15.445223,0.12458073,0.71564727,0.02546273,0.33528561,0.00240764,0.14700551,0.00010358,0.05523044
15.450225,0.12183416,0.70973058,0.02491416,0.32966839,0.00235480,0.14452949,0.00010125,0.05432570
15.455228,0.11920848,0.70383555,0.02438926,0.32422726,0.00230425,0.14213710,0.00009903,0.05345044
15.460230,0.11669619,0.69796648,0.02388660,0.31895548,0.00225583,0.13982451,0.00009690,0.05260335
15.465233,0.11429041,0.69212740,0.02340483,0.31384656,0.00220943,0.13758809,0.00009486,0.05178320
15.470235,0.11198478,0.68632201,0.02294271,0.30889425,0.00216492,0.13542442,0.00009290,0.05098882
15.475238,0.10977342,0.68055371,0.02249911,0.30409256,0.00212220,0.13333026,0.00009102,0.05021913
15.480240,0.10765089,0.67482565,0.02207296,0.29943570,0.00208116,0.13130257,0.00008921,0.04947306
15.485243,0.10561214,0.66914069,0.02166330,0.29491814,0.00204170,0.12933845,0.00008748,0.04874964
15.490245,0.10365251,0.66350143,0.02126921,0.29053456,0.00200375,0.12743517,0.00008581,0.04804791
15.495248,0.10176764,0.65791026,0.02088986,0.28627987,0.00196721,0.12559015,0.00008420,0.04736700
15.500250,0.09995351,0.65236930,0.02052445,0.28214919,0.00193202,0.12380094,0.00008265,0.04670605
15.505253,0.09820636,0.64688049,0.02017225,0.27813784,0.00189809,0.12206521,0.00008116,0.04606427
15.510255,0.09652269,0.64144555,0.01983259,0.27424134,0.00186538,0.12038077,0.00007972,0.04544090
15.515258,0.09489923,0.63606601,0.01950483,0.27045541,0.00183381,0.11874554,0.00007833,0.04483520
15.520260,0.09333294,0.63074321,0.01918838,0.26677595,0.00180333,0.11715754,0.00007699,0.04424649
15.525263,0.09182096,0.62547833,0.01888268,0.26319903,0.00177389,0.11561488,0.00007569,0.04367413
15.530265,0.09036063,0.62027240,0.01858721,0.25972090,0.00174543,0.11411580,0.00007444,0.04311747
15.535268,0.08894945,0.61512629,0.01830148,0.25633797,0.00171790,0.11265859,0.00007323,0.04257595
15.540270,0.08758509,0.61004073,0.01802505,0.25304679,0.00169128,0.11124166,0.00007206,0.04204898
15.545273,0.08626534,0.60501632,0.01775747,0.24984408,0.00166550,0.10986345,0.00007092,0.04153603
15.550275,0.08498814,0.60005355,0.01749834,0.24672668,0.00164054,0.10852253,0.00006983,0.04103660
15.555278,0.08375155,0.59515279,0.01724730,0.24369159,0.00161636,0.10721750,0.00006876,0.04055018
15.560280,0.08255375,0.59031431,0.01700397,0.24073591,0.00159291,0.10594705,0.00006773,0.04007633
15.565283,0.08139303,0.58553828,0.01676803,0.23785690,0.00157018,0.10470992,0.00006673,0.03961459
15.570285,0.08026775,0.58082479,0.01653915,0.23505189,0.00154813,0.10350490,0.00006576,0.03916453
15.575288,0.07917640,0.57617384,0.01631703,0.23231836,0.00152673,0.10233086,0.00006482,0.03872577
15.580290,0.07811753,0.57158535,0.01610140,0.22965389,0.00150596,0.10118670,0.00006390,0.03829790
15.585293,0.07708979,0.56705919,0.01589199,0.22705614,0.00148578,0.10007138,0.00006301,0.03788055
15.590295,0.07609188,0.56259516,0.01568854,0.22452290,0.00146617,0.09898392,0.00006215,0.03747339
15.595298,0.07512258,0.55819298,0.01549081,0.22205203,0.00144712,0.09792335,0.00006131,0.03707605
15.600300,0.07418076,0.55385235,0.01529858,0.21964147,0.00142859,0.09688877,0.00006050,0.03668823
15.605303,0.07326531,0.54957291,0.01511163,0.21728928,0.00141057,0.09587932,0.00005970,0.03630961
15.610305,0.07237520,0.54535425,0.01492976,0.21499356,0.00139304,0.09489416,0.00005893,0.03593990
15.615308,0.07150944,0.54119592,0.01475277,0.21275251,0.00137598,0.09393249,0.00005818,0.03557881
15.620310,0.07066712,0.53709745,0.01458048,0.21056439,0.00135937,0.09299357,0.00005745,0.03522607
15.625313,0.06984733,0.53305832,0.01441272,0.20842755,0.00134320,0.09207665,0.00005674,0.03488141
15.630315,0.06904924,0.52907800,0.01424932,0.20634039,0.00132745,0.09118104,0.00005604,0.03454460
15.635318,0.06827206,0.52515592,0.01409012,0.20430136,0.00131210,0.09030607,0.00005537,0.03421537
15.640320,0.06751501,0.52129148,0.01393497,0.20230900,0.00129714,0.08945111,0.00005471,0.03389352
15.645323,0.06677738,0.51748410,0.01378372,0.20036190,0.00128255,0.08861552,0.00005407,0.03357880
15.650325,0.06605847,0.51373314,0.01363625,0.19845868,0.00126833,0.08779873,0.00005344,0.03327102
15.655328,0.06535763,0.51003796,0.01349241,0.19659804,0.00125445,0.08700017,0.00005283,0.03296996
15.660330,0.06467423,0.50639791,0.01335209,0.19477872,0.00124092,0.08621929,0.00005223,0.03267544
15.665333,0.06400767,0.50281234,0.01321517,0.19299951,0.00122771,0.08545557,0.00005165,0.03238725
15.670335,0.06335738,0.49928057,0.01308153,0.19125924,0.00121481,0.08470850,0.00005108,0.03210522
15.675338,0.06272282,0.49580192,0.01295106,0.18955680,0.00120222,0.08397761,0.00005053,0.03182918
15.680340,0.06210345,0.49237572,0.01282366,0.18789111,0.00118993,0.08326243,0.00004998,0.03155895
15.685343,0.06149879,0.48900128,0.01269924,0.18626111,0.00117792,0.08256251,0.00004945,0.03129437
15.690345,0.06090836,0.48567791,0.01257769,0.18466582,0.00116619,0.08187742,0.00004894,0.03103529
15.695348,0.06033169,0.48240492,0.01245893,0.18310426,0.00115472,0.08120675,0.00004843,0.03078156
15.700350,0.05976836,0.47918161,0.01234286,0.18157551,0.00114352,0.08055010,0.00004794,0.03053302
15.705353,0.05921795,0.47600731,0.01222941,0.18007867,0.00113256,0.07990708,0.00004745,0.03028955
15.710355,0.05868005,0.47288132,0.01211850,0.17861287,0.00112185,0.07927733,0.00004698,0.03005101
15.715358,0.05815428,0.46980295,0.01201004,0.17717729,0.00111137,0.07866049,0.00004652,0.02981726
15.720360,0.05764027,0.46677153,0.01190397,0.17577111,0.00110112,0.07805622,0.00004607,0.02958818
15.725363,0.05713767,0.46378638,0.01180021,0.17439356,0.00109110,0.07746418,0.00004562,0.02936366
15.730365,0.05664613,0.46084682,0.01169870,0.17304390,0.00108129,0.07688405,0.00004519,0.02914356
15.735368,0.05616534,0.45795218,0.01159937,0.17172139,0.00107169,0.07631553,0.00004477,0.02892779
15.740370,0.05569497,0.45510180,0.01150215,0.17042534,0.00106229,0.07575832,0.00004435,0.02871623
15.745373,0.05523474,0.45229503,0.01140700,0.16915507,0.00105309,0.07521213,0.00004395,0.02850878
15.750375,0.05478434,0.44953122,0.01131384,0.16790994,0.00104408,0.07467668,0.00004355,0.02830533
15.755378,0.05434350,0.44680971,0.01122263,0.16668931,0.00103526,0.07415171,0.00004316,0.02810579
15.760380,0.05391196,0.44412988,0.01113330,0.16549257,0.00102662,0.07363695,0.00004278,0.02791006
15.765383,0.05348945,0.44149110,0.01104582,0.16431914,0.00101815,0.07313216,0.00004240,0.02771805
15.770385,0.05307574,0.43889274,0.01096012,0.16316844,0.00100986,0.07263710,0.00004204,0.02752967
15.775388,0.05267057,0.43633419,0.01087617,0.16203993,0.00100173,0.07215152,0.00004168,0.02734484
15.780390,0.05227372,0.43381486,0.01079391,0.16093307,0.00099377,0.07167521,0.00004132,0.02716346
15.785393,0.05188496,0.43133413,0.01071330,0.15984734,0.00098596,0.07120795,0.00004098,0.02698547
15.790395,0.05150410,0.42889143,0.01063429,0.15878225,0.00097831,0.07074952,0.00004064,0.02681078
15.795398,0.05113091,0.42648617,0.01055685,0.15773732,0.00097081,0.07029971,0.00004031,0.02663932
15.800400,0.05076520,0.42411778,0.01048094,0.15671207,0.00096345,0.06985834,0.00003998,0.02647101
15.805403,0.05040678,0.42178570,0.01040652,0.15570605,0.00095624,0.06942520,0.00003966,0.02630579
15.810405,0.05005546,0.41948938,0.01033354,0.15471883,0.00094916,0.06900012,0.00003935,0.02614358
15.815408,0.04971107,0.41722827,0.01026198,0.15374998,0.00094222,0.06858290,0.00003904,0.02598432
15.820410,0.04937343,0.41500183,0.01019180,0.15279909,0.00093542,0.06817339,0.00003874,0.02582794
15.825413,0.04904238,0.41280954,0.01012296,0.15186575,0.00092874,0.06777140,0.00003845,0.02567439
15.830415,0.04871776,0.41065087,0.01005543,0.15094959,0.00092218,0.06737678,0.00003815,0.02552359
15.835418,0.04839940,0.40852532,0.00998919,0.15005022,0.00091575,0.06698936,0.00003787,0.02537550
15.840420,0.04808717,0.40643239,0.00992420,0.14916728,0.00090944,0.06660899,0.00003759,0.02523005
15.845423,0.04778091,0.40437158,0.00986043,0.14830042,0.00090325,0.06623552,0.00003731,0.02508719
15.850425,0.04748049,0.40234241,0.00979785,0.14744930,0.00089717,0.06586880,0.00003705,0.02494687
15.855428,0.04718576,0.40034440,0.00973644,0.14661357,0.00089120,0.06550871,0.00003678,0.02480903
15.860430,0.04689660,0.39837708,0.00967617,0.14579294,0.00088534,0.06515509,0.00003652,0.02467362
15.865433,0.04661289,0.39644000,0.00961701,0.14498706,0.00087958,0.06480781,0.00003626,0.02454060
15.870435,0.04633449,0.39453270,0.00955894,0.14419566,0.00087393,0.06446675,0.00003601,0.02440991
15.875438,0.04606128,0.39265474,0.00950194,0.14341842,0.00086838,0.06413179,0.00003577,0.02428151
15.880440,0.04579316,0.39080569,0.00944598,0.14265506,0.00086294,0.06380279,0.00003552,0.02415535
15.885443,0.04553002,0.38898511,0.00939103,0.14190531,0.00085758,0.06347965,0.00003529,0.02403140
15.890445,0.04527173,0.38719260,0.00933708,0.14116889,0.00085233,0.06316225,0.00003505,0.02390960
15.895448,0.04501820,0.38542773,0.00928411,0.14044554,0.00084716,0.06285048,0.00003482,0.02378992
15.900450,0.04476932,0.38369011,0.00923209,0.13973501,0.00084209,0.06254422,0.00003460,0.02367232
15.905453,0.04452500,0.38197934,0.00918100,0.13903704,0.00083711,0.06224338,0.00003437,0.02355675
15.910455,0.04428515,0.38029502,0.00913083,0.13835140,0.00083221,0.06194785,0.00003416,0.02344318
15.915458,0.04404966,0.37863679,0.00908156,0.13767785,0.00082740,0.06165753,0.00003394,0.02333157
15.920460,0.04381845,0.37700426,0.00903316,0.13701617,0.00082267,0.06137233,0.00003373,0.02322189
15.925463,0.04359142,0.37539707,0.00898563,0.13636613,0.00081803,0.06109215,0.00003352,0.02311410
15.930465,0.04336851,0.37381486,0.00893893,0.13572751,0.00081346,0.06081691,0.00003332,0.02300817
15.935468,0.04314962,0.37225727,0.00889306,0.13510011,0.00080898,0.06054650,0.00003312,0.02290406
15.940470,0.04293467,0.37072397,0.00884801,0.13448373,0.00080457,0.06028085,0.00003292,0.02280174
15.945473,0.04272358,0.36921460,0.00880374,0.13387815,0.00080023,0.06001988,0.00003273,0.02270118
15.950475,0.04251629,0.36772884,0.00876026,0.13328320,0.00079597,0.05976349,0.00003254,0.02260236
15.955478,0.04231272,0.36626637,0.00871753,0.13269868,0.00079179,0.05951162,0.00003235,0.02250523
15.960480,0.04211279,0.36482685,0.00867556,0.13212442,0.00078767,0.05926418,0.00003217,0.02240977
15.965483,0.04191644,0.36340999,0.00863432,0.13156022,0.00078362,0.05902110,0.00003199,0.02231596
15.970485,0.04172360,0.36201546,0.00859380,0.13100593,0.00077965,0.05878230,0.00003181,0.02222376
15.975488,0.04153420,0.36064298,0.00855399,0.13046136,0.00077574,0.05854772,0.00003163,0.02213315
15.980490,0.04134818,0.35929224,0.00851488,0.12992636,0.00077189,0.05831728,0.00003146,0.02204411
15.985493,0.04116549,0.35796296,0.00847645,0.12940077,0.00076811,0.05809092,0.00003129,0.02195660
15.990495,0.04098605,0.35665485,0.00843869,0.12888442,0.00076439,0.05786857,0.00003112,0.02187060
15.995498,0.04080982,0.35536763,0.00840158,0.12837718,0.00076074,0.05765016,0.00003096,0.02178609
16.000500,0.04063673,0.35410103,0.00836512,0.12787889,0.00075715,0.05743564,0.00003080,0.02170305
16.005503,0.04046673,0.35285479,0.00832930,0.12738940,0.00075362,0.05722494,0.00003064,0.02162145
16.010505,0.04029977,0.35162863,0.00829411,0.12690858,0.00075014,0.05701801,0.00003048,0.02154126
16.015508,0.04013579,0.35042232,0.00825952,0.12643629,0.00074673,0.05681478,0.00003033,0.02146248
16.020510,0.03997474,0.34923559,0.00822554,0.12597240,0.00074337,0.05661520,0.00003018,0.02138507
16.025513,0.03981658,0.34806820,0.00819216,0.12551677,0.00074007,0.05641922,0.00003003,0.02130902
16.030515,0.03966126,0.34691990,0.00815935,0.12506929,0.00073682,0.05622677,0.00002988,0.02123431
16.035518,0.03950872,0.34579047,0.00812712,0.12462982,0.00073363,0.05603782,0.00002974,0.02116091
16.040520,0.03935893,0.34467967,0.00809546,0.12419825,0.00073049,0.05585231,0.00002959,0.02108881
16.045523,0.03921183,0.34358727,0.00806435,0.12377446,0.00072740,0.05567018,0.00002945,0.02101799
16.050525,0.03906739,0.34251305,0.00803379,0.12335834,0.00072437,0.05549139,0.00002932,0.02094843
16.055528,0.03892557,0.34145679,0.00800376,0.12294978,0.00072139,0.05531590,0.00002918,0.02088012
16.060530,0.03878632,0.34041828,0.00797427,0.12254866,0.00071845,0.05514366,0.00002905,0.02081303
16.065533,0.03864960,0.33939732,0.00794529,0.12215488,0.00071557,0.05497462,0.00002892,0.02074715
16.070535,0.03851538,0.33839369,0.00791683,0.12176834,0.00071273,0.05480874,0.00002879,0.02068246
16.075538,0.03838361,0.33740720,0.00788888,0.12138894,0.00070994,0.05464598,0.00002866,0.02061895
16.080540,0.03825427,0.33643765,0.00786142,0.12101658,0.00070720,0.05448629,0.00002854,0.02055660
16.085543,0.03812731,0.33548486,0.00783445,0.12065116,0.00070450,0.05432964,0.00002841,0.02049539
16.090545,0.03800269,0.33454862,0.00780797,0.12029260,0.00070185,0.05417599,0.00002829,0.02043532
16.095548,0.03788040,0.33362876,0.00778197,0.11994080,0.00069925,0.05402529,0.00002817,0.02037636
16.100550,0.03776038,0.33272509,0.00775643,0.11959567,0.00069669,0.05387752,0.00002806,0.02031851
16.105553,0.03764261,0.33183745,0.00773136,0.11925712,0.00069417,0.05373263,0.00002794,0.02026174
16.110555,0.03752707,0.33096566,0.00770674,0.11892508,0.00069169,0.05359059,0.00002783,0.02020605
16.115558,0.03741371,0.33010954,0.00768257,0.11859946,0.00068926,0.05345137,0.00002771,0.02015142
16.120560,0.03730250,0.32926894,0.00765885,0.11828018,0.00068687,0.05331492,0.00002760,0.02009784
16.125563,0.03719343,0.32844369,0.00763557,0.11796716,0.00068452,0.05318123,0.00002750,0.02004530
16.130565,0.03708646,0.32763364,0.00761271,0.11766033,0.00068221,0.05305025,0.00002739,0.01999378
16.135568,0.03698156,0.32683863,0.00759029,0.11735961,0.00067994,0.05292195,0.00002729,0.01994328
16.140570,0.03687870,0.32605850,0.00756828,0.11706494,0.00067771,0.05279632,0.00002718,0.01989378
16.145573,0.03677786,0.32529311,0.00754670,0.11677623,0.00067552,0.05267330,0.00002708,0.01984526
16.150575,0.03667902,0.32454232,0.00752552,0.11649343,0.00067337,0.05255288,0.00002698,0.01979773
16.155578,0.03658215,0.32380598,0.00750474,0.11621646,0.00067125,0.05243503,0.00002688,0.01975117
16.160580,0.03648722,0.32308396,0.00748437,0.11594526,0.00066917,0.05231973,0.00002679,0.01970556
16.165583,0.03639422,0.32237611,0.00746439,0.11567976,0.00066713,0.05220693,0.00002669,0.01966091
16.170585,0.03630311,0.32168231,0.00744481,0.11541992,0.00066513,0.05209663,0.00002660,0.01961719
16.175588,0.03621388,0.32100243,0.00742560,0.11516565,0.00066316,0.05198879,0.00002651,0.01957440
16.180590,0.03612650,0.32033634,0.00740678,0.11491691,0.00066123,0.05188338,0.00002642,0.01953253
16.185593,0.03604095,0.31968391,0.00738834,0.11467364,0.00065933,0.05178039,0.00002633,0.01949157
16.190595,0.03595722,0.31904503,0.00737027,0.11443579,0.00065746,0.05167980,0.00002624,0.01945151
16.195598,0.03587527,0.31841958,0.00735257,0.11420329,0.00065564,0.05158157,0.00002615,0.01941234
16.200600,0.03579510,0.31780744,0.00733523,0.11397610,0.00065384,0.05148569,0.00002607,0.01937406
16.205603,0.03571668,0.31720850,0.00731826,0.11375416,0.00065208,0.05139213,0.00002599,0.01933666
16.210605,0.03564000,0.31662265,0.00730163,0.11353742,0.00065035,0.05130088,0.00002590,0.01930012
16.215608,0.03556503,0.31604978,0.00728537,0.11332585,0.00064865,0.05121191,0.00002582,0.01926444
16.220610,0.03549176,0.31548979,0.00726945,0.11311938,0.00064699,0.05112521,0.00002574,0.01922962
16.225613,0.03542018,0.31494258,0.00725388,0.11291797,0.00064536,0.05104075,0.00002567,0.01919564
16.230615,0.03535025,0.31440804,0.00723864,0.11272158,0.00064376,0.05095851,0.00002559,0.01916250
16.235618,0.03528198,0.31388608,0.00722375,0.11253016,0.00064219,0.05087849,0.00002552,0.01913019
16.240620,0.03521533,0.31337661,0.00720920,0.11234368,0.00064065,0.05080066,0.00002544,0.01909871
16.245623,0.03515031,0.31287952,0.00719497,0.11216209,0.00063914,0.05072500,0.00002537,0.01906805
16.250625,0.03508688,0.31239474,0.00718108,0.11198534,0.00063767,0.05065150,0.00002530,0.01903819
16.255628,0.03502505,0.31192217,0.00716751,0.11181341,0.00063622,0.05058014,0.00002523,0.01900915
16.260630,0.03496478,0.31146173,0.00715426,0.11164625,0.00063480,0.05051091,0.00002516,0.01898090
16.265633,0.03490608,0.31101333,0.00714133,0.11148383,0.00063342,0.05044378,0.00002509,0.01895344
16.270635,0.03484892,0.31057690,0.00712872,0.11132611,0.00063206,0.05037876,0.00002503,0.01892678
16.275638,0.03479330,0.31015236,0.00711643,0.11117306,0.00063073,0.05031581,0.00002496,0.01890090
16.280640,0.03473919,0.30973962,0.00710445,0.11102464,0.00062943,0.05025494,0.00002490,0.01887579
16.285643,0.03468660,0.30933862,0.00709277,0.11088082,0.00062815,0.05019612,0.00002483,0.01885146
16.290645,0.03463550,0.30894929,0.00708141,0.11074157,0.00062691,0.05013934,0.00002477,0.01882789
16.295648,0.03458588,0.30857154,0.00707035,0.11060686,0.00062569,0.05008459,0.00002471,0.01880509
16.300650,0.03453774,0.30820532,0.00705959,0.11047667,0.00062450,0.05003186,0.00002465,0.01878305
16.305653,0.03449106,0.30785056,0.00704913,0.11035095,0.00062334,0.04998114,0.00002459,0.01876176
