freq_MHz,T_h4_330um_fres_10.0MHz,T_h4_165um_fres_19.9MHz,T_h4_110um_fres_29.9MHz,T_h4_82um_fres_40.1MHz,T_h4_66um_fres_49.8MHz
1.000000,0.02660066,0.02986356,0.03132013,0.03215236,0.03265860
1.024756,0.02665521,0.02971390,0.03108627,0.03187095,0.03234833
1.049512,0.02675347,0.02960164,0.03088869,0.03162549,0.03207391
1.074269,0.02689648,0.02952619,0.03072634,0.03141472,0.03183396
1.099025,0.02708567,0.02948717,0.03059839,0.03123758,0.03162730
1.123781,0.02732293,0.02948444,0.03050420,0.03109321,0.03145293
1.148537,0.02761060,0.02951810,0.03044330,0.03098090,0.03131003
1.173293,0.02795156,0.02958846,0.03041544,0.03090012,0.03119793
1.198050,0.02834930,0.02969606,0.03042052,0.03085052,0.03111613
1.222806,0.02880802,0.02984170,0.03045862,0.03083187,0.03106425
1.247562,0.02933269,0.03002643,0.03053001,0.03084413,0.03104208
1.272318,0.02992927,0.03025157,0.03063515,0.03088739,0.03104955
1.297074,0.03060481,0.03051873,0.03077469,0.03096191,0.03108671
1.321830,0.03136774,0.03082987,0.03094946,0.03106811,0.03115377
1.346587,0.03222810,0.03118728,0.03116051,0.03120657,0.03125107
1.371343,0.03319795,0.03159367,0.03140915,0.03137804,0.03137913
1.396099,0.03429182,0.03205219,0.03169689,0.03158345,0.03153858
1.420855,0.03552735,0.03256653,0.03202553,0.03182393,0.03173024
1.445611,0.03692607,0.03314095,0.03239717,0.03210084,0.03195510
1.470368,0.03851457,0.03378039,0.03281425,0.03241572,0.03221434
1.495124,0.04032594,0.03449062,0.03327956,0.03277040,0.03250931
1.519880,0.04240184,0.03527832,0.03379632,0.03316697,0.03284161
1.544636,0.04479544,0.03615129,0.03436823,0.03360783,0.03321307
1.569392,0.04757554,0.03711864,0.03499952,0.03409573,0.03362578
1.594149,0.05083269,0.03819109,0.03569508,0.03463379,0.03408212
1.618905,0.05468828,0.03938126,0.03646051,0.03522560,0.03458481
1.643661,0.05930865,0.04070413,0.03730226,0.03587522,0.03513694
1.668417,0.06492740,0.04217754,0.03822780,0.03658732,0.03574201
1.693173,0.07188211,0.04382294,0.03924576,0.03736720,0.03640402
1.717929,0.08067687,0.04566627,0.04036619,0.03822098,0.03712748
1.742686,0.09209319,0.04773916,0.04160084,0.03915565,0.03791759
1.767442,0.10739325,0.05008054,0.04296348,0.04017928,0.03878023
1.792198,0.12869791,0.05273880,0.04447037,0.04130118,0.03972217
1.816954,0.15963259,0.05577480,0.04614078,0.04253217,0.04075115
1.841710,0.20579692,0.05926597,0.04799774,0.04388486,0.04187610
1.866467,0.26956795,0.06331219,0.05006895,0.04537399,0.04310736
1.891223,0.31707260,0.06804417,0.05238796,0.04701696,0.04445689
1.915979,0.28404236,0.07363584,0.05499579,0.04883430,0.04593868
1.940735,0.21665792,0.08032248,0.05794299,0.05085053,0.04756907
1.965491,0.16475151,0.08842825,0.06129252,0.05309502,0.04936737
1.990248,0.13002721,0.09840731,0.06512360,0.05560326,0.05135641
2.015004,0.10640507,0.11090466,0.06953705,0.05841845,0.05356343
2.039760,0.08964275,0.12683783,0.07466267,0.06159365,0.05602112
2.064516,0.07725693,0.14747237,0.08066965,0.06519458,0.05876902
2.089272,0.06778682,0.17433097,0.08778110,0.06930340,0.06185527
2.114029,0.06033973,0.20828186,0.09629420,0.07402390,0.06533903
2.138785,0.05434665,0.24593785,0.10660709,0.07948834,0.06929353
2.163541,0.04943052,0.27271795,0.11925074,0.08586697,0.07381029
2.188297,0.04533270,0.26849852,0.13491308,0.09338046,0.07900460
2.213053,0.04187043,0.23650156,0.15440528,0.10231601,0.08502287
2.237809,0.03891118,0.19795171,0.17840909,0.11304582,0.09205218
2.262566,0.03635662,0.16477061,0.20657782,0.12604187,0.10033226
2.287322,0.03413237,0.13888881,0.23532085,0.14186610,0.11016897
2.312078,0.03218113,0.11905923,0.25525789,0.16107425,0.12194519
2.336834,0.03045814,0.10372774,0.25527486,0.18387523,0.13611578
2.361590,0.02892790,0.09166994,0.23514037,0.20923364,0.15314997
2.386347,0.02756192,0.08201182,0.20588111,0.23322637,0.17332989
2.411103,0.02633710,0.07414165,0.17712199,0.24814656,0.19621904
2.435859,0.02523450,0.06762868,0.15261150,0.24665247,0.21959450
2.460615,0.02423846,0.06216499,0.13272776,0.22944446,0.23828141
2.485371,0.02333594,0.05752654,0.11677154,0.20444882,0.24527506
2.510128,0.02251599,0.05354732,0.10390650,0.17896045,0.23712726
2.534884,0.02176933,0.05010221,0.09342381,0.15638987,0.21766309
2.559640,0.02108809,0.04709540,0.08477729,0.13749671,0.19392121
2.584396,0.02046553,0.04445241,0.07755813,0.12196753,0.17091842
2.609152,0.01989587,0.04211457,0.07146175,0.10921845,0.15073891
2.633908,0.01937411,0.04003512,0.06625985,0.09868680,0.13374505
2.658665,0.01889591,0.03817633,0.06177957,0.08990768,0.11962282
2.683421,0.01845750,0.03650749,0.05788843,0.08251696,0.10789114
2.708177,0.01805560,0.03500336,0.05448367,0.07623448,0.09809165
2.732933,0.01768733,0.03364300,0.05148462,0.07084515,0.08984116
2.757689,0.01735017,0.03240892,0.04882721,0.06618309,0.08283455
2.782446,0.01704190,0.03128641,0.04646000,0.06211929,0.07683304
2.807202,0.01676057,0.03026302,0.04434132,0.05855252,0.07165048
2.831958,0.01650448,0.02932813,0.04243707,0.05540250,0.06714124
2.856714,0.01627213,0.02847266,0.04071909,0.05260500,0.06319065
2.881470,0.01606219,0.02768879,0.03916399,0.05010810,0.05970773
2.906227,0.01587351,0.02696977,0.03775216,0.04786947,0.05661960
2.930983,0.01570508,0.02630972,0.03646706,0.04585432,0.05386745
2.955739,0.01555604,0.02570353,0.03529467,0.04403380,0.05140335
2.980495,0.01542563,0.02514676,0.03422302,0.04238384,0.04918797
3.005251,0.01531323,0.02463548,0.03324184,0.04088421,0.04718875
3.030008,0.01521829,0.02416627,0.03234228,0.03951780,0.04537857
3.054764,0.01514039,0.02373610,0.03151668,0.03827004,0.04373466
3.079520,0.01507919,0.02334232,0.03075840,0.03712850,0.04223779
3.104276,0.01503444,0.02298259,0.03006162,0.03608245,0.04087165
3.129032,0.01500599,0.02265485,0.02942127,0.03512268,0.03962229
3.153788,0.01499374,0.02235728,0.02883291,0.03424115,0.03847775
3.178545,0.01499773,0.02208829,0.02829263,0.03343091,0.03742769
3.203301,0.01501803,0.02184647,0.02779698,0.03268585,0.03646318
3.228057,0.01505484,0.02163062,0.02734293,0.03200065,0.03557646
3.252813,0.01510842,0.02143968,0.02692780,0.03137063,0.03476073
3.277569,0.01517915,0.02127273,0.02654923,0.03079166,0.03401007
3.302326,0.01526750,0.02112902,0.02620514,0.03026011,0.03331927
3.327082,0.01537404,0.02100791,0.02589370,0.02977278,0.03268374
3.351838,0.01549946,0.02090888,0.02561330,0.02932682,0.03209944
3.376594,0.01564459,0.02083153,0.02536253,0.02891974,0.03156280
3.401350,0.01581037,0.02077557,0.02514017,0.02854933,0.03107066
3.426107,0.01599793,0.02074082,0.02494516,0.02821363,0.03062025
3.450863,0.01620856,0.02072722,0.02477661,0.02791093,0.03020908
3.475619,0.01644372,0.02073478,0.02463376,0.02763973,0.02983497
3.500375,0.01670514,0.02076367,0.02451600,0.02739872,0.02949600
3.525131,0.01699477,0.02081412,0.02442283,0.02718676,0.02919046
3.549887,0.01731486,0.02088651,0.02435388,0.02700287,0.02891688
3.574644,0.01766801,0.02098133,0.02430891,0.02684623,0.02867395
3.599400,0.01805720,0.02109919,0.02428780,0.02671617,0.02846053
3.624156,0.01848591,0.02124084,0.02429053,0.02661212,0.02827567
3.648912,0.01895813,0.02140718,0.02431720,0.02653368,0.02811855
3.673668,0.01947854,0.02159927,0.02436803,0.02648054,0.02798849
3.698425,0.02005260,0.02181834,0.02444338,0.02645253,0.02788494
3.723181,0.02068672,0.02206582,0.02454371,0.02644958,0.02780749
3.747937,0.02138848,0.02234336,0.02466964,0.02647176,0.02775584
3.772693,0.02216689,0.02265285,0.02482190,0.02651925,0.02772980
3.797449,0.02303275,0.02299647,0.02500139,0.02659234,0.02772933
3.822206,0.02399907,0.02337672,0.02520918,0.02669147,0.02775447
3.846962,0.02508170,0.02379645,0.02544651,0.02681719,0.02780541
3.871718,0.02630011,0.02425894,0.02571482,0.02697020,0.02788244
3.896474,0.02767849,0.02476799,0.02601577,0.02715135,0.02798598
3.921230,0.02924723,0.02532794,0.02635126,0.02736163,0.02811657
3.945986,0.03104507,0.02594383,0.02672347,0.02760223,0.02827492
3.970743,0.03312209,0.02662151,0.02713488,0.02787451,0.02846184
3.995499,0.03554420,0.02736779,0.02758835,0.02818003,0.02867832
4.020255,0.03839990,0.02819066,0.02808712,0.02852061,0.02892552
4.045011,0.04181068,0.02909950,0.02863492,0.02889829,0.02920477
4.069767,0.04594792,0.03010542,0.02923601,0.02931543,0.02951761
4.094524,0.05106100,0.03122168,0.02989530,0.02977468,0.02986579
4.119280,0.05752670,0.03246417,0.03061843,0.03027911,0.03025132
4.144036,0.06594061,0.03385214,0.03141192,0.03083217,0.03067648
4.168792,0.07729775,0.03540906,0.03228338,0.03143781,0.03114386
4.193548,0.09337757,0.03716388,0.03324161,0.03210057,0.03165640
4.218305,0.11763537,0.03915270,0.03429699,0.03282561,0.03221745
4.243061,0.15738541,0.04142102,0.03546171,0.03361888,0.03283080
4.267817,0.22800193,0.04402709,0.03675021,0.03448723,0.03350079
4.292573,0.33254934,0.04704654,0.03817974,0.03543859,0.03423236
4.317329,0.31742571,0.05057931,0.03977102,0.03648217,0.03503116
4.342086,0.21334659,0.05476019,0.04154917,0.03762869,0.03590369
4.366842,0.14871371,0.05977500,0.04354487,0.03889076,0.03685740
4.391598,0.11204596,0.06588672,0.04579602,0.04028323,0.03790094
4.416354,0.08936332,0.07347885,0.04834992,0.04182374,0.03904431
4.441110,0.07416318,0.08313019,0.05126631,0.04353334,0.04029919
4.465866,0.06333853,0.09574911,0.05462166,0.04543739,0.04167927
4.490623,0.05526810,0.11282280,0.05851536,0.04756667,0.04320065
4.515379,0.04903514,0.13688139,0.06307868,0.04995886,0.04488246
4.540135,0.04408587,0.17225082,0.06848826,0.05266054,0.04674750
4.564891,0.04006735,0.22512049,0.07498668,0.05572996,0.04882318
4.589647,0.03674451,0.29346856,0.08291460,0.05924071,0.05114273
4.614404,0.03395502,0.32487310,0.09276200,0.06328709,0.05374672
4.639160,0.03158325,0.27282936,0.10525051,0.06799151,0.05668521
4.663916,0.02954469,0.20593995,0.12146356,0.07351538,0.06002057
4.688672,0.02777620,0.15816662,0.14303030,0.08007487,0.06383131
4.713428,0.02622962,0.12632895,0.17226100,0.08796443,0.06821750
4.738185,0.02486765,0.10445128,0.21152668,0.09759142,0.07330821
4.762941,0.02366093,0.08874933,0.25879139,0.10952666,0.07927209
4.787697,0.02258607,0.07702860,0.29448225,0.12457223,0.08633241
4.812453,0.02162418,0.06798905,0.28604742,0.14382899,0.09478823
4.837209,0.02075986,0.06082796,0.24211753,0.16866070,0.10504362
4.861965,0.01998044,0.05502840,0.19579558,0.20013846,0.11764491
4.886722,0.01927540,0.05024463,0.15946026,0.23670147,0.13331685
4.911478,0.01863593,0.04623754,0.13269059,0.26855746,0.15295606
4.936234,0.01805462,0.04283696,0.11287585,0.27663395,0.17743316
4.960990,0.01752517,0.03991866,0.09787989,0.25404048,0.20676946
4.985746,0.01704221,0.03739002,0.08624680,0.21730520,0.23784528
5.010503,0.01660115,0.03518058,0.07701333,0.18218242,0.26107366
5.035259,0.01619801,0.03323585,0.06953564,0.15365157,0.26343625
5.060015,0.01582937,0.03151307,0.06337390,0.13147278,0.24312299
5.084771,0.01549226,0.02997822,0.05822022,0.11425874,0.21217236
5.109527,0.01518407,0.02860390,0.05385396,0.10072696,0.18165642
5.134284,0.01490255,0.02736782,0.05011344,0.08991172,0.15582220
5.159040,0.01464571,0.02625166,0.04687786,0.08112242,0.13503097
5.183796,0.01441181,0.02524023,0.04405530,0.07386866,0.11846272
5.208552,0.01419933,0.02432083,0.04157469,0.06779897,0.10517943
5.233308,0.01400693,0.02348279,0.03938029,0.06265771,0.09440397
5.258065,0.01383344,0.02271705,0.03742778,0.05825578,0.08554679
5.282821,0.01367782,0.02201589,0.03568155,0.05445102,0.07817180
5.307577,0.01353919,0.02137268,0.03411265,0.05113484,0.07195696
5.332333,0.01341674,0.02078173,0.03269731,0.04822308,0.06666265
5.357089,0.01330982,0.02023809,0.03141586,0.04564963,0.06210846
5.381845,0.01321783,0.01973747,0.03025190,0.04336191,0.05815679
5.406602,0.01314029,0.01927613,0.02919162,0.04131764,0.05470134
5.431358,0.01307677,0.01885079,0.02822334,0.03948244,0.05165890
5.456114,0.01302695,0.01845856,0.02733712,0.03782813,0.04896360
5.480870,0.01299056,0.01809691,0.02652444,0.03633139,0.04656268
5.505626,0.01296741,0.01776359,0.02577798,0.03497275,0.04441348
5.530383,0.01295737,0.01745664,0.02509139,0.03373588,0.04248113
5.555139,0.01296037,0.01717429,0.02445917,0.03260696,0.04073692
5.579895,0.01297642,0.01691499,0.02387652,0.03157422,0.03915699
5.604651,0.01300557,0.01667736,0.02333924,0.03062761,0.03772138
5.629407,0.01304796,0.01646019,0.02284365,0.02975846,0.03641327
5.654164,0.01310377,0.01626239,0.02238649,0.02895930,0.03521840
5.678920,0.01317328,0.01608300,0.02196490,0.02822364,0.03412460
5.703676,0.01325681,0.01592120,0.02157637,0.02754581,0.03312143
5.728432,0.01335476,0.01577623,0.02121864,0.02692087,0.03219992
5.753188,0.01346764,0.01564746,0.02088972,0.02634448,0.03135227
5.777944,0.01359600,0.01553432,0.02058787,0.02581282,0.03057172
5.802701,0.01374051,0.01543635,0.02031152,0.02532253,0.02985237
5.827457,0.01390195,0.01535314,0.02005927,0.02487063,0.02918904
5.852213,0.01408120,0.01528436,0.01982992,0.02445449,0.02857719
5.876969,0.01427925,0.01522975,0.01962238,0.02407177,0.02801284
5.901725,0.01449726,0.01518912,0.01943570,0.02372040,0.02749244
5.926482,0.01473652,0.01516233,0.01926904,0.02339855,0.02701289
5.951238,0.01499851,0.01514931,0.01912168,0.02310458,0.02657141
5.975994,0.01528492,0.01515005,0.01899300,0.02283707,0.02616555
6.000750,0.01559766,0.01516461,0.01888248,0.02259473,0.02579315
6.025506,0.01593890,0.01519311,0.01878966,0.02237644,0.02545226
6.050263,0.01631112,0.01523571,0.01871421,0.02218123,0.02514119
6.075019,0.01671718,0.01529268,0.01865583,0.02200822,0.02485842
6.099775,0.01716032,0.01536432,0.01861434,0.02185669,0.02460260
6.124531,0.01764429,0.01545104,0.01858960,0.02172600,0.02437256
6.149287,0.01817345,0.01555329,0.01858158,0.02161563,0.02416727
6.174044,0.01875280,0.01567163,0.01859030,0.02152513,0.02398584
6.198800,0.01938823,0.01580672,0.01861586,0.02145417,0.02382748
6.223556,0.02008661,0.01595928,0.01865845,0.02140250,0.02369153
6.248312,0.02085605,0.01613019,0.01871831,0.02136995,0.02357746
6.273068,0.02170617,0.01632043,0.01879580,0.02135645,0.02348480
6.297824,0.02264847,0.01653110,0.01889133,0.02136199,0.02341321
6.322581,0.02369681,0.01676348,0.01900543,0.02138666,0.02336243
6.347337,0.02486803,0.01701901,0.01913872,0.02143064,0.02333231
6.372093,0.02618277,0.01729933,0.01929192,0.02149419,0.02332276
6.396849,0.02766663,0.01760631,0.01946587,0.02157767,0.02333381
6.421605,0.02935173,0.01794207,0.01966154,0.02168153,0.02336556
6.446362,0.03127891,0.01830903,0.01988004,0.02180631,0.02341821
6.471118,0.03350083,0.01870996,0.02012262,0.02195268,0.02349206
6.495874,0.03608665,0.01914804,0.02039074,0.02212142,0.02358751
6.520630,0.03912883,0.01962691,0.02068602,0.02231342,0.02370505
6.545386,0.04275389,0.02015080,0.02101032,0.02252973,0.02384528
6.570143,0.04713933,0.02072458,0.02136575,0.02277155,0.02400893
6.594899,0.05254186,0.02135393,0.02175472,0.02304022,0.02419685
6.619655,0.05934614,0.02204552,0.02217996,0.02333731,0.02441002
6.644411,0.06815345,0.02280717,0.02264460,0.02366457,0.02464957
6.669167,0.07995269,0.02364817,0.02315220,0.02402400,0.02491679
6.693923,0.09647141,0.02457958,0.02370686,0.02441787,0.02521316
6.718680,0.12093972,0.02561470,0.02431332,0.02484876,0.02554036
6.743436,0.15974443,0.02676964,0.02497702,0.02531959,0.02590028
6.768192,0.22444977,0.02806412,0.02570430,0.02583369,0.02629510
6.792948,0.31221002,0.02952250,0.02650255,0.02639489,0.02672724
6.817704,0.31199565,0.03117522,0.02738045,0.02700754,0.02719949
6.842461,0.22525501,0.03306085,0.02834821,0.02767664,0.02771500
6.867217,0.16150174,0.03522890,0.02941799,0.02840796,0.02827734
6.891973,0.12318405,0.03774404,0.03060429,0.02920818,0.02889061
6.916729,0.09897166,0.04069225,0.03192461,0.03008506,0.02955949
6.941485,0.08260154,0.04419037,0.03340022,0.03104765,0.03028931
6.966242,0.07089751,0.04840105,0.03505722,0.03210659,0.03108625
6.990998,0.06215687,0.05355731,0.03692798,0.03327444,0.03195743
7.015754,0.05540318,0.06000453,0.03905310,0.03456615,0.03291109
7.040510,0.05004182,0.06827541,0.04148423,0.03599960,0.03395686
7.065266,0.04569201,0.07923205,0.04428799,0.03759639,0.03510600
7.090023,0.04209938,0.09435160,0.04755174,0.03938283,0.03637181
7.114779,0.03908789,0.11633625,0.05139229,0.04139124,0.03777003
7.139535,0.03653206,0.15044248,0.05596908,0.04366179,0.03931947
7.164291,0.03434007,0.20667409,0.06150521,0.04624497,0.04104275
7.189047,0.03244330,0.29195645,0.06832176,0.04920510,0.04296730
7.213803,0.03078944,0.32839631,0.07689596,0.05262528,0.04512670
7.238560,0.02933795,0.24899489,0.08796390,0.05661463,0.04756249
7.263316,0.02805695,0.17577905,0.10270820,0.06131911,0.05032654
7.288072,0.02692103,0.13130015,0.12310782,0.06693791,0.05348449
7.312828,0.02590973,0.10366858,0.15255272,0.07374916,0.05712047
7.337584,0.02500637,0.08529548,0.19645974,0.08215114,0.06134394
7.362341,0.02419724,0.07233065,0.25877191,0.09272978,0.06629958
7.387097,0.02347098,0.06274415,0.31381178,0.10637100,0.07218212
7.411853,0.02281812,0.05539176,0.29282480,0.12444347,0.07925866
7.436609,0.02223069,0.04958712,0.22630696,0.14905759,0.08790309
7.461365,0.02170195,0.04489623,0.17202773,0.18318257,0.09864935
7.486122,0.02122620,0.04103224,0.13547773,0.22908215,0.11227255
7.510878,0.02079855,0.03779841,0.11069907,0.27886288,0.12990250
7.535634,0.02041486,0.03505553,0.09319685,0.29766997,0.15313216
7.560390,0.02007153,0.03270242,0.08031558,0.26359964,0.18386656
7.585146,0.01976550,0.03066383,0.07049705,0.21215175,0.22279107
7.609902,0.01949413,0.02888271,0.06279362,0.16954062,0.26338207
7.634659,0.01925516,0.02731498,0.05660430,0.13852171,0.28348996
7.659415,0.01904664,0.02592611,0.05153261,0.11610196,0.26468577
7.684171,0.01886692,0.02468865,0.04730772,0.09951517,0.22394749
7.708927,0.01871458,0.02358050,0.04373890,0.08689205,0.18424770
7.733683,0.01858846,0.02258373,0.04068826,0.07702885,0.15279443
7.758440,0.01848757,0.02168356,0.03805375,0.06914310,0.12903583
7.783196,0.01841111,0.02086778,0.03575836,0.06271339,0.11103422
7.807952,0.01835847,0.02012617,0.03374290,0.05738256,0.09714807
7.832708,0.01832918,0.01945013,0.03196116,0.05289924,0.08621130
7.857464,0.01832293,0.01883238,0.03037657,0.04908218,0.07742487
7.882221,0.01833955,0.01826671,0.02895983,0.04579773,0.07023936
7.906977,0.01837903,0.01774779,0.02768718,0.04294542,0.06427078
7.931733,0.01844147,0.01727104,0.02653916,0.04044833,0.05924530
7.956489,0.01852715,0.01683248,0.02549970,0.03824668,0.05496366
7.981245,0.01863646,0.01642867,0.02455542,0.03629333,0.05127800
8.006002,0.01876995,0.01605658,0.02369506,0.03455066,0.04807661
8.030758,0.01892833,0.01571357,0.02290911,0.03298824,0.04527373
8.055514,0.01911248,0.01539734,0.02218950,0.03158130,0.04280253
8.080270,0.01932346,0.01510583,0.02152931,0.03030938,0.04061021
8.105026,0.01956251,0.01483724,0.02092256,0.02915552,0.03865456
8.129782,0.01983110,0.01458999,0.02036413,0.02810551,0.03690146
8.154539,0.02013091,0.01436265,0.01984954,0.02714737,0.03532304
8.179295,0.02046393,0.01415398,0.01937490,0.02627092,0.03389635
8.204051,0.02083240,0.01396286,0.01893679,0.02546749,0.03260230
8.228807,0.02123894,0.01378831,0.01853222,0.02472961,0.03142490
8.253563,0.02168653,0.01362947,0.01815857,0.02405086,0.03035068
8.278320,0.02217861,0.01348555,0.01781349,0.02342566,0.02936821
8.303076,0.02271913,0.01335587,0.01749494,0.02284917,0.02846771
8.327832,0.02331266,0.01323985,0.01720109,0.02231713,0.02764079
8.352588,0.02396447,0.01313694,0.01693032,0.02182585,0.02688024
8.377344,0.02468068,0.01304672,0.01668120,0.02137203,0.02617976
8.402101,0.02546842,0.01296877,0.01645244,0.02095282,0.02553392
8.426857,0.02633600,0.01290278,0.01624292,0.02056565,0.02493793
8.451613,0.02729322,0.01284847,0.01605162,0.02020827,0.02438763
8.476369,0.02835164,0.01280562,0.01587766,0.01987868,0.02387934
8.501125,0.02952500,0.01277406,0.01572023,0.01957510,0.02340981
8.525881,0.03082974,0.01275368,0.01557865,0.01929595,0.02297619
8.550638,0.03228571,0.01274440,0.01545231,0.01903984,0.02257593
8.575394,0.03391701,0.01274621,0.01534067,0.01880549,0.02220679
8.600150,0.03575325,0.01275912,0.01524327,0.01859183,0.02186677
8.624906,0.03783109,0.01278322,0.01515974,0.01839785,0.02155409
8.649662,0.04019650,0.01281863,0.01508973,0.01822269,0.02126718
8.674419,0.04290779,0.01286551,0.01503300,0.01806560,0.02100462
8.699175,0.04603997,0.01292410,0.01498933,0.01792591,0.02076518
8.723931,0.04969097,0.01299467,0.01495857,0.01780303,0.02054775
8.748687,0.05399084,0.01307757,0.01494064,0.01769647,0.02035136
8.773443,0.05911545,0.01317319,0.01493549,0.01760582,0.02017515
8.798200,0.06530753,0.01328200,0.01494315,0.01753073,0.02001836
8.822956,0.07290929,0.01340454,0.01496367,0.01747092,0.01988035
8.847712,0.08241373,0.01354142,0.01499720,0.01742619,0.01976056
8.872468,0.09454442,0.01369336,0.01504390,0.01739638,0.01965851
8.897224,0.11037077,0.01386115,0.01510403,0.01738142,0.01957382
8.921980,0.13142709,0.01404571,0.01517788,0.01738129,0.01950616
8.946737,0.15958791,0.01424806,0.01526584,0.01739604,0.01945530
8.971493,0.19554139,0.01446935,0.01536834,0.01742577,0.01942107
8.996249,0.23262862,0.01471092,0.01548589,0.01747066,0.01940337
9.021005,0.24897895,0.01497425,0.01561910,0.01753095,0.01940218
9.045761,0.22958391,0.01526102,0.01576864,0.01760695,0.01941754
9.070518,0.19304426,0.01557315,0.01593532,0.01769905,0.01944956
9.095274,0.15906358,0.01591282,0.01612001,0.01780771,0.01949843
9.120030,0.13265962,0.01628252,0.01632373,0.01793347,0.01956441
9.144786,0.11287465,0.01668509,0.01654763,0.01807697,0.01964784
9.169542,0.09793713,0.01712380,0.01679300,0.01823895,0.01974913
9.194299,0.08643759,0.01760240,0.01706133,0.01842026,0.01986879
9.219055,0.07739573,0.01812526,0.01735426,0.01862184,0.02000742
9.243811,0.07014566,0.01869743,0.01767369,0.01884479,0.02016571
9.268567,0.06423123,0.01932484,0.01802177,0.01909035,0.02034446
9.293323,0.05933412,0.02001443,0.01840093,0.01935992,0.02054460
9.318080,0.05522745,0.02077444,0.01881395,0.01965508,0.02076717
9.342836,0.05174612,0.02161465,0.01926401,0.01997763,0.02101338
9.367592,0.04876761,0.02254684,0.01975478,0.02032961,0.02128456
9.392348,0.04619937,0.02358523,0.02029045,0.02071331,0.02158226
9.417104,0.04397037,0.02474718,0.02087590,0.02113136,0.02190820
9.441860,0.04202531,0.02605413,0.02151678,0.02158674,0.02226435
9.466617,0.04032056,0.02753283,0.02221973,0.02208287,0.02265292
9.491373,0.03882133,0.02921706,0.02299249,0.02262364,0.02307643
9.516129,0.03749956,0.03115014,0.02384428,0.02321354,0.02353774
9.540885,0.03633246,0.03338846,0.02478602,0.02385776,0.02404010
9.565641,0.03530137,0.03600683,0.02583083,0.02456229,0.02458722
9.590398,0.03439088,0.03910655,0.02699458,0.02533412,0.02518334
9.615154,0.03358827,0.04282818,0.02829662,0.02618144,0.02583333
9.639910,0.03288291,0.04737231,0.02976082,0.02711389,0.02654281
9.664666,0.03226598,0.05303485,0.03141689,0.02814288,0.02731829
9.689422,0.03173012,0.06026997,0.03330238,0.02928204,0.02816732
9.714179,0.03126920,0.06980865,0.03546529,0.03054778,0.02909874
9.738935,0.03087816,0.08289675,0.03796803,0.03195997,0.03012293
9.763691,0.03055283,0.10180625,0.04089319,0.03354295,0.03125218
9.788447,0.03028986,0.13098702,0.04435229,0.03532683,0.03250113
9.813203,0.03008659,0.17938216,0.04849952,0.03734928,0.03388731
9.837959,0.02994102,0.25835332,0.05355383,0.03965802,0.03543195
9.862716,0.02985173,0.31503843,0.05983625,0.04231441,0.03716094
9.887472,0.02981787,0.24696301,0.06783523,0.04539858,0.03910620
9.912228,0.02983911,0.17164733,0.07832728,0.04901712,0.04130749
9.936984,0.02991568,0.12632006,0.09261125,0.05331474,0.04381495
9.961740,0.03004832,0.09877335,0.11298448,0.05849257,0.04669266
9.986497,0.03023834,0.08076359,0.14370352,0.06483786,0.05002375
10.011253,0.03048764,0.06820900,0.19234122,0.07277362,0.05391793
10.036009,0.03079873,0.05900850,0.26445500,0.08294509,0.05852268
10.060765,0.03117484,0.05199971,0.31092137,0.09637531,0.06404060
10.085521,0.03161996,0.04649542,0.25604742,0.11475039,0.07075664
10.110278,0.03213899,0.04206594,0.18543534,0.14091819,0.07908242
10.135034,0.03273783,0.03842979,0.13886915,0.17945613,0.08962984
10.159790,0.03342361,0.03539536,0.10939027,0.23472095,0.10333534
10.184546,0.03420485,0.03282785,0.08973489,0.29160546,0.12166532
10.209302,0.03509179,0.03062982,0.07588719,0.28913016,0.14690790
10.234059,0.03609676,0.02872909,0.06567503,0.23051848,0.18226204
10.258815,0.03723460,0.02707113,0.05786419,0.17576850,0.22964822
10.283571,0.03852331,0.02561399,0.05171311,0.13784619,0.27738905
10.308327,0.03998482,0.02432484,0.04675326,0.11209124,0.28541851
10.333083,0.04164608,0.02317769,0.04267555,0.09397795,0.24361619
10.357839,0.04354045,0.02215166,0.03926848,0.08071713,0.19334032
10.382596,0.04570966,0.02122981,0.03638271,0.07065885,0.15430702
10.407352,0.04820646,0.02039826,0.03390996,0.06280098,0.12640501
10.432108,0.05109836,0.01964550,0.03176988,0.05651053,0.10630314
10.456864,0.05447299,0.01896195,0.02990163,0.05137186,0.09140825
10.481620,0.05844577,0.01833956,0.02825834,0.04710238,0.08003936
10.506377,0.06317141,0.01777150,0.02680331,0.04350396,0.07112786
10.531133,0.06886100,0.01725197,0.02550744,0.04043389,0.06398137
10.555889,0.07580815,0.01677599,0.02434735,0.03778695,0.05813832
10.580645,0.08442908,0.01633930,0.02330403,0.03548399,0.05328188
10.605401,0.09532284,0.01593818,0.02236189,0.03346433,0.04918852
10.630158,0.10935509,0.01556943,0.02150804,0.03168075,0.04569660
10.654914,0.12773889,0.01523024,0.02073171,0.03009595,0.04268663
10.679670,0.15194226,0.01491817,0.02002384,0.02868010,0.04006854
10.704426,0.18268024,0.01463106,0.01937676,0.02740908,0.03777321
10.729182,0.21585788,0.01436702,0.01878393,0.02626314,0.03574683
10.753938,0.23565458,0.01412438,0.01823976,0.02522603,0.03394684
10.778695,0.22486155,0.01390167,0.01773943,0.02428421,0.03233923
10.803451,0.19273743,0.01369760,0.01727877,0.02342631,0.03089645
