freq_MHz,T_h4_330um_fres_10.0MHz,T_h4_165um_fres_19.9MHz,T_h4_110um_fres_29.9MHz,T_h4_82um_fres_40.1MHz,T_h4_66um_fres_49.8MHz
45.907727,0.01430698,0.00958465,0.01161845,0.01165094,0.03627142
45.932483,0.01519038,0.00978063,0.01212106,0.01170924,0.03397555
45.957239,0.01620253,0.00999496,0.01267984,0.01177902,0.03196729
45.981995,0.01737170,0.01022937,0.01330381,0.01186064,0.03019998
46.006752,0.01873500,0.01048583,0.01400406,0.01195455,0.02863610
46.031508,0.02034198,0.01076665,0.01479432,0.01206126,0.02724521
46.056264,0.02226020,0.01107449,0.01569183,0.01218137,0.02600250
46.081020,0.02458394,0.01141243,0.01671851,0.01231555,0.02488759
46.105776,0.02744810,0.01178412,0.01790260,0.01246457,0.02388359
46.130533,0.03105121,0.01219383,0.01928113,0.01262931,0.02297646
46.155289,0.03569407,0.01264662,0.02090344,0.01281078,0.02215442
46.180045,0.04184414,0.01314854,0.02283670,0.01301009,0.02140754
46.204801,0.05023391,0.01370684,0.02517430,0.01322855,0.02072738
46.229557,0.06194457,0.01433034,0.02804940,0.01346760,0.02010677
46.254314,0.07804492,0.01502979,0.03165689,0.01372892,0.01953955
46.279070,0.09673243,0.01581850,0.03628975,0.01401440,0.01902041
46.303826,0.10635370,0.01671307,0.04239777,0.01432620,0.01854478
46.328582,0.09607586,0.01773449,0.05067132,0.01466681,0.01810867
46.353338,0.07760938,0.01890965,0.06208758,0.01503907,0.01770862
46.378095,0.06193625,0.02027353,0.07747751,0.01544629,0.01734162
46.402851,0.05054939,0.02187242,0.09477070,0.01589226,0.01700500
46.427607,0.04237415,0.02376866,0.10321181,0.01638142,0.01669644
46.452363,0.03636624,0.02604807,0.09354703,0.01691894,0.01641389
46.477119,0.03182079,0.02883148,0.07614024,0.01751092,0.01615555
46.501875,0.02828723,0.03229323,0.06104316,0.01816455,0.01591982
46.526632,0.02547485,0.03669128,0.04990088,0.01888840,0.01570531
46.551388,0.02319123,0.04241532,0.04182137,0.01969272,0.01551078
46.576144,0.02130531,0.05005687,0.03584516,0.02058988,0.01533513
46.600900,0.01972530,0.06046784,0.03130297,0.02159497,0.01517740
46.625656,0.01838528,0.07455473,0.02775945,0.02272649,0.01503676
46.650413,0.01723681,0.09164540,0.02493075,0.02400738,0.01491247
46.675169,0.01624361,0.10449229,0.02262766,0.02546641,0.01480390
46.699925,0.01537797,0.10102455,0.02072067,0.02714002,0.01471049
46.724681,0.01461843,0.08493047,0.01911875,0.02907497,0.01463178
46.749437,0.01394807,0.06838922,0.01775634,0.03133201,0.01456738
46.774194,0.01335346,0.05558639,0.01658517,0.03399110,0.01451698
46.798950,0.01282375,0.04621787,0.01556900,0.03715888,0.01448032
46.823706,0.01235012,0.03930776,0.01468014,0.04097899,0.01445724
46.848462,0.01192532,0.03408807,0.01389707,0.04564608,0.01444760
46.873218,0.01154334,0.03004318,0.01320285,0.05142193,0.01445136
46.897974,0.01119918,0.02683456,0.01258396,0.05864507,0.01446851
46.922731,0.01088862,0.02423692,0.01202952,0.06769939,0.01449913
46.947487,0.01060811,0.02209676,0.01153062,0.07882988,0.01454335
46.972243,0.01035461,0.02030686,0.01107995,0.09152509,0.01460134
46.996999,0.01012556,0.01879043,0.01067144,0.10319380,0.01467339
47.021755,0.00991873,0.01749127,0.01030001,0.10858448,0.01475980
47.046512,0.00973223,0.01636740,0.00996138,0.10406140,0.01486098
47.071268,0.00956441,0.01538691,0.00965191,0.09257050,0.01497741
47.096024,0.00941387,0.01452512,0.00936852,0.07955747,0.01510963
47.120780,0.00927937,0.01376267,0.00910854,0.06799228,0.01525829
47.145536,0.00915987,0.01308418,0.00886968,0.05855402,0.01542414
47.170293,0.00905445,0.01247730,0.00864996,0.05103039,0.01560803
47.195049,0.00896232,0.01193197,0.00844764,0.04502700,0.01581090
47.219805,0.00888282,0.01143995,0.00826123,0.04018771,0.01603387
47.244561,0.00881536,0.01099441,0.00808940,0.03623563,0.01627816
47.269317,0.00875948,0.01058966,0.00793099,0.03296493,0.01654517
47.294074,0.00871476,0.01022090,0.00778498,0.03022394,0.01683649
47.318830,0.00868089,0.00988409,0.00765046,0.02790042,0.01715390
47.343586,0.00865762,0.00957576,0.00752664,0.02591040,0.01749943
47.368342,0.00864474,0.00929297,0.00741280,0.02419026,0.01787538
47.393098,0.00864215,0.00903317,0.00730832,0.02269116,0.01828435
47.417854,0.00864977,0.00879415,0.00721264,0.02137511,0.01872931
47.442611,0.00866760,0.00857401,0.00712527,0.02021220,0.01921365
47.467367,0.00869571,0.00837108,0.00704576,0.01917860,0.01974123
47.492123,0.00873419,0.00818389,0.00697373,0.01825513,0.02031650
47.516879,0.00878322,0.00801117,0.00690883,0.01742619,0.02094457
47.541635,0.00884305,0.00785179,0.00685076,0.01667898,0.02163135
47.566392,0.00891398,0.00770474,0.00679926,0.01600291,0.02238371
47.591148,0.00899637,0.00756916,0.00675409,0.01538913,0.02320965
47.615904,0.00909068,0.00744426,0.00671505,0.01483024,0.02411852
47.640660,0.00919743,0.00732935,0.00668197,0.01431995,0.02512135
47.665416,0.00931724,0.00722381,0.00665471,0.01385292,0.02623116
47.690173,0.00945083,0.00712709,0.00663316,0.01342459,0.02746343
47.714929,0.00959901,0.00703872,0.00661722,0.01303102,0.02883665
47.739685,0.00976272,0.00695827,0.00660682,0.01266882,0.03037304
47.764441,0.00994306,0.00688535,0.00660192,0.01233505,0.03209938
47.789197,0.01014126,0.00681962,0.00660250,0.01202713,0.03404814
47.813953,0.01035873,0.00676080,0.00660855,0.01174281,0.03625871
47.838710,0.01059710,0.00670862,0.00662011,0.01148014,0.03877900
47.863466,0.01085822,0.00666287,0.00663722,0.01123736,0.04166695
47.888222,0.01114424,0.00662335,0.00665994,0.01101296,0.04499192
47.912978,0.01145762,0.00658990,0.00668837,0.01080557,0.04883488
47.937734,0.01180121,0.00656239,0.00672264,0.01061399,0.05328550
47.962491,0.01217832,0.00654071,0.00676287,0.01043716,0.05843193
47.987247,0.01259281,0.00652479,0.00680925,0.01027412,0.06433478
48.012003,0.01304919,0.00651456,0.00686198,0.01012404,0.07097081
48.036759,0.01355278,0.00650999,0.00692128,0.00998617,0.07812748
48.061515,0.01410987,0.00651109,0.00698744,0.00985984,0.08524745
48.086272,0.01472798,0.00651786,0.00706074,0.00974445,0.09130454
48.111028,0.01541610,0.00653035,0.00714154,0.00963948,0.09494568
48.135784,0.01618514,0.00654863,0.00723022,0.00954447,0.09510564
48.160540,0.01704838,0.00657280,0.00732724,0.00945900,0.09173685
48.185296,0.01802218,0.00660296,0.00743307,0.00938272,0.08584567
48.210053,0.01912689,0.00663927,0.00754829,0.00931531,0.07878942
48.234809,0.02038809,0.00668192,0.00767351,0.00925651,0.07162984
48.259565,0.02183834,0.00673110,0.00780946,0.00920609,0.06495818
48.284321,0.02351961,0.00678707,0.00795692,0.00916385,0.05900842
48.309077,0.02548681,0.00685010,0.00811679,0.00912965,0.05381472
48.333833,0.02781279,0.00692053,0.00829011,0.00910337,0.04932106
48.358590,0.03059576,0.00699873,0.00847802,0.00908492,0.04544073
48.383346,0.03397010,0.00708510,0.00868184,0.00907426,0.04208406
48.408102,0.03812189,0.00718013,0.00890307,0.00907136,0.03916952
48.432858,0.04330989,0.00728436,0.00914343,0.00907625,0.03662703
48.457614,0.04988803,0.00739840,0.00940489,0.00908897,0.03439796
48.482371,0.05830565,0.00752293,0.00968972,0.00910960,0.03243381
48.507127,0.06899072,0.00765874,0.01000055,0.00913827,0.03069465
48.531883,0.08181673,0.00780672,0.01034046,0.00917512,0.02914761
48.556639,0.09462728,0.00796786,0.01071302,0.00922035,0.02776556
48.581395,0.10180213,0.00814332,0.01112248,0.00927420,0.02652600
48.606152,0.09842120,0.00833440,0.01157382,0.00933693,0.02541021
48.630908,0.08730352,0.00854260,0.01207303,0.00940887,0.02440253
48.655664,0.07462343,0.00876964,0.01262729,0.00949040,0.02348978
48.680420,0.06357145,0.00901751,0.01324531,0.00958194,0.02266083
48.705176,0.05473505,0.00928850,0.01393773,0.00968398,0.02190621
48.729932,0.04780905,0.00958528,0.01471773,0.00979708,0.02121784
48.754689,0.04235614,0.00991099,0.01560176,0.00992186,0.02058880
48.779445,0.03800828,0.01026930,0.01661063,0.01005905,0.02001311
48.804201,0.03449043,0.01066458,0.01777105,0.01020945,0.01948563
48.828957,0.03160336,0.01110202,0.01911777,0.01037397,0.01900187
48.853713,0.02920301,0.01158786,0.02069680,0.01055366,0.01855792
48.878470,0.02718423,0.01212966,0.02257021,0.01074969,0.01815040
48.903226,0.02546923,0.01273664,0.02482345,0.01096340,0.01777630
48.927982,0.02399959,0.01342022,0.02757684,0.01119630,0.01743301
48.952738,0.02273081,0.01419461,0.03100383,0.01145013,0.01711823
48.977494,0.02162847,0.01507778,0.03536025,0.01172689,0.01682992
49.002251,0.02066567,0.01609273,0.04102977,0.01202884,0.01656630
49.027007,0.01982109,0.01726937,0.04858461,0.01235862,0.01632578
49.051763,0.01907768,0.01864723,0.05881132,0.01271928,0.01610696
49.076519,0.01842165,0.02027958,0.07239707,0.01311434,0.01590861
49.101275,0.01784178,0.02223972,0.08808558,0.01354794,0.01572965
49.126032,0.01732885,0.02463092,0.09829951,0.01402495,0.01556913
49.150788,0.01687526,0.02760245,0.09341703,0.01455110,0.01542621
49.175544,0.01647469,0.03137596,0.07855931,0.01513322,0.01530016
49.200300,0.01612188,0.03628896,0.06381656,0.01577952,0.01519037
49.225056,0.01581243,0.04286234,0.05236152,0.01649987,0.01509628
49.249812,0.01554267,0.05187738,0.04389178,0.01730633,0.01501746
49.274569,0.01530954,0.06429084,0.03758365,0.01821372,0.01495352
49.299325,0.01511047,0.08005311,0.03278085,0.01924045,0.01490418
49.324081,0.01494338,0.09350487,0.02903562,0.02040966,0.01486920
49.348837,0.01480652,0.09234673,0.02604987,0.02175076,0.01484843
49.373593,0.01469854,0.07787978,0.02362297,0.02330171,0.01484179
49.398350,0.01461835,0.06235149,0.02161700,0.02511214,0.01484924
49.423106,0.01456518,0.05036926,0.01993484,0.02724802,0.01487083
49.447862,0.01453850,0.04168934,0.01850657,0.02979853,0.01490667
49.472618,0.01453804,0.03534636,0.01728071,0.03288633,0.01495694
49.497374,0.01456378,0.03059045,0.01621866,0.03668281,0.01502189
49.522131,0.01461594,0.02692618,0.01529096,0.04143027,0.01510184
49.546887,0.01469499,0.02403263,0.01447474,0.04747052,0.01519718
49.571643,0.01480165,0.02169851,0.01375205,0.05526711,0.01530839
49.596399,0.01493693,0.01978110,0.01310856,0.06535404,0.01543605
49.621155,0.01510213,0.01818136,0.01253273,0.07795392,0.01558081
49.645911,0.01529889,0.01682879,0.01201519,0.09159737,0.01574343
49.670668,0.01552922,0.01567204,0.01154820,0.10078931,0.01592479
49.695424,0.01579553,0.01467288,0.01112537,0.09869662,0.01612589
49.720180,0.01610076,0.01380235,0.01074135,0.08700390,0.01634787
49.744936,0.01644838,0.01303813,0.01039164,0.07313526,0.01659202
49.769692,0.01684257,0.01236276,0.01007242,0.06116362,0.01685980
49.794449,0.01728830,0.01176238,0.00978045,0.05176686,0.01715288
49.819205,0.01779151,0.01122588,0.00951294,0.04452441,0.01747313
49.843961,0.01835935,0.01074425,0.00926748,0.03889678,0.01782271
49.868717,0.01900041,0.01031010,0.00904201,0.03445259,0.01820403
49.893473,0.01972511,0.00991733,0.00883472,0.03088065,0.01861986
49.918230,0.02054619,0.00956084,0.00864403,0.02796144,0.01907336
49.942986,0.02147924,0.00923637,0.00846858,0.02553944,0.01956813
49.967742,0.02254365,0.00894030,0.00830714,0.02350292,0.02010832
49.992498,0.02376363,0.00866955,0.00815866,0.02177029,0.02069867
50.017254,0.02516978,0.00842150,0.00802219,0.02028088,0.02134470
50.042011,0.02680117,0.00819389,0.00789692,0.01898887,0.02205275
50.066767,0.02870830,0.00798475,0.00778210,0.01785904,0.02283026
50.091523,0.03095715,0.00779239,0.00767709,0.01686401,0.02368586
50.116279,0.03363487,0.00761535,0.00758130,0.01598213,0.02462973
50.141035,0.03685751,0.00745231,0.00749424,0.01519615,0.02567386
50.165791,0.04077994,0.00730215,0.00741545,0.01449210,0.02683244
50.190548,0.04560635,0.00716387,0.00734452,0.01385862,0.02812240
50.215304,0.05159356,0.00703660,0.00728113,0.01328635,0.02956396
50.240060,0.05902029,0.00691955,0.00722494,0.01276751,0.03118141
50.264816,0.06804197,0.00681204,0.00717570,0.01229560,0.03300405
50.289572,0.07824474,0.00671346,0.00713318,0.01186515,0.03506724
50.314329,0.08773581,0.00662327,0.00709717,0.01147151,0.03741365
50.339085,0.09268245,0.00654100,0.00706752,0.01111071,0.04009454
50.363841,0.09000683,0.00646621,0.00704408,0.01077937,0.04317066
50.388597,0.08125549,0.00639853,0.00702674,0.01047455,0.04671218
50.413353,0.07056391,0.00633764,0.00701543,0.01019371,0.05079568
50.438110,0.06065682,0.00628325,0.00701008,0.00993465,0.05549501
50.462866,0.05238160,0.00623509,0.00701068,0.00969544,0.06085888
50.487622,0.04570099,0.00619295,0.00701720,0.00947438,0.06686400
50.512378,0.04033466,0.00615664,0.00702967,0.00927001,0.07332938
50.537134,0.03599510,0.00612600,0.00704814,0.00908100,0.07979091
50.561890,0.03244728,0.00610090,0.00707267,0.00890620,0.08539620
50.586647,0.02951182,0.00608121,0.00710336,0.00874458,0.08899449
50.611403,0.02705456,0.00606687,0.00714033,0.00859524,0.08959963
50.636159,0.02497524,0.00605782,0.00718374,0.00845735,0.08701258
50.660915,0.02319842,0.00605400,0.00723376,0.00833022,0.08196981
50.685671,0.02166672,0.00605541,0.00729061,0.00821318,0.07563675
50.710428,0.02033596,0.00606206,0.00735453,0.00810568,0.06901873
50.735184,0.01917175,0.00607396,0.00742581,0.00800720,0.06272970
50.759940,0.01814697,0.00609119,0.00750476,0.00791729,0.05704682
50.784696,0.01724001,0.00611380,0.00759177,0.00783555,0.05204183
50.809452,0.01643349,0.00614190,0.00768723,0.00776163,0.04768529
50.834209,0.01571327,0.00617562,0.00779163,0.00769521,0.04390786
50.858965,0.01506777,0.00621509,0.00790548,0.00763602,0.04063092
50.883721,0.01448740,0.00626052,0.00802939,0.00758383,0.03777996
50.908477,0.01396420,0.00631209,0.00816402,0.00753841,0.03528944
50.933233,0.01349149,0.00637005,0.00831012,0.00749961,0.03310372
50.957989,0.01306362,0.00643468,0.00846854,0.00746728,0.03117630
50.982746,0.01267583,0.00650629,0.00864025,0.00744130,0.02946866
51.007502,0.01232403,0.00658524,0.00882633,0.00742158,0.02794890
51.032258,0.01200474,0.00667193,0.00902799,0.00740806,0.02659062
51.057014,0.01171498,0.00676683,0.00924665,0.00740071,0.02537185
51.081770,0.01145216,0.00687044,0.00948389,0.00739950,0.02427430
51.106527,0.01121406,0.00698335,0.00974153,0.00740446,0.02328261
51.131283,0.01099874,0.00710622,0.01002165,0.00741563,0.02238387
51.156039,0.01080456,0.00723978,0.01032666,0.00743306,0.02156713
51.180795,0.01063006,0.00738488,0.01065933,0.00745686,0.02082311
51.205551,0.01047399,0.00754247,0.01102291,0.00748713,0.02014386
51.230308,0.01033529,0.00771363,0.01142116,0.00752404,0.01952257
51.255064,0.01021304,0.00789960,0.01185853,0.00756776,0.01895335
51.279820,0.01010645,0.00810177,0.01234026,0.00761850,0.01843114
51.304576,0.01001486,0.00832176,0.01287262,0.00767652,0.01795151
51.329332,0.00993774,0.00856143,0.01346308,0.00774210,0.01751063
51.354089,0.00987465,0.00882293,0.01412072,0.00781556,0.01710512
51.378845,0.00982524,0.00910873,0.01485659,0.00789729,0.01673206
51.403601,0.00978927,0.00942175,0.01568430,0.00798771,0.01638883
51.428357,0.00976660,0.00976539,0.01662079,0.00808730,0.01607318
51.453113,0.00975715,0.01014367,0.01768740,0.00819661,0.01578307
51.477869,0.00976095,0.01056136,0.01891131,0.00831625,0.01551674
51.502626,0.00977812,0.01102418,0.02032767,0.00844692,0.01527260
51.527382,0.00980887,0.01153903,0.02198266,0.00858940,0.01504928
51.552138,0.00985350,0.01211427,0.02393790,0.00874458,0.01484553
51.576894,0.00991242,0.01276021,0.02627717,0.00891347,0.01466027
51.601650,0.00998616,0.01348961,0.02911651,0.00909721,0.01449253
51.626407,0.01007537,0.01431851,0.03261969,0.00929709,0.01434147
51.651163,0.01018081,0.01526728,0.03702133,0.00951461,0.01420634
51.675919,0.01030342,0.01636223,0.04265907,0.00975146,0.01408650
51.700675,0.01044430,0.01763778,0.05000582,0.01000959,0.01398139
51.725431,0.01060475,0.01913986,0.05964307,0.01029124,0.01389052
51.750188,0.01078629,0.02093090,0.07192047,0.01059901,0.01381349
51.774944,0.01099070,0.02309767,0.08554669,0.01093593,0.01374996
51.799700,0.01122007,0.02576359,0.09489675,0.01130554,0.01369967
51.824456,0.01147687,0.02910866,0.09268799,0.01171199,0.01366240
51.849212,0.01176399,0.03340159,0.08098383,0.01216022,0.01363802
51.873968,0.01208483,0.03904955,0.06758405,0.01265607,0.01362643
51.898725,0.01244345,0.04666055,0.05631471,0.01320660,0.01362762
51.923481,0.01284469,0.05703670,0.04761374,0.01382031,0.01364162
51.948237,0.01329435,0.07063447,0.04097508,0.01450760,0.01366852
51.972993,0.01379942,0.08492883,0.03584934,0.01528127,0.01370847
51.997749,0.01436843,0.09051065,0.03181835,0.01615728,0.01376170
52.022506,0.01501184,0.08148630,0.02858784,0.01715573,0.01382849
52.047262,0.01574265,0.06681983,0.02595320,0.01830230,0.01390919
52.072018,0.01657711,0.05409468,0.02377084,0.01963024,0.01400422
52.096774,0.01753589,0.04457415,0.02193829,0.02118329,0.01411409
52.121530,0.01864553,0.03758402,0.02038104,0.02301999,0.01423939
52.146287,0.01994072,0.03236407,0.01904388,0.02522021,0.01438079
52.171043,0.02146750,0.02836844,0.01788519,0.02789505,0.01453909
52.195799,0.02328818,0.02523473,0.01687310,0.03120224,0.01471518
52.220555,0.02548884,0.02272310,0.01598281,0.03536972,0.01491007
52.245311,0.02819103,0.02067186,0.01519479,0.04072978,0.01512493
52.270068,0.03157049,0.01896937,0.01449344,0.04775781,0.01536107
52.294824,0.03588679,0.01753662,0.01386619,0.05706359,0.01562000
52.319580,0.04152844,0.01631638,0.01330280,0.06908573,0.01590340
52.344336,0.04906789,0.01526635,0.01279483,0.08267039,0.01621320
52.369092,0.05925520,0.01435460,0.01233529,0.09205165,0.01655161
52.393848,0.07256372,0.01355670,0.01191835,0.08943999,0.01692113
52.418605,0.08696838,0.01285359,0.01153907,0.07724792,0.01732460
52.443361,0.09403752,0.01223025,0.01119329,0.06377007,0.01776532
52.468117,0.08646980,0.01167465,0.01087746,0.05270280,0.01824705
52.492873,0.07156720,0.01117708,0.01058854,0.04428625,0.01877413
52.517629,0.05788507,0.01072963,0.01032390,0.03792508,0.01935158
52.542386,0.04745566,0.01032575,0.01008128,0.03304319,0.01998525
52.567142,0.03976155,0.00996002,0.00985871,0.02921916,0.02068195
52.591898,0.03401729,0.00962790,0.00965447,0.02616260,0.02144968
52.616654,0.02962914,0.00932554,0.00946707,0.02367424,0.02229787
52.641410,0.02619637,0.00904969,0.00929519,0.02161544,0.02323769
52.666167,0.02345230,0.00879759,0.00913767,0.01988787,0.02428247
52.690923,0.02121694,0.00856685,0.00899350,0.01842034,0.02544816
52.715679,0.01936605,0.00835542,0.00886178,0.01716030,0.02675401
52.740435,0.01781187,0.00816151,0.00874172,0.01606825,0.02822340
52.765191,0.01649092,0.00798359,0.00863262,0.01511396,0.02988481
52.789947,0.01535637,0.00782030,0.00853386,0.01427398,0.03177317
52.814704,0.01437295,0.00767047,0.00844490,0.01352986,0.03393144
52.839460,0.01351370,0.00753305,0.00836525,0.01286689,0.03641250
52.864216,0.01275763,0.00740715,0.00829451,0.01227321,0.03928116
52.888972,0.01208824,0.00729195,0.00823231,0.01173915,0.04261582
52.913728,0.01149232,0.00718676,0.00817832,0.01125678,0.04650844
52.938485,0.01095923,0.00709094,0.00813227,0.01081952,0.05105973
52.963241,0.01048029,0.00700395,0.00809394,0.01042186,0.05636253
52.987997,0.01004837,0.00692530,0.00806313,0.01005916,0.06245920
53.012753,0.00965752,0.00685455,0.00803969,0.00972751,0.06924928
53.037509,0.00930280,0.00679135,0.00802348,0.00942355,0.07632412
53.062266,0.00898003,0.00673535,0.00801443,0.00914442,0.08276643
53.087022,0.00868566,0.00668627,0.00801248,0.00888763,0.08714205
53.111778,0.00841668,0.00664386,0.00801760,0.00865106,0.08806098
53.136534,0.00817049,0.00660790,0.00802980,0.00843284,0.08515599
53.161290,0.00794488,0.00657823,0.00804911,0.00823134,0.07940162
53.186047,0.00773791,0.00655470,0.00807560,0.00804514,0.07233310
53.210803,0.00754790,0.00653717,0.00810937,0.00787298,0.06517170
53.235559,0.00737339,0.00652557,0.00815056,0.00771377,0.05857056
53.260315,0.00721311,0.00651983,0.00819932,0.00756652,0.05276192
53.285071,0.00706594,0.00651992,0.00825586,0.00743038,0.04775705
53.309827,0.00693090,0.00652582,0.00832043,0.00730456,0.04347699
53.334584,0.00680711,0.00653754,0.00839330,0.00718841,0.03981810
53.359340,0.00669381,0.00655513,0.00847479,0.00708129,0.03667986
53.384096,0.00659034,0.00657865,0.00856529,0.00698268,0.03397445
53.408852,0.00649609,0.00660820,0.00866520,0.00689209,0.03162854
53.433608,0.00641055,0.00664389,0.00877502,0.00680910,0.02958210
53.458365,0.00633326,0.00668588,0.00889528,0.00673331,0.02778639
53.483121,0.00626380,0.00673434,0.00902660,0.00666440,0.02620186
53.507877,0.00620184,0.00678948,0.00916966,0.00660207,0.02479634
53.532633,0.00614706,0.00685156,0.00932526,0.00654604,0.02354356
53.557389,0.00609920,0.00692084,0.00949426,0.00649609,0.02242194
53.582146,0.00605803,0.00699767,0.00967766,0.00645201,0.02141364
53.606902,0.00602338,0.00708241,0.00987658,0.00641363,0.02050385
53.631658,0.00599508,0.00717547,0.01009228,0.00638080,0.01968018
53.656414,0.00597301,0.00727733,0.01032620,0.00635339,0.01893221
53.681170,0.00595710,0.00738853,0.01057997,0.00633132,0.01825112
53.705926,0.00594727,0.00750966,0.01085545,0.00631449,0.01762940
53.730683,0.00594351,0.00764141,0.01115477,0.00630286,0.01706065
53.755439,0.00594581,0.00778454,0.01148037,0.00629638,0.01653937
53.780195,0.00595421,0.00793992,0.01183506,0.00629504,0.01606081
53.804951,0.00596877,0.00810854,0.01222210,0.00629886,0.01562084
53.829707,0.00598958,0.00829149,0.01264526,0.00630785,0.01521590
53.854464,0.00601678,0.00849005,0.01310896,0.00632206,0.01484285
53.879220,0.00605051,0.00870566,0.01361840,0.00634158,0.01449896
53.903976,0.00609098,0.00893996,0.01417970,0.00636649,0.01418183
53.928732,0.00613844,0.00919483,0.01480016,0.00639690,0.01388934
53.953488,0.00619314,0.00947246,0.01548852,0.00643297,0.01361962
53.978245,0.00625544,0.00977534,0.01625533,0.00647485,0.01337103
54.003001,0.00632569,0.01010640,0.01711343,0.00652275,0.01314210
54.027757,0.00640434,0.01046904,0.01807860,0.00657689,0.01293153
54.052513,0.00649188,0.01086726,0.01917041,0.00663754,0.01273818
54.077269,0.00658889,0.01130577,0.02041338,0.00670499,0.01256102
54.102026,0.00669602,0.01179020,0.02183861,0.00677958,0.01239914
54.126782,0.00681401,0.01232725,0.02348603,0.00686169,0.01225175
54.151538,0.00694372,0.01292504,0.02540753,0.00695175,0.01211813
54.176294,0.00708611,0.01359343,0.02767147,0.00705025,0.01199766
54.201050,0.00724231,0.01434455,0.03036906,0.00715774,0.01188978
54.225806,0.00741360,0.01519346,0.03362326,0.00727483,0.01179402
54.250563,0.00760146,0.01615906,0.03760083,0.00740223,0.01170996
54.275319,0.00780760,0.01726537,0.04252618,0.00754071,0.01163726
54.300075,0.00803401,0.01854335,0.04868961,0.00769119,0.01157559
54.324831,0.00828301,0.02003352,0.05642013,0.00785466,0.01152474
54.349587,0.00855732,0.02178974,0.06592642,0.00803229,0.01148449
54.374344,0.00886014,0.02388495,0.07676695,0.00822538,0.01145469
54.399100,0.00919527,0.02641974,0.08672958,0.00843545,0.01143526
54.423856,0.00956725,0.02953555,0.09138820,0.00866422,0.01142614
54.448612,0.00998154,0.03343450,0.08775118,0.00891368,0.01142731
54.473368,0.01044477,0.03840798,0.07831317,0.00918614,0.01143882
54.498125,0.01096504,0.04486944,0.06758410,0.00948429,0.01146076
54.522881,0.01155240,0.05335477,0.05802044,0.00981127,0.01149324
54.547637,0.01221937,0.06431739,0.05019518,0.01017078,0.01153647
54.572393,0.01298184,0.07713667,0.04394397,0.01056720,0.01159066
54.597149,0.01386018,0.08766578,0.03894761,0.01100575,0.01165611
54.621905,0.01488096,0.08852112,0.03491514,0.01149271,0.01173317
54.646662,0.01607940,0.07902120,0.03161913,0.01203567,0.01182223
54.671418,0.01750314,0.06634888,0.02888990,0.01264393,0.01192378
54.696174,0.01921798,0.05521639,0.02660210,0.01332895,0.01203837
54.720930,0.02131709,0.04653198,0.02466275,0.01410504,0.01216661
54.745686,0.02393583,0.03991055,0.02300216,0.01499027,0.01230924
54.770443,0.02727655,0.03481895,0.02156747,0.01600777,0.01246706
54.795199,0.03164949,0.03083422,0.02031805,0.01718758,0.01264101
54.819955,0.03753681,0.02765589,0.01922225,0.01856938,0.01283213
54.844711,0.04566339,0.02507513,0.01825515,0.02020647,0.01304162
54.869467,0.05689185,0.02294586,0.01739689,0.02217196,0.01327083
54.894224,0.07095353,0.02116430,0.01663144,0.02456821,0.01352131
54.918980,0.08188604,0.01965531,0.01594580,0.02754175,0.01379479
54.943736,0.07887801,0.01836350,0.01532927,0.03130669,0.01409328
54.968492,0.06545548,0.01724726,0.01477303,0.03617987,0.01441905
54.993248,0.05220697,0.01627485,0.01426968,0.04262444,0.01477470
55.018005,0.04223255,0.01542166,0.01381305,0.05125554,0.01516322
55.042761,0.03505174,0.01466838,0.01339789,0.06255925,0.01558808
55.067517,0.02980644,0.01399963,0.01301975,0.07543653,0.01605327
55.092273,0.02586853,0.01340304,0.01267484,0.08396688,0.01656344
55.117029,0.02282962,0.01286856,0.01235989,0.08051636,0.01712401
55.141785,0.02042634,0.01238795,0.01207207,0.06848077,0.01774135
55.166542,0.01848537,0.01195437,0.01180896,0.05599834,0.01842300
55.191298,0.01688951,0.01156214,0.01156842,0.04606855,0.01917788
55.216054,0.01555730,0.01120647,0.01134862,0.03863622,0.02001668
55.240810,0.01443065,0.01088333,0.01114794,0.03306453,0.02095226
55.265566,0.01346714,0.01058927,0.01096495,0.02880692,0.02200020
55.290323,0.01263518,0.01032136,0.01079842,0.02547968,0.02317955
55.315079,0.01191077,0.01007707,0.01064727,0.02282358,0.02451376
55.339835,0.01127541,0.00985422,0.01051052,0.02066270,0.02603198
55.364591,0.01071459,0.00965094,0.01038735,0.01887544,0.02777068
55.389347,0.01021679,0.00946559,0.01027701,0.01737591,0.02977590
55.414104,0.00977278,0.00929672,0.01017887,0.01610210,0.03210615
55.438860,0.00937505,0.00914312,0.01009235,0.01500833,0.03483602
55.463616,0.00901744,0.00900367,0.01001698,0.01406028,0.03806053
55.488372,0.00869487,0.00887743,0.00995233,0.01323172,0.04189915
55.513128,0.00840310,0.00876356,0.00989805,0.01250232,0.04649681
55.537884,0.00813856,0.00866134,0.00985383,0.01185607,0.05201355
55.562641,0.00789825,0.00857012,0.00981944,0.01128023,0.05858204
55.587397,0.00767961,0.00848934,0.00979468,0.01076450,0.06618669
55.612153,0.00748044,0.00841852,0.00977941,0.01030053,0.07439130
55.636909,0.00729889,0.00835724,0.00977352,0.00988142,0.08191966
55.661665,0.00713332,0.00830514,0.00977696,0.00950148,0.08654321
55.686422,0.00698233,0.00826193,0.00978972,0.00915593,0.08624122
55.711178,0.00684471,0.00822734,0.00981184,0.00884075,0.08110813
