freq_MHz,h2_opt_um,h2_opt_over_lambda,T_max,T_at_1um,T_at_5um,T_at_20um,T_at_50um
64.959920,0.1000,0.004331,1.74308097,0.99594116,0.28633658,0.00232668,0.00000015
65.118236,0.1000,0.004341,1.75727657,1.04730482,0.25723119,0.00204777,0.00000013
65.276553,0.1000,0.004352,1.76250363,0.71634900,0.13864437,0.00111208,0.00000007
65.434870,0.1000,0.004362,1.75980435,0.50798489,0.09341152,0.00074855,0.00000005
65.593186,0.1000,0.004373,1.75135289,0.39878116,0.07255957,0.00057934,0.00000003
65.751503,0.1000,0.004383,1.73982047,0.33899830,0.06167074,0.00049014,0.00000003
65.909820,0.1000,0.004394,1.72771578,0.30661604,0.05597870,0.00044267,0.00000003
66.068136,0.1000,0.004405,1.71689016,0.29221876,0.05365499,0.00042208,0.00000002
66.226453,0.1000,0.004415,1.70826307,0.29224768,0.05408010,0.00042317,0.00000002
66.384770,0.1000,0.004426,1.70173751,0.30680428,0.05739017,0.00044668,0.00000003
66.543086,0.1000,0.004436,1.69626442,0.33974506,0.06458234,0.00049999,0.00000003
66.701403,0.1000,0.004447,1.69004628,0.40119984,0.07834568,0.00060335,0.00000003
66.859719,0.1000,0.004457,1.68089305,0.51525405,0.10616433,0.00081317,0.00000004
67.018036,0.1000,0.004468,1.66671967,0.73673194,0.17397705,0.00132253,0.00000007
67.176353,0.1000,0.004478,1.64609583,1.06404947,0.33282489,0.00245200,0.00000013
67.334669,0.1000,0.004489,1.61867442,0.92257466,0.20147282,0.00148223,0.00000008
67.492986,0.1000,0.004500,1.58532089,0.59900882,0.11117090,0.00082189,0.00000004
67.651303,0.1000,0.004510,1.54788353,0.42441617,0.07635489,0.00056331,0.00000003
67.809619,0.1000,0.004521,1.50871462,0.33180087,0.05938472,0.00043635,0.00000002
67.967936,0.1000,0.004531,1.47014600,0.27908415,0.05002733,0.00036585,0.00000002
68.126253,0.1000,0.004542,1.43408720,0.24839853,0.04470350,0.00032526,0.00000002
68.284569,0.1000,0.004552,1.40180799,0.23178783,0.04193630,0.00030353,0.00000001
68.442886,0.1000,0.004563,1.37387844,0.22574095,0.04111342,0.00029600,0.00000001
68.601202,0.1000,0.004573,1.35020733,0.22924143,0.04210418,0.00030151,0.00000001
68.759519,0.1000,0.004584,1.33013167,0.24331084,0.04520021,0.00032197,0.00000002
68.917836,0.1000,0.004595,1.31253909,0.27164462,0.05132057,0.00036365,0.00000002
69.076152,0.1000,0.004605,1.29602845,0.32305998,0.06278146,0.00044257,0.00000002
69.234469,0.1000,0.004616,1.27911939,0.41878257,0.08616651,0.00060433,0.00000003
69.392786,0.1000,0.004626,1.26050408,0.61215467,0.14708932,0.00102470,0.00000005
69.551102,0.1000,0.004637,1.23929968,0.93421709,0.34408264,0.00229686,0.00000010
69.709419,0.1000,0.004647,1.21523075,0.79287663,0.17041101,0.00114633,0.00000005
69.867735,0.1000,0.004658,1.18867463,0.48997147,0.08852461,0.00059929,0.00000003
70.026052,0.1000,0.004668,1.16054911,0.33915365,0.05969845,0.00040331,0.00000002
70.184369,0.1000,0.004679,1.13208629,0.26107610,0.04584387,0.00030846,0.00000001
70.342685,0.1000,0.004690,1.10457436,0.21652872,0.03813112,0.00025535,0.00000001
70.501002,0.1000,0.004700,1.07914192,0.18985387,0.03358276,0.00022376,0.00000001
70.659319,0.1000,0.004711,1.05662096,0.17413890,0.03096289,0.00020523,0.00000001
70.817635,0.1000,0.004721,1.03748585,0.16614868,0.02971542,0.00019592,0.00000001
70.975952,0.1000,0.004732,1.02184562,0.16450600,0.02962222,0.00019427,0.00000001
71.134269,0.1000,0.004742,1.00946552,0.16905881,0.03069659,0.00020025,0.00000001
71.292585,0.1000,0.004753,0.99980475,0.18084800,0.03319856,0.00021542,0.00000001
71.450902,0.1000,0.004763,0.99206953,0.20266702,0.03779403,0.00024396,0.00000001
71.609218,0.1000,0.004774,0.98529055,0.24079291,0.04606519,0.00029583,0.00000001
71.767535,0.1000,0.004785,0.97843438,0.31003642,0.06231853,0.00039821,0.00000002
71.925852,0.1000,0.004795,0.97054881,0.44916025,0.10256938,0.00065174,0.00000002
72.084168,0.1000,0.004806,0.96092191,0.72756612,0.26578517,0.00163995,0.00000006
72.242485,0.1000,0.004816,0.94921495,0.73188597,0.17119861,0.00104398,0.00000004
72.400802,0.1000,0.004827,0.93552466,0.44164799,0.07907227,0.00048773,0.00000002
72.559118,0.1000,0.004837,0.92034980,0.29587390,0.05123675,0.00031557,0.00000001
72.717435,0.1000,0.004848,0.90447338,0.22334958,0.03858538,0.00023673,0.00000001
72.875752,0.1000,0.004858,0.88880194,0.18284612,0.03169767,0.00019357,0.00000001
73.034068,0.1000,0.004869,0.87421021,0.15869755,0.02764520,0.00016798,0.00000001
73.192385,0.1000,0.004879,0.86142405,0.14421395,0.02525614,0.00015268,0.00000001
73.350701,0.1000,0.004890,0.85095081,0.13627434,0.02400218,0.00014434,0.00000000
73.509018,0.1000,0.004901,0.84304909,0.13344728,0.02365283,0.00014149,0.00000000
73.667335,0.1000,0.004911,0.83772370,0.13530223,0.02415788,0.00014374,0.00000000
73.825651,0.1000,0.004922,0.83473474,0.14223413,0.02562684,0.00015168,0.00000001
73.983968,0.1000,0.004932,0.83361746,0.15565617,0.02838725,0.00016713,0.00000001
74.142285,0.1000,0.004943,0.83371715,0.17873941,0.03318496,0.00019437,0.00000001
74.300601,0.1000,0.004953,0.83424835,0.21848102,0.04180334,0.00024360,0.00000001
74.458918,0.1000,0.004964,0.83438574,0.29186332,0.05941503,0.00034447,0.00000001
74.617234,0.1000,0.004974,0.83338392,0.44462283,0.10822159,0.00062318,0.00000002
74.775551,0.1000,0.004985,0.83070667,0.71462119,0.30648025,0.00166315,0.00000005
74.933868,0.1000,0.004996,0.82613117,0.57784884,0.11616025,0.00064919,0.00000002
75.092184,0.1000,0.005006,0.81979235,0.35047208,0.06071414,0.00034088,0.00000001
75.250501,0.1000,0.005017,0.81214997,0.24410949,0.04158012,0.00023283,0.00000001
75.408818,0.1000,0.005027,0.80389053,0.18969361,0.03235011,0.00018038,0.00000001
75.567134,0.1000,0.005038,0.79579754,0.15873323,0.02719568,0.00015092,0.00000000
75.725451,0.1000,0.005048,0.78862727,0.14023535,0.02415582,0.00013338,0.00000000
75.883768,0.1000,0.005059,0.78301413,0.12939051,0.02241354,0.00012312,0.00000000
76.042084,0.1000,0.005069,0.77941170,0.12394536,0.02159835,0.00011802,0.00000000
76.200401,0.1000,0.005080,0.77806308,0.12291945,0.02156016,0.00011720,0.00000000
76.358717,0.1000,0.005091,0.77899004,0.12614589,0.02229503,0.00012056,0.00000000
76.517034,0.1000,0.005101,0.78199334,0.13420128,0.02394394,0.00012879,0.00000000
76.675351,0.1000,0.005112,0.78666314,0.14866614,0.02686407,0.00014375,0.00000000
76.833667,0.1000,0.005122,0.79240509,0.17294896,0.03184862,0.00016953,0.00000000
76.991984,0.1000,0.005133,0.79849187,0.21455728,0.04080769,0.00021611,0.00000001
77.150301,0.1000,0.005143,0.80414774,0.29192848,0.05943433,0.00031309,0.00000001
77.308617,0.1000,0.005154,0.80866381,0.45488854,0.11362791,0.00059376,0.00000002
77.466934,0.1000,0.005164,0.81152490,0.71750417,0.29477514,0.00144841,0.00000004
77.625251,0.1000,0.005175,0.81251445,0.54107283,0.10349490,0.00052791,0.00000001
77.783567,0.1000,0.005186,0.81176245,0.33356173,0.05677684,0.00029032,0.00000001
77.941884,0.1000,0.005196,0.80971899,0.23690243,0.03983171,0.00020304,0.00000001
78.100200,0.1000,0.005207,0.80706344,0.18693760,0.03150506,0.00015990,0.00000000
78.258517,0.1000,0.005217,0.80458097,0.15845846,0.02684163,0.00013558,0.00000000
78.416834,0.1000,0.005228,0.80304178,0.14162838,0.02412656,0.00012125,0.00000000
78.575150,0.1000,0.005238,0.80310597,0.13211813,0.02263860,0.00011319,0.00000000
78.733467,0.1000,0.005249,0.80526090,0.12792560,0.02205605,0.00010971,0.00000000
78.891784,0.1000,0.005259,0.80978512,0.12824814,0.02226300,0.00011016,0.00000000
79.050100,0.1000,0.005270,0.81672953,0.13309866,0.02329013,0.00011464,0.00000000
79.208417,0.1000,0.005281,0.82590947,0.14330136,0.02532750,0.00012402,0.00000000
79.366733,0.1000,0.005291,0.83690801,0.16085894,0.02882059,0.00014039,0.00000000
79.525050,0.1000,0.005302,0.84909819,0.19002126,0.03475486,0.00016842,0.00000000
79.683367,0.1000,0.005312,0.86169637,0.24023661,0.04555675,0.00021961,0.00000000
79.841683,0.1000,0.005323,0.87385637,0.33511558,0.06880591,0.00032982,0.00000001
80.000000,0.1000,0.005333,0.88480149,0.53656513,0.14194065,0.00067291,0.00000001
