freq_MHz,T_t0,T_t1,T_t2,T_t3,T_t4,T_t5
17.136091,0.00419299,0.03181872,0.06731520,0.10912960,0.16123469,0.22953542
17.140093,0.00421243,0.03197667,0.06765291,0.10967118,0.16201785,0.23061357
17.144096,0.00423214,0.03213687,0.06799539,0.11022034,0.16281176,0.23170608
17.148099,0.00425214,0.03229934,0.06834273,0.11077720,0.16361658,0.23281317
17.152101,0.00427242,0.03246415,0.06869501,0.11134188,0.16443252,0.23393508
17.156104,0.00429300,0.03263132,0.06905233,0.11191454,0.16525974,0.23507203
17.160107,0.00431388,0.03280090,0.06941476,0.11249529,0.16609845,0.23622428
17.164109,0.00433505,0.03297293,0.06978240,0.11308430,0.16694884,0.23739206
17.168112,0.00435654,0.03314746,0.07015535,0.11368170,0.16781110,0.23857562
17.172115,0.00437834,0.03332453,0.07053370,0.11428764,0.16868545,0.23977522
17.176117,0.00440046,0.03350419,0.07091755,0.11490228,0.16957208,0.24099113
17.180120,0.00442291,0.03368649,0.07130700,0.11552578,0.17047122,0.24222361
17.184123,0.00444569,0.03387147,0.07170216,0.11615829,0.17138308,0.24347292
17.188125,0.00446880,0.03405919,0.07210313,0.11679997,0.17230789,0.24473936
17.192128,0.00449226,0.03424969,0.07251002,0.11745101,0.17324587,0.24602321
17.196131,0.00451607,0.03444304,0.07292295,0.11811156,0.17419727,0.24732476
17.200133,0.00454024,0.03463928,0.07334202,0.11878182,0.17516232,0.24864430
17.204136,0.00456477,0.03483847,0.07376736,0.11946195,0.17614128,0.24998215
17.208139,0.00458967,0.03504067,0.07419908,0.12015215,0.17713438,0.25133862
17.212141,0.00461495,0.03524594,0.07463732,0.12085262,0.17814190,0.25271402
17.216144,0.00464061,0.03545434,0.07508219,0.12156354,0.17916410,0.25410868
17.220147,0.00466667,0.03566592,0.07553384,0.12228511,0.18020125,0.25552294
17.224149,0.00469312,0.03588076,0.07599239,0.12301755,0.18125363,0.25695713
17.228152,0.00471999,0.03609892,0.07645799,0.12376107,0.18232152,0.25841162
17.232155,0.00474727,0.03632046,0.07693077,0.12451589,0.18340522,0.25988675
17.236157,0.00477497,0.03654546,0.07741089,0.12528222,0.18450504,0.26138289
17.240160,0.00480311,0.03677399,0.07789848,0.12606031,0.18562127,0.26290041
17.244163,0.00483169,0.03700611,0.07839371,0.12685038,0.18675424,0.26443971
17.248165,0.00486071,0.03724192,0.07889674,0.12765268,0.18790427,0.26600117
17.252168,0.00489020,0.03748147,0.07940772,0.12846746,0.18907169,0.26758520
17.256171,0.00492016,0.03772485,0.07992683,0.12929497,0.19025685,0.26919220
17.260173,0.00495060,0.03797215,0.08045423,0.13013549,0.19146009,0.27082259
17.264176,0.00498153,0.03822345,0.08099011,0.13098927,0.19268177,0.27247681
17.268179,0.00501296,0.03847883,0.08153465,0.13185660,0.19392228,0.27415531
17.272181,0.00504490,0.03873838,0.08208803,0.13273776,0.19518197,0.27585852
17.276184,0.00507736,0.03900220,0.08265045,0.13363305,0.19646125,0.27758692
17.280187,0.00511035,0.03927038,0.08322211,0.13454276,0.19776052,0.27934097
17.284189,0.00514389,0.03954302,0.08380320,0.13546722,0.19908017,0.28112117
17.288192,0.00517798,0.03982022,0.08439396,0.13640675,0.20042065,0.28292801
17.292195,0.00521265,0.04010208,0.08499458,0.13736166,0.20178237,0.28476199
17.296197,0.00524790,0.04038871,0.08560530,0.13833230,0.20316579,0.28662365
17.300200,0.00528374,0.04068021,0.08622634,0.13931902,0.20457136,0.28851351
17.304203,0.00532019,0.04097671,0.08685795,0.14032219,0.20599955,0.29043213
17.308205,0.00535726,0.04127831,0.08750036,0.14134216,0.20745085,0.29238006
17.312208,0.00539497,0.04158515,0.08815384,0.14237932,0.20892575,0.29435789
17.316211,0.00543334,0.04189734,0.08881863,0.14343406,0.21042477,0.29636619
17.320213,0.00547237,0.04221501,0.08949502,0.14450680,0.21194842,0.29840557
17.324216,0.00551208,0.04253829,0.09018328,0.14559793,0.21349726,0.30047666
17.328219,0.00555250,0.04286733,0.09088369,0.14670791,0.21507183,0.30258008
17.332221,0.00559363,0.04320226,0.09159656,0.14783716,0.21667270,0.30471649
17.336224,0.00563550,0.04354323,0.09232218,0.14898615,0.21830048,0.30688655
17.340227,0.00567812,0.04389039,0.09306087,0.15015534,0.21995575,0.30909094
17.344229,0.00572151,0.04424389,0.09381295,0.15134523,0.22163914,0.31133038
17.348232,0.00576568,0.04460390,0.09457878,0.15255631,0.22335130,0.31360557
17.352235,0.00581067,0.04497058,0.09535868,0.15378911,0.22509288,0.31591725
17.356237,0.00585649,0.04534411,0.09615302,0.15504415,0.22686457,0.31826617
17.360240,0.00590317,0.04572467,0.09696218,0.15632199,0.22866706,0.32065312
17.364243,0.00595071,0.04611243,0.09778653,0.15762320,0.23050108,0.32307887
17.368245,0.00599916,0.04650760,0.09862648,0.15894837,0.23236736,0.32554426
17.372248,0.00604852,0.04691036,0.09948243,0.16029810,0.23426667,0.32805010
17.376251,0.00609883,0.04732092,0.10035481,0.16167303,0.23619981,0.33059726
17.380254,0.00615011,0.04773950,0.10124407,0.16307380,0.23816757,0.33318662
17.384256,0.00620239,0.04816631,0.10215065,0.16450108,0.24017081,0.33581907
17.388259,0.00625569,0.04860158,0.10307504,0.16595556,0.24221038,0.33849553
17.392262,0.00631004,0.04904555,0.10401772,0.16743797,0.24428716,0.34121695
17.396264,0.00636547,0.04949847,0.10497920,0.16894905,0.24640209,0.34398430
17.400267,0.00642201,0.04996059,0.10596000,0.17048956,0.24855610,0.34679857
17.404270,0.00647970,0.05043216,0.10696068,0.17206030,0.25075016,0.34966079
17.408272,0.00653856,0.05091347,0.10798179,0.17366209,0.25298529,0.35257199
17.412275,0.00659863,0.05140481,0.10902393,0.17529579,0.25526253,0.35553325
17.416278,0.00665995,0.05190645,0.11008770,0.17696226,0.25758293,0.35854566
17.420280,0.00672254,0.05241873,0.11117373,0.17866244,0.25994761,0.36161035
17.424283,0.00678646,0.05294194,0.11228270,0.18039726,0.26235770,0.36472847
17.428286,0.00685173,0.05347643,0.11341526,0.18216770,0.26481438,0.36790121
17.432288,0.00691841,0.05402253,0.11457215,0.18397478,0.26731887,0.37112977
17.436291,0.00698652,0.05458061,0.11575408,0.18581956,0.26987242,0.37441539
17.440294,0.00705612,0.05515105,0.11696184,0.18770312,0.27247631,0.37775934
17.444296,0.00712726,0.05573423,0.11819621,0.18962660,0.27513189,0.38116292
17.448299,0.00719998,0.05633055,0.11945802,0.19159117,0.27784054,0.38462747
17.452302,0.00727432,0.05694044,0.12074814,0.19359806,0.28060367,0.38815434
17.456304,0.00735036,0.05756434,0.12206747,0.19564853,0.28342275,0.39174493
17.460307,0.00742813,0.05820271,0.12341694,0.19774389,0.28629931,0.39540066
17.464310,0.00750769,0.05885602,0.12479752,0.19988551,0.28923491,0.39912299
17.468312,0.00758912,0.05952478,0.12621024,0.20207480,0.29223116,0.40291342
17.472315,0.00767245,0.06020951,0.12765614,0.20431324,0.29528974,0.40677346
17.476318,0.00775777,0.06091075,0.12913633,0.20660236,0.29841238,0.41070467
17.480320,0.00784514,0.06162908,0.13065197,0.20894374,0.30160085,0.41470864
17.484323,0.00793464,0.06236508,0.13220425,0.21133904,0.30485700,0.41878699
17.488326,0.00802632,0.06311938,0.13379443,0.21378998,0.30818271,0.42294138
17.492328,0.00812028,0.06389262,0.13542381,0.21629833,0.31157997,0.42717348
17.496331,0.00821659,0.06468550,0.13709376,0.21886596,0.31505078,0.43148501
17.500334,0.00831534,0.06549872,0.13880571,0.22149480,0.31859725,0.43587772
17.504336,0.00841661,0.06633303,0.14056115,0.22418686,0.32222152,0.44035339
17.508339,0.00852051,0.06718921,0.14236164,0.22694423,0.32592582,0.44491382
17.512342,0.00862712,0.06806807,0.14420881,0.22976908,0.32971245,0.44956083
17.516344,0.00873656,0.06897049,0.14610437,0.23266368,0.33358378,0.45429628
17.520347,0.00884892,0.06989736,0.14805010,0.23563038,0.33754225,0.45912207
17.524350,0.00896433,0.07084962,0.15004788,0.23867164,0.34159037,0.46404007
17.528352,0.00908290,0.07182828,0.15209965,0.24179002,0.34573074,0.46905221
17.532355,0.00920476,0.07283436,0.15420748,0.24498816,0.34996603,0.47416044
17.536358,0.00933003,0.07386898,0.15637350,0.24826884,0.35429898,0.47936668
17.540360,0.00945886,0.07493328,0.15859997,0.25163493,0.35873243,0.48467289
17.544363,0.00959140,0.07602848,0.16088925,0.25508945,0.36326929,0.49008104
17.548366,0.00972779,0.07715585,0.16324382,0.25863550,0.36791253,0.49559307
17.552368,0.00986820,0.07831674,0.16566626,0.26227634,0.37266524,0.50121093
17.556371,0.01001280,0.07951255,0.16815930,0.26601535,0.37753054,0.50693655
17.560374,0.01016177,0.08074479,0.17072580,0.26985604,0.38251167,0.51277184
17.564376,0.01031531,0.08201502,0.17336875,0.27380208,0.38761192,0.51871868
17.568379,0.01047361,0.08332490,0.17609129,0.27785726,0.39283465,0.52477891
17.572382,0.01063688,0.08467617,0.17889674,0.28202554,0.39818332,0.53095433
17.576384,0.01080537,0.08607068,0.18178856,0.28631104,0.40366141,0.53724665
17.580387,0.01097929,0.08751038,0.18477038,0.29071800,0.40927249,0.54365754
17.584390,0.01115891,0.08899731,0.18784603,0.29525086,0.41502017,0.55018857
17.588392,0.01134450,0.09053366,0.19101952,0.29991420,0.42090810,0.55684119
17.592395,0.01153633,0.09212171,0.19429504,0.30471277,0.42693997,0.56361676
17.596398,0.01173472,0.09376388,0.19767702,0.30965148,0.43311947,0.57051649
17.600400,0.01193999,0.09546273,0.20117008,0.31473541,0.43945034,0.57754141
17.604403,0.01215247,0.09722098,0.20477909,0.31996980,0.44593625,0.58469239
17.608406,0.01237253,0.09904148,0.20850912,0.32536003,0.45258089,0.59197010
17.612408,0.01260056,0.10092725,0.21236550,0.33091165,0.45938786,0.59937495
17.616411,0.01283697,0.10288148,0.21635380,0.33663035,0.46636070,0.60690711
17.620414,0.01308219,0.10490756,0.22047985,0.34252192,0.47350284,0.61456644
17.624416,0.01333670,0.10700905,0.22474972,0.34859230,0.48081754,0.62235250
17.628419,0.01360099,0.10918972,0.22916976,0.35484749,0.48830791,0.63026445
17.632422,0.01387560,0.11145354,0.23374654,0.36129357,0.49597680,0.63830107
17.636424,0.01416109,0.11380469,0.23848691,0.36793664,0.50382678,0.64646069
17.640427,0.01445808,0.11624759,0.24339796,0.37478280,0.51186011,0.65474112
17.644430,0.01476720,0.11878687,0.24848699,0.38183806,0.52007859,0.66313968
17.648432,0.01508915,0.12142742,0.25376152,0.38910837,0.52848359,0.67165305
17.652435,0.01542467,0.12417433,0.25922923,0.39659942,0.53707588,0.68027731
17.656438,0.01577455,0.12703295,0.26489796,0.40431668,0.54585559,0.68900780
17.660440,0.01613963,0.13000883,0.27077559,0.41226523,0.55482209,0.69783912
17.664443,0.01652082,0.13310776,0.27687005,0.42044963,0.56397389,0.70676507
17.668446,0.01691908,0.13633568,0.28318917,0.42887385,0.57330847,0.71577853
17.672448,0.01733544,0.13969875,0.28974061,0.43754103,0.58282222,0.72487147
17.676451,0.01777098,0.14320319,0.29653170,0.44645336,0.59251023,0.73403484
17.680454,0.01822688,0.14685532,0.30356926,0.45561181,0.60236616,0.74325854
17.684456,0.01870437,0.15066142,0.31085943,0.46501594,0.61238205,0.75253133
17.688459,0.01920477,0.15462769,0.31840740,0.47466356,0.62254817,0.76184078
17.692462,0.01972945,0.15876004,0.32621710,0.48455046,0.63285281,0.77117324
17.696464,0.02027988,0.16306401,0.33429084,0.49467003,0.64328210,0.78051379
17.700467,0.02085758,0.16754448,0.34262889,0.50501290,0.65381978,0.78984615
17.704470,0.02146413,0.17220548,0.35122900,0.51556648,0.66444705,0.79915273
17.708472,0.02210117,0.17704982,0.36008577,0.52631452,0.67514233,0.80841457
17.712475,0.02277036,0.18207871,0.36919002,0.53723660,0.68588114,0.81761130
17.716478,0.02347337,0.18729132,0.37852802,0.54830764,0.69663586,0.82672125
17.720480,0.02421184,0.19268413,0.38808067,0.55949740,0.70737566,0.83572139
17.724483,0.02498734,0.19825036,0.39782258,0.57076991,0.71806638,0.84458741
17.728486,0.02580126,0.20397911,0.40772112,0.58208310,0.72867046,0.85329383
17.732488,0.02665482,0.20985456,0.41773543,0.59338832,0.73914701,0.86181405
17.736491,0.02754885,0.21585497,0.42781548,0.60463007,0.74945183,0.87012051
17.740494,0.02848372,0.22195172,0.43790124,0.61574587,0.75953760,0.87818483
17.744496,0.02945916,0.22810824,0.44792203,0.62666625,0.76935416,0.88597799
17.748499,0.03047399,0.23427910,0.45779614,0.63731507,0.77884887,0.89347056
17.752502,0.03152591,0.24040929,0.46743100,0.64761007,0.78796706,0.90063291
17.756504,0.03261117,0.24643374,0.47672374,0.65746381,0.79665267,0.90743549
17.760507,0.03372421,0.25227746,0.48556263,0.66678489,0.80484894,0.91384913
17.764510,0.03485727,0.25785625,0.49382921,0.67547963,0.81249924,0.91984531
17.768512,0.03600003,0.26307838,0.50140132,0.68345409,0.81954796,0.92539650
17.772515,0.03713927,0.26784717,0.50815697,0.69061635,0.82594152,0.93047649
17.776518,0.03825860,0.27206462,0.51397891,0.69687917,0.83162938,0.93506069
17.780520,0.03933844,0.27563598,0.51875965,0.70216261,0.83656511,0.93912651
17.784523,0.04035630,0.27847493,0.52240660,0.70639677,0.84070739,0.94265360
17.788526,0.04128736,0.28050891,0.52484692,0.70952428,0.84402096,0.94562417
17.792528,0.04210559,0.28168413,0.52603149,0.71150250,0.84647750,0.94802327
17.796531,0.04278530,0.28196945,0.52593780,0.71230515,0.84805630,0.94983895
17.800534,0.04330300,0.28135875,0.52457124,0.71192339,0.84874478,0.95106253
17.804536,0.04363948,0.27987139,0.52196471,0.71036617,0.84853882,0.95168862
17.808539,0.04378169,0.27755068,0.51817665,0.70765978,0.84744286,0.95171532
17.812542,0.04372406,0.27446058,0.51328769,0.70384683,0.84546977,0.95114414
17.816544,0.04346918,0.27068116,0.50739617,0.69898445,0.84264047,0.94998003
17.820547,0.04302745,0.26630333,0.50061319,0.69314218,0.83898343,0.94823129
17.824550,0.04241599,0.26142357,0.49305751,0.68639941,0.83453392,0.94590942
17.828552,0.04165691,0.25613906,0.48485067,0.67884269,0.82933314,0.94302895
17.832555,0.04077525,0.25054363,0.47611275,0.67056306,0.82342728,0.93960720
17.836558,0.03979705,0.24472471,0.46695888,0.66165352,0.81686650,0.93566406
17.840560,0.03874766,0.23876127,0.45749659,0.65220672,0.80970387,0.93122164
17.844563,0.03765045,0.23272270,0.44782402,0.64231302,0.80199441,0.92630403
17.848566,0.03652607,0.22666842,0.43802883,0.63205884,0.79379402,0.92093695
17.852568,0.03539205,0.22064812,0.42818787,0.62152543,0.78515871,0.91514739
17.856571,0.03426271,0.21470232,0.41836721,0.61078805,0.77614370,0.90896337
17.860574,0.03314940,0.20886328,0.40862263,0.59991535,0.76680281,0.90241355
17.864576,0.03206078,0.20315593,0.39900036,0.58896913,0.75718784,0.89552696
17.868579,0.03100316,0.19759888,0.38953796,0.57800434,0.74734813,0.88833273
17.872582,0.02998094,0.19220541,0.38026523,0.56706916,0.73733018,0.88085982
17.876584,0.02899695,0.18698437,0.37120521,0.55620538,0.72717746,0.87313677
17.880587,0.02805275,0.18194096,0.36237506,0.54544874,0.71693017,0.86519154
17.884590,0.02714895,0.17707744,0.35378699,0.53482941,0.70662527,0.85705126
17.888592,0.02628544,0.17239378,0.34544897,0.52437247,0.69629636,0.84874217
17.892595,0.02546155,0.16788812,0.33736550,0.51409841,0.68597384,0.84028941
17.896598,0.02467622,0.16355722,0.32953821,0.50402365,0.67568491,0.83171697
17.900600,0.02392814,0.15939682,0.32196640,0.49416100,0.66545379,0.82304761
17.904603,0.02321583,0.15540188,0.31464748,0.48452012,0.65530182,0.81430279
17.908606,0.02253768,0.15156689,0.30757742,0.47510790,0.64524764,0.80550266
17.912608,0.02189206,0.14788598,0.30075104,0.46592890,0.63530741,0.79666605
17.916611,0.02127732,0.14435309,0.29416230,0.45698567,0.62549498,0.78781044
17.920614,0.02069183,0.14096212,0.28780452,0.44827904,0.61582208,0.77895201
17.924616,0.02013400,0.13770695,0.28167060,0.43980841,0.60629853,0.77010566
17.928619,0.01960231,0.13458156,0.27575314,0.43157199,0.59693238,0.76128503
17.932622,0.01909527,0.13158005,0.27004460,0.42356702,0.58773013,0.75250256
17.936624,0.01861150,0.12869671,0.26453735,0.41578993,0.57869687,0.74376955
17.940627,0.01814967,0.12592599,0.25922381,0.40823652,0.56983644,0.73509618
17.944630,0.01770853,0.12326259,0.25409648,0.40090209,0.56115156,0.72649160
17.948632,0.01728689,0.12070139,0.24914799,0.39378154,0.55264399,0.71796398
17.952635,0.01688364,0.11823751,0.24437114,0.38686950,0.54431461,0.70952056
17.956638,0.01649774,0.11586631,0.23975893,0.38016039,0.53616358,0.70116773
17.960640,0.01612821,0.11358335,0.23530458,0.37364849,0.52819039,0.69291106
17.964643,0.01577413,0.11138442,0.23100155,0.36732803,0.52039398,0.68475539
17.968646,0.01543465,0.10926553,0.22684352,0.36119318,0.51277280,0.67670485
17.972648,0.01510896,0.10722288,0.22282443,0.35523817,0.50532490,0.66876298
17.976651,0.01479630,0.10525287,0.21893847,0.34945723,0.49804800,0.66093268
17.980654,0.01449598,0.10335211,0.21518004,0.34384472,0.49093951,0.65321635
17.984656,0.01420734,0.10151736,0.21154383,0.33839505,0.48399662,0.64561590
17.988659,0.01392975,0.09974558,0.20802472,0.33310277,0.47721633,0.63813280
17.992662,0.01366264,0.09803388,0.20461784,0.32796257,0.47059548,0.63076809
17.996664,0.01340546,0.09637952,0.20131854,0.32296924,0.46413078,0.62352249
18.000667,0.01315772,0.09477992,0.19812237,0.31811775,0.45781890,0.61639634
18.004670,0.01291892,0.09323263,0.19502510,0.31340320,0.45165639,0.60938974
18.008672,0.01268863,0.09173532,0.19202270,0.30882086,0.44563980,0.60250248
18.012675,0.01246643,0.09028581,0.18911132,0.30436613,0.43976564,0.59573414
18.016678,0.01225192,0.08888201,0.18628728,0.30003459,0.43403044,0.58908409
18.020680,0.01204474,0.08752196,0.18354709,0.29582196,0.42843072,0.58255150
18.024683,0.01184452,0.08620379,0.18088742,0.29172411,0.42296303,0.57613539
18.028686,0.01165096,0.08492574,0.17830510,0.28773706,0.41762397,0.56983462
18.032688,0.01146374,0.08368613,0.17579709,0.28385700,0.41241015,0.56364796
18.036691,0.01128257,0.08248336,0.17336052,0.28008022,0.40731827,0.55757403
18.040694,0.01110717,0.08131594,0.17099263,0.27640318,0.40234506,0.55161139
18.044696,0.01093730,0.08018242,0.16869080,0.27282246,0.39748732,0.54575849
18.048699,0.01077270,0.07908145,0.16645253,0.26933479,0.39274191,0.54001375
18.052702,0.01061315,0.07801175,0.16427544,0.26593700,0.38810578,0.53437552
18.056704,0.01045842,0.07697207,0.16215725,0.26262607,0.38357591,0.52884208
18.060707,0.01030832,0.07596125,0.16009580,0.25939907,0.37914938,0.52341172
18.064710,0.01016265,0.07497819,0.15808900,0.25625320,0.37482335,0.51808267
18.068712,0.01002123,0.07402183,0.15613488,0.25318577,0.37059504,0.51285314
18.072715,0.00988388,0.07309116,0.15423155,0.25019419,0.36646174,0.50772136
18.076718,0.00975043,0.07218523,0.15237721,0.24727598,0.36242082,0.50268551
18.080720,0.00962074,0.07130312,0.15057012,0.24442874,0.35846972,0.49774379
18.084723,0.00949465,0.07044396,0.14880864,0.24165018,0.35460596,0.49289442
18.088726,0.00937202,0.06960693,0.14709120,0.23893809,0.35082712,0.48813558
18.092728,0.00925272,0.06879124,0.14541628,0.23629034,0.34713087,0.48346550
18.096731,0.00913662,0.06799612,0.14378244,0.23370491,0.34351493,0.47888242
18.100734,0.00902360,0.06722086,0.14218829,0.23117981,0.33997709,0.47438457
18.104736,0.00891355,0.06646478,0.14063252,0.22871318,0.33651522,0.46997023
18.108739,0.00880635,0.06572720,0.13911386,0.22630320,0.33312724,0.46563769
18.112742,0.00870191,0.06500751,0.13763110,0.22394812,0.32981114,0.46138525
18.116744,0.00860012,0.06430511,0.13618306,0.22164626,0.32656498,0.45721125
18.120747,0.00850089,0.06361941,0.13476864,0.21939602,0.32338686,0.45311405
18.124750,0.00840412,0.06294986,0.13338677,0.21719583,0.32027495,0.44909204
18.128753,0.00830973,0.06229595,0.13203641,0.21504420,0.31722748,0.44514363
18.132755,0.00821765,0.06165716,0.13071659,0.21293970,0.31424274,0.44126726
18.136758,0.00812779,0.06103301,0.12942635,0.21088093,0.31131905,0.43746141
18.140761,0.00804007,0.06042304,0.12816480,0.20886655,0.30845482,0.43372457
18.144763,0.00795442,0.05982680,0.12693106,0.20689530,0.30564846,0.43005529
18.148766,0.00787079,0.05924387,0.12572428,0.20496591,0.30289848,0.42645210
18.152769,0.00778909,0.05867383,0.12454368,0.20307721,0.30020341,0.42291362
18.156771,0.00770926,0.05811629,0.12338846,0.20122804,0.29756182,0.41943845
18.160774,0.00763126,0.05757088,0.12225789,0.19941729,0.29497234,0.41602524
18.164777,0.00755501,0.05703723,0.12115125,0.19764388,0.29243363,0.41267267
18.168779,0.00748047,0.05651499,0.12006786,0.19590680,0.28994442,0.40937944
18.172782,0.00740758,0.05600384,0.11900704,0.19420503,0.28750344,0.40614430
18.176785,0.00733629,0.05550344,0.11796815,0.19253762,0.28510948,0.40296601
18.180787,0.00726655,0.05501348,0.11695059,0.19090365,0.28276136,0.39984336
18.184790,0.00719831,0.05453368,0.11595376,0.18930221,0.28045796,0.39677517
18.188793,0.00713153,0.05406373,0.11497709,0.18773244,0.27819816,0.39376028
18.192795,0.00706617,0.05360337,0.11402002,0.18619352,0.27598090,0.39079758
18.196798,0.00700218,0.05315233,0.11308203,0.18468462,0.27380513,0.38788597
18.200801,0.00693953,0.05271035,0.11216260,0.18320497,0.27166985,0.38502436
18.204803,0.00687818,0.05227719,0.11126124,0.18175382,0.26957409,0.38221172
18.208806,0.00681808,0.05185260,0.11037747,0.18033044,0.26751691,0.37944702
18.212809,0.00675921,0.05143636,0.10951083,0.17893412,0.26549737,0.37672927
18.216811,0.00670152,0.05102824,0.10866088,0.17756419,0.26351460,0.37405748
18.220814,0.00664499,0.05062803,0.10782718,0.17621998,0.26156773,0.37143072
18.224817,0.00658959,0.05023553,0.10700933,0.17490086,0.25965592,0.36884805
18.228819,0.00653528,0.04985053,0.10620691,0.17360622,0.25777836,0.36630858
18.232822,0.00648204,0.04947285,0.10541955,0.17233544,0.25593426,0.36381140
18.236825,0.00642983,0.04910229,0.10464686,0.17108797,0.25412286,0.36135568
18.240827,0.00637863,0.04873867,0.10388849,0.16986323,0.25234341,0.35894056
18.244830,0.00632841,0.04838183,0.10314408,0.16866068,0.25059520,0.35656523
18.248833,0.00627915,0.04803160,0.10241330,0.16747981,0.24887751,0.35422889
18.252835,0.00623082,0.04768780,0.10169582,0.16632010,0.24718968,0.35193075
18.256838,0.00618340,0.04735029,0.10099131,0.16518105,0.24553104,0.34967007
18.260841,0.00613686,0.04701892,0.10029948,0.16406220,0.24390095,0.34744608
18.264843,0.00609119,0.04669353,0.09962002,0.16296308,0.24229878,0.34525808
18.268846,0.00604636,0.04637399,0.09895264,0.16188323,0.24072393,0.34310535
18.272849,0.00600235,0.04606015,0.09829707,0.16082223,0.23917581,0.34098721
18.276851,0.00595914,0.04575188,0.09765304,0.15977965,0.23765386,0.33890298
18.280854,0.00591671,0.04544906,0.09702027,0.15875508,0.23615750,0.33685200
18.284857,0.00587504,0.04515156,0.09639853,0.15774812,0.23468621,0.33483364
18.288859,0.00583412,0.04485925,0.09578755,0.15675840,0.23323945,0.33284727
18.292862,0.00579392,0.04457203,0.09518711,0.15578552,0.23181672,0.33089229
18.296865,0.00575443,0.04428976,0.09459696,0.15482914,0.23041752,0.32896809
18.300867,0.00571564,0.04401236,0.09401689,0.15388889,0.22904136,0.32707410
18.304870,0.00567752,0.04373970,0.09344667,0.15296443,0.22768778,0.32520974
18.308873,0.00564006,0.04347168,0.09288610,0.15205543,0.22635632,0.32337448
18.312875,0.00560325,0.04320821,0.09233496,0.15116157,0.22504652,0.32156776
18.316878,0.00556707,0.04294918,0.09179306,0.15028253,0.22375797,0.31978906
18.320881,0.00553151,0.04269450,0.09126020,0.14941801,0.22249023,0.31803787
18.324883,0.00549656,0.04244408,0.09073620,0.14856770,0.22124290,0.31631369
18.328886,0.00546219,0.04219782,0.09022086,0.14773132,0.22001557,0.31461602
18.332889,0.00542840,0.04195565,0.08971402,0.14690859,0.21880786,0.31294438
18.336891,0.00539518,0.04171747,0.08921549,0.14609924,0.21761940,0.31129832
18.340894,0.00536251,0.04148321,0.08872512,0.14530300,0.21644979,0.30967737
18.344897,0.00533038,0.04125278,0.08824273,0.14451960,0.21529870,0.30808108
18.348899,0.00529878,0.04102610,0.08776818,0.14374881,0.21416577,0.30650903
18.352902,0.00526770,0.04080311,0.08730129,0.14299036,0.21305066,0.30496079
18.356905,0.00523713,0.04058373,0.08684193,0.14224404,0.21195303,0.30343594
18.360907,0.00520706,0.04036788,0.08638994,0.14150960,0.21087257,0.30193408
18.364910,0.00517747,0.04015549,0.08594519,0.14078682,0.20980895,0.30045481
18.368913,0.00514836,0.03994651,0.08550754,0.14007547,0.20876186,0.29899775
18.372915,0.00511972,0.03974086,0.08507684,0.13937535,0.20773102,0.29756251
18.376918,0.00509154,0.03953848,0.08465297,0.13868625,0.20671612,0.29614874
18.380921,0.00506380,0.03933931,0.08423581,0.13800795,0.20571688,0.29475606
18.384923,0.00503651,0.03914329,0.08382522,0.13734028,0.20473302,0.29338413
18.388926,0.00500965,0.03895035,0.08342108,0.13668302,0.20376428,0.29203260
18.392929,0.00498321,0.03876045,0.08302329,0.13603600,0.20281038,0.29070114
18.396931,0.00495719,0.03857352,0.08263171,0.13539903,0.20187107,0.28938942
18.400934,0.00493158,0.03838951,0.08224625,0.13477193,0.20094609,0.28809711
18.404937,0.00490636,0.03820836,0.08186679,0.13415453,0.20003520,0.28682390
18.408939,0.00488154,0.03803004,0.08149322,0.13354666,0.19913817,0.28556949
18.412942,0.00485711,0.03785448,0.08112544,0.13294815,0.19825474,0.28433357
18.416945,0.00483305,0.03768164,0.08076335,0.13235885,0.19738471,0.28311585
18.420947,0.00480936,0.03751146,0.08040686,0.13177859,0.19652784,0.28191605
18.424950,0.00478604,0.03734391,0.08005586,0.13120722,0.19568392,0.28073388
18.428953,0.00476307,0.03717893,0.07971026,0.13064459,0.19485274,0.27956907
18.432955,0.00474046,0.03701649,0.07936996,0.13009056,0.19403408,0.27842135
18.436958,0.00471819,0.03685654,0.07903489,0.12954498,0.19322775,0.27729046
18.440961,0.00469626,0.03669903,0.07870496,0.12900772,0.19243354,0.27617614
18.444963,0.00467466,0.03654393,0.07838007,0.12847863,0.19165126,0.27507814
18.448966,0.00465339,0.03639120,0.07806015,0.12795759,0.19088073,0.27399622
18.452969,0.00463244,0.03624080,0.07774512,0.12744447,0.19012176,0.27293013
18.456971,0.00461180,0.03609268,0.07743489,0.12693914,0.18937418,0.27187965
18.460974,0.00459148,0.03594682,0.07712939,0.12644147,0.18863779,0.27084453
18.464977,0.00457147,0.03580317,0.07682854,0.12595135,0.18791244,0.26982456
18.468979,0.00455175,0.03566170,0.07653228,0.12546866,0.18719795,0.26881952
18.472982,0.00453233,0.03552238,0.07624052,0.12499328,0.18649416,0.26782919
18.476985,0.00451320,0.03538517,0.07595321,0.12452511,0.18580091,0.26685335
18.480987,0.00449435,0.03525004,0.07567026,0.12406403,0.18511805,0.26589181
18.484990,0.00447579,0.03511695,0.07539163,0.12360994,0.18444541,0.26494437
18.488993,0.00445750,0.03498588,0.07511723,0.12316272,0.18378285,0.26401082
18.492995,0.00443948,0.03485680,0.07484700,0.12272229,0.18313023,0.26309097
